a_x a_y a_z g_x g_y g_z
".02,-0.01,0.01"
"412445,1.10,1.66,-9.68,0.01,-0.00,-0.00"
"412450,1.10,1.52,-9.72,0.01,-0.00,-0.00"
"412455,1.08,1.49,-9.68,0.01,0.00,-0.00"
"412460,1.11,1.65,-9.72,0.01,-0.00,-0.00"
"412465,1.10,1.60,-9.71,0.01,-0.00,-0.00"
"412469,1.08,1.55,-9.79,0.01,0.00,-0.00"
"412474,1.07,1.62,-9.81,0.01,-0.00,-0.01"
"412479,1.16,1.65,-9.80,0.01,0.00,-0.00"
"412484,1.00,1.59,-9.70,0.01,-0.00,-0.00"
"412488,1.13,1.60,-9.71,0.01,0.00,-0.00"
"412494,1.14,1.62,-9.76,0.01,0.00,-0.00"
"412498,1.02,1.58,-9.71,0.01,0.00,-0.00"
"412504,1.04,1.63,-9.75,0.01,-0.00,-0.00"
"412509,1.13,1.65,-9.71,0.01,0.00,-0.00"
"412514,1.15,1.58,-9.78,0.01,0.00,-0.00"
"412519,1.07,1.62,-9.71,0.01,0.00,-0.00"
"412523,1.06,1.57,-9.75,0.01,0.00,-0.00"
"412527,1.08,1.62,-9.75,0.01,-0.00,-0.00"
"412533,1.09,1.52,-9.71,0.01,0.00,-0.00"
"412537,1.12,1.59,-9.72,0.01,0.00,0.00"
"412542,1.18,1.62,-9.74,0.01,0.00,-0.00"
"412546,1.02,1.51,-9.71,0.01,-0.00,-0.00"
"412550,1.15,1.56,-9.66,0.01,0.00,-0.00"
"412555,1.13,1.53,-9.73,0.01,-0.00,-0.00"
"412559,1.08,1.63,-9.80,0.01,-0.00,0.00"
"412564,1.08,1.48,-9.75,0.01,0.00,-0.00"
"412568,1.11,1.52,-9.68,0.01,0.00,-0.00"
"412572,1.04,1.61,-9.74,0.01,0.00,-0.00"
"412577,1.12,1.57,-9.68,0.01,0.00,0.00"
"412581,1.03,1.63,-9.75,0.01,0.00,-0.00"
"412585,1.05,1.59,-9.69,0.01,-0.00,-0.00"
"412712,1.06,1.55,-9.70,0.00,0.00,0.00"
"412717,1.07,1.53,-9.73,0.00,0.00,0.00"
"412722,0.99,1.60,-9.68,0.01,0.00,0.00"
"412726,1.10,1.54,-9.76,0.01,0.00,0.00"
"412731,1.01,1.52,-9.67,0.01,0.00,0.00"
"412736,1.12,1.52,-9.72,0.01,0.00,0.00"
"412740,1.06,1.55,-9.76,0.01,0.00,0.00"
"412744,1.07,1.63,-9.70,0.00,0.00,0.00"
"412749,1.17,1.62,-9.77,0.00,0.00,0.00"
"412754,1.07,1.52,-9.74,0.00,0.00,0.00"
"412758,1.05,1.50,-9.71,0.01,0.00,0.00"
"412764,1.04,1.57,-9.72,0.01,0.00,0.00"
"412768,1.09,1.59,-9.76,0.00,0.00,0.00"
"412772,1.10,1.63,-9.71,0.01,0.00,0.00"
"412777,1.15,1.54,-9.77,0.01,0.00,0.00"
"412782,1.01,1.56,-9.72,0.00,0.00,0.00"
"412786,1.05,1.54,-9.74,0.00,0.00,0.00"
"412791,1.17,1.60,-9.79,0.01,0.00,0.00"
"412796,1.09,1.58,-9.74,0.00,0.00,0.00"
"412800,1.12,1.57,-9.71,0.00,0.00,0.00"
"412805,1.05,1.57,-9.65,0.00,0.00,0.00"
"412809,1.05,1.56,-9.74,0.01,0.00,0.00"
"412813,1.09,1.59,-9.81,0.01,0.00,0.00"
"412818,1.06,1.65,-9.66,0.01,0.00,0.00"
"412824,1.00,1.60,-9.71,0.01,0.00,0.00"
"412828,1.05,1.54,-9.71,0.01,0.00,0.00"
"412832,1.07,1.60,-9.67,0.00,0.00,0.01"
"412837,1.04,1.56,-9.71,0.00,0.00,0.00"
"412841,1.01,1.64,-9.71,0.01,0.00,0.00"
"412845,1.14,1.50,-9.76,0.01,0.00,0.00"
"412849,1.08,1.52,-9.69,0.00,0.00,0.01"
"412899,0.98,1.52,-9.71,0.00,0.00,0.01"
"412903,1.10,1.58,-9.76,0.00,0.00,0.00"
"412908,1.11,1.58,-9.75,0.01,0.00,0.01"
"412912,1.08,1.54,-9.73,0.00,0.00,0.00"
"412918,1.05,1.58,-9.73,0.01,0.00,0.01"
"412922,1.03,1.58,-9.73,0.01,0.00,0.00"
"412927,1.12,1.58,-9.75,0.01,0.00,0.00"
"412931,1.05,1.61,-9.73,0.01,0.00,0.01"
"412935,1.07,1.63,-9.66,0.01,0.00,0.01"
"412940,1.07,1.59,-9.77,0.01,0.00,0.01"
"412945,1.10,1.56,-9.77,0.00,0.00,0.01"
"412949,1.04,1.54,-9.75,0.01,0.00,0.01"
"412954,1.04,1.49,-9.65,0.00,0.00,0.00"
"412958,1.12,1.64,-9.75,0.01,0.00,0.01"
"412963,1.05,1.60,-9.74,0.01,0.00,0.01"
"412968,1.02,1.51,-9.78,0.00,0.01,0.01"
"412972,1.11,1.56,-9.78,0.00,0.00,0.01"
"412978,1.08,1.55,-9.71,0.01,0.00,0.01"
"412982,1.00,1.63,-9.71,0.00,0.00,0.01"
"412986,1.06,1.62,-9.72,0.01,0.00,0.01"
"412991,1.09,1.56,-9.73,0.01,0.00,0.00"
"412995,1.04,1.57,-9.76,0.01,0.00,0.00"
"413000,1.07,1.54,-9.72,0.00,0.00,0.01"
"413004,1.10,1.49,-9.63,0.00,0.01,0.01"
"413009,1.13,1.54,-9.70,0.00,0.00,0.01"
"413013,1.01,1.55,-9.71,0.01,0.00,0.01"
"413017,1.13,1.52,-9.73,0.00,0.00,0.01"
"413022,1.07,1.50,-9.77,0.00,0.00,0.01"
"413026,1.06,1.56,-9.73,0.00,0.00,0.01"
