"millis, a_x, a_y, a_z, g_x, g_y, g_z"
"366744,1.57,2.38,-11.27,0.44,-0.04,0.42"
"366760,2.27,3.68,-10.02,0.40,-0.03,0.40"
"366764,2.05,3.82,-9.81,0.39,-0.03,0.40"
"366767,1.85,3.60,-9.52,0.38,-0.03,0.40"
"366815,1.63,2.59,-9.58,0.25,-0.04,0.36"
"366819,1.55,2.92,-9.68,0.24,-0.03,0.36"
"366824,1.61,3.51,-9.76,0.21,-0.04,0.38"
"366828,1.63,4.04,-9.54,0.16,-0.02,0.38"
"366834,1.66,4.18,-9.31,0.16,-0.03,0.38"
"366837,1.61,4.27,-9.53,0.15,-0.03,0.36"
"366841,1.45,4.28,-9.53,0.13,-0.02,0.36"
"366845,1.52,4.51,-9.71,0.10,-0.02,0.35"
"366850,1.21,4.57,-9.42,0.06,-0.02,0.35"
"366854,1.10,4.61,-9.35,0.05,-0.02,0.35"
"366859,0.97,4.76,-9.45,0.01,-0.03,0.35"
"366863,0.94,4.83,-9.50,-0.01,-0.02,0.33"
"366867,0.89,4.68,-9.57,-0.03,-0.03,0.32"
"366871,1.00,4.58,-9.47,-0.05,-0.02,0.31"
"366876,0.92,4.27,-9.27,-0.08,-0.01,0.31"
"366880,1.00,4.18,-9.44,-0.11,-0.02,0.31"
"366884,1.09,3.78,-9.34,-0.13,-0.02,0.31"
"366889,0.98,3.30,-9.16,-0.15,-0.02,0.30"
"366895,0.84,3.03,-9.15,-0.17,-0.04,0.31"
"366899,0.95,2.84,-9.26,-0.19,-0.03,0.30"
"366904,0.89,2.57,-9.27,-0.20,-0.03,0.30"
"366910,1.02,2.32,-9.36,-0.20,-0.04,0.29"
"366914,1.07,2.39,-9.38,-0.22,-0.03,0.29"
"366920,0.95,2.55,-9.48,-0.24,-0.04,0.30"
"366924,0.75,2.62,-9.49,-0.25,-0.05,0.30"
"366930,0.52,2.94,-9.84,-0.27,-0.06,0.31"
"366934,0.41,2.83,-10.03,-0.29,-0.06,0.30"
"366940,0.39,2.70,-10.30,-0.30,-0.05,0.29"
"366943,0.41,2.48,-10.42,-0.31,-0.06,0.28"
"366949,0.54,1.96,-10.63,-0.32,-0.07,0.28"
"366953,0.69,1.74,-10.65,-0.31,-0.08,0.28"
"366959,0.89,1.20,-10.64,-0.30,-0.07,0.27"
"366963,0.89,0.84,-10.66,-0.30,-0.07,0.27"
"366969,0.64,0.22,-10.76,-0.29,-0.08,0.28"
"366975,0.58,-0.40,-10.54,-0.28,-0.08,0.28"
"366979,0.62,-0.33,-10.32,-0.27,-0.08,0.28"
"366983,0.78,-0.40,-10.19,-0.27,-0.09,0.30"
"366987,1.10,-0.36,-10.10,-0.26,-0.09,0.30"
"366992,1.25,-0.37,-9.95,-0.25,-0.09,0.30"
"366997,1.26,-0.34,-9.77,-0.23,-0.09,0.30"
"367003,0.96,-0.15,-9.85,-0.22,-0.12,0.31"
"367008,0.81,0.11,-9.90,-0.22,-0.11,0.32"
"367013,0.84,0.13,-9.92,-0.21,-0.11,0.32"
"367017,0.94,0.24,-9.85,-0.20,-0.11,0.32"
"367021,1.06,0.17,-9.66,-0.20,-0.10,0.31"
"367025,1.00,-0.10,-9.63,-0.18,-0.11,0.31"
"367028,1.05,-0.28,-9.68,-0.17,-0.11,0.32"
"367032,1.02,-0.50,-9.66,-0.17,-0.11,0.31"
"367036,1.11,-0.66,-9.79,-0.15,-0.11,0.31"
"367040,1.04,-0.80,-9.72,-0.12,-0.11,0.31"
"367044,0.87,-0.99,-9.51,-0.11,-0.11,0.32"
"367048,0.94,-1.03,-9.42,-0.11,-0.11,0.33"
"367051,1.00,-1.10,-9.60,-0.10,-0.12,0.33"
"367055,1.11,-1.20,-9.78,-0.08,-0.12,0.34"
"367059,0.94,-1.33,-9.74,-0.06,-0.12,0.34"
"367063,0.94,-1.24,-9.79,-0.04,-0.12,0.33"
"367080,1.18,-0.69,-9.91,0.02,-0.14,0.35"
"367085,1.19,-0.17,-9.68,0.04,-0.13,0.35"
"367090,1.19,-0.22,-9.83,0.05,-0.14,0.36"
"367095,0.95,-0.08,-9.85,0.05,-0.14,0.36"
"367099,1.25,-0.10,-9.63,0.07,-0.13,0.36"
"367103,1.09,0.11,-9.48,0.07,-0.13,0.35"
"367107,1.43,0.11,-9.65,0.08,-0.13,0.36"
"367110,1.34,0.23,-9.38,0.09,-0.13,0.36"
"367116,1.25,0.24,-9.38,0.10,-0.14,0.36"
"367120,1.17,0.11,-9.41,0.11,-0.14,0.36"
"367124,1.26,-0.03,-9.50,0.11,-0.13,0.36"
"367128,1.16,-0.11,-9.58,0.12,-0.13,0.36"
"367132,1.25,-0.13,-9.63,0.13,-0.13,0.36"
"367135,1.64,0.13,-9.68,0.14,-0.13,0.38"
"367139,1.67,0.36,-9.75,0.14,-0.12,0.37"
"367143,1.30,0.39,-9.69,0.15,-0.14,0.38"
"367148,0.84,0.72,-10.04,0.16,-0.16,0.39"
"367152,1.34,1.05,-10.06,0.14,-0.14,0.38"
"367157,1.19,1.54,-9.80,0.13,-0.12,0.37"
"367161,1.41,0.84,-10.20,0.15,-0.14,0.37"
"367165,1.80,0.33,-10.51,0.17,-0.11,0.35"
"367170,2.45,0.80,-10.38,0.17,-0.08,0.36"
"367174,2.42,0.47,-10.08,0.17,-0.10,0.37"
"367180,1.71,1.34,-10.64,0.18,-0.14,0.39"
"367184,1.87,1.32,-10.55,0.16,-0.13,0.40"
"367190,1.56,1.54,-9.94,0.17,-0.07,0.37"
"367194,1.22,1.90,-10.20,0.17,-0.12,0.40"
"367200,1.47,1.72,-10.17,0.15,-0.11,0.40"
"367204,1.37,1.83,-9.58,0.16,-0.08,0.37"
"367208,1.36,2.07,-9.63,0.15,-0.09,0.37"
"367212,1.57,1.65,-9.82,0.14,-0.09,0.37"
"367216,1.83,1.67,-9.93,0.15,-0.08,0.36"
"367219,1.93,1.70,-9.55,0.14,-0.07,0.35"
"367223,1.55,1.74,-9.31,0.14,-0.07,0.36"
"367227,1.71,1.93,-9.59,0.14,-0.10,0.38"
"367230,1.86,1.98,-9.80,0.13,-0.08,0.37"
"367234,1.81,1.93,-9.45,0.12,-0.05,0.37"
"367238,1.74,2.38,-9.26,0.11,-0.05,0.36"
"367383,1.19,1.90,-10.29,-0.32,-0.01,0.30"
"367388,1.22,1.70,-10.25,-0.32,-0.01,0.30"
"367392,1.18,1.54,-10.20,-0.32,-0.02,0.30"
"367398,0.98,1.27,-10.13,-0.32,-0.03,0.30"
"367402,0.79,1.14,-9.99,-0.32,-0.02,0.30"
"367408,0.86,0.97,-10.09,-0.32,-0.03,0.30"
"367412,0.77,0.74,-9.88,-0.31,-0.02,0.30"
"367418,0.66,0.60,-9.84,-0.31,-0.04,0.30"
"367422,0.81,0.47,-10.04,-0.31,-0.04,0.30"
"367426,0.90,0.40,-9.89,-0.30,-0.03,0.30"
"367430,0.89,0.39,-9.81,-0.29,-0.03,0.30"
"367433,0.84,0.48,-9.77,-0.29,-0.04,0.30"
"367437,1.01,0.37,-9.87,-0.29,-0.05,0.31"
"367441,1.03,0.45,-9.86,-0.28,-0.04,0.31"
"367449,0.86,0.51,-9.83,-0.27,-0.05,0.31"
"367454,0.89,0.48,-9.92,-0.27,-0.05,0.31"
"367459,0.82,0.32,-9.92,-0.26,-0.05,0.30"
"367463,0.80,0.27,-9.95,-0.25,-0.05,0.31"
"367468,0.60,1.25,-10.40,-0.25,-0.07,0.31"
"367472,1.68,3.96,-12.21,-0.30,-0.11,0.31"
"367475,2.85,6.67,-12.01,-0.47,-0.05,0.27"
"367479,4.24,8.73,-10.82,-0.69,0.06,0.15"
"367483,3.74,10.18,-11.25,-0.78,0.15,-0.02"
"367487,5.27,9.34,-11.35,-0.77,0.22,-0.13"
"367491,2.97,5.56,-9.27,-0.65,0.19,-0.09"
"367495,3.76,-1.66,-11.45,-0.40,-0.22,-0.03"
"367499,1.92,-8.62,-18.24,-0.30,-0.08,-0.23"
"367502,-2.62,-8.80,-16.19,-0.50,0.23,-0.11"
"367506,-2.55,-11.50,-10.66,-0.78,0.26,0.16"
"367510,-2.79,-14.68,-10.31,-0.55,0.07,0.21"
"367514,-2.92,-16.27,-12.82,-0.23,0.05,0.21"
"367518,-3.72,-16.00,-11.36,-0.03,0.10,0.28"
"367522,-3.69,-14.54,-8.72,0.03,0.03,0.43"
"367578,2.08,-2.21,-12.52,0.03,-0.11,0.21"
"367582,1.79,-2.08,-11.78,0.03,-0.09,0.22"
"367588,1.36,-1.90,-10.64,0.08,-0.09,0.20"
"367591,1.00,-2.23,-10.45,0.08,-0.09,0.19"
"367596,0.70,-3.04,-10.14,0.11,-0.08,0.17"
"367601,0.35,-3.54,-9.49,0.16,-0.08,0.16"
"367605,-0.09,-4.13,-9.56,0.21,-0.12,0.16"
"367609,-0.48,-4.95,-9.89,0.24,-0.14,0.15"
"367616,-0.57,-5.20,-9.61,0.31,-0.12,0.15"
"367619,-0.54,-5.01,-9.38,0.34,-0.12,0.16"
"367623,-0.12,-4.60,-9.26,0.38,-0.14,0.17"
"367629,0.14,-3.61,-9.44,0.43,-0.17,0.19"
"367633,0.66,-2.41,-9.34,0.45,-0.17,0.20"
"367638,0.78,-1.45,-9.49,0.45,-0.17,0.22"
"367642,1.25,0.00,-9.87,0.45,-0.18,0.22"
"367645,1.61,0.89,-9.62,0.46,-0.18,0.23"
"367649,1.76,1.78,-9.22,0.47,-0.17,0.22"
"367653,1.88,2.43,-9.10,0.47,-0.18,0.22"
"367657,2.04,2.73,-9.11,0.46,-0.18,0.21"
"367661,1.99,2.78,-9.10,0.46,-0.16,0.19"
"367664,1.99,2.80,-9.19,0.46,-0.16,0.18"
"367668,1.96,2.56,-9.18,0.46,-0.15,0.18"
"367820,2.45,3.70,-8.92,0.17,-0.04,0.16"
"367828,2.37,4.24,-8.64,0.12,-0.01,0.15"
"367832,2.32,4.60,-8.86,0.10,-0.01,0.15"
"367836,2.26,4.69,-9.25,0.07,-0.01,0.16"
"367840,2.15,4.73,-9.47,0.05,-0.00,0.15"
"367844,2.03,4.90,-9.59,0.03,0.01,0.14"
"367847,2.08,4.92,-9.50,0.01,0.02,0.14"
"367851,2.07,4.89,-9.57,-0.02,0.02,0.13"
"367855,2.04,4.91,-9.68,-0.04,0.03,0.13"
"367858,2.12,4.75,-9.71,-0.06,0.04,0.12"
"367862,2.13,4.55,-9.56,-0.08,0.05,0.12"
"367866,2.15,4.42,-9.42,-0.11,0.06,0.11"
"367870,2.30,4.52,-9.37,-0.13,0.06,0.11"
"367875,2.49,4.17,-9.47,-0.16,0.07,0.11"
"367879,2.41,4.00,-9.36,-0.18,0.09,0.10"
"367882,2.41,3.91,-9.21,-0.19,0.10,0.10"
"367887,2.32,3.77,-9.26,-0.22,0.10,0.11"
"367890,2.15,3.68,-9.33,-0.24,0.10,0.11"
"367894,2.00,3.51,-9.26,-0.25,0.11,0.10"
"367899,1.58,3.50,-9.21,-0.27,0.11,0.10"
"367903,1.45,3.41,-9.28,-0.30,0.11,0.10"
"367907,1.24,3.19,-9.51,-0.31,0.11,0.10"
"367912,1.16,2.86,-9.50,-0.32,0.11,0.09"
"367915,0.90,2.66,-9.62,-0.32,0.11,0.09"
"367921,0.72,2.44,-9.94,-0.34,0.10,0.09"
"367924,0.64,2.18,-10.22,-0.35,0.10,0.09"
"367928,0.59,2.01,-10.36,-0.36,0.10,0.09"
"367932,0.62,1.89,-10.38,-0.36,0.11,0.08"
"367960,0.87,0.78,-10.93,-0.38,0.08,0.09"
"367964,0.73,0.56,-10.87,-0.37,0.08,0.08"
"367969,0.68,0.24,-10.70,-0.35,0.07,0.08"
"367973,0.74,0.00,-10.65,-0.34,0.07,0.08"
"367979,0.70,-0.23,-10.53,-0.33,0.07,0.09"
"367983,0.82,-0.37,-10.17,-0.32,0.07,0.09"
"367989,0.67,-0.63,-10.17,-0.31,0.05,0.10"
"367993,0.56,-0.84,-10.07,-0.30,0.05,0.10"
"367996,0.43,-0.92,-9.82,-0.28,0.05,0.10"
"368000,0.51,-0.97,-9.65,-0.27,0.05,0.11"
"368004,0.29,-1.07,-9.52,-0.25,0.03,0.11"
"368008,0.36,-0.99,-9.66,-0.24,0.03,0.13"
"368012,0.55,-0.98,-9.86,-0.23,0.02,0.14"
"368016,0.56,-0.90,-9.56,-0.21,0.02,0.12"
"368020,0.06,-0.28,-9.52,-0.20,0.01,0.12"
"368027,0.45,-0.75,-9.54,-0.19,-0.00,0.14"
"368031,0.64,-0.84,-9.75,-0.17,0.01,0.12"
"368035,0.89,-0.76,-9.96,-0.15,0.01,0.12"
"368040,1.04,-1.02,-9.58,-0.13,0.00,0.13"
"368043,0.95,-0.96,-9.33,-0.11,-0.00,0.14"
"368049,0.96,-1.10,-9.63,-0.11,-0.02,0.14"
"368053,1.00,-1.17,-9.50,-0.08,-0.01,0.14"
"368059,0.71,-1.03,-9.39,-0.06,-0.01,0.15"
"368063,0.46,-1.25,-9.36,-0.04,-0.03,0.16"
"368069,0.50,-1.44,-9.47,-0.01,-0.03,0.16"
"368073,0.27,-1.49,-9.35,0.01,-0.03,0.16"
"368076,0.17,-1.67,-9.49,0.02,-0.04,0.16"
"368081,0.11,-1.67,-9.53,0.04,-0.05,0.17"
"368086,0.21,-1.35,-9.49,0.06,-0.06,0.17"
"368091,0.22,-1.22,-9.57,0.09,-0.07,0.17"
"368096,0.43,-0.79,-9.68,0.11,-0.09,0.18"
"368101,0.67,-0.49,-9.85,0.12,-0.09,0.18"
"368106,0.91,-0.23,-9.52,0.14,-0.08,0.18"
"368111,1.20,-0.17,-9.60,0.14,-0.08,0.18"
"368116,1.17,-0.66,-9.71,0.16,-0.08,0.17"
"368122,1.21,-0.64,-9.71,0.18,-0.08,0.18"
"368127,1.33,-0.63,-9.50,0.20,-0.09,0.19"
"368130,1.17,-0.43,-9.56,0.21,-0.09,0.19"
"368137,1.29,-0.01,-9.56,0.23,-0.09,0.19"
"368143,1.32,0.32,-9.84,0.23,-0.09,0.19"
"368149,1.23,0.12,-10.04,0.24,-0.08,0.20"
"368153,1.51,0.03,-10.37,0.25,-0.09,0.20"
"368158,1.36,0.00,-10.14,0.27,-0.07,0.19"
"368162,1.39,0.62,-10.58,0.27,-0.09,0.21"
"368168,1.38,0.84,-10.52,0.27,-0.09,0.22"
"368172,1.60,1.46,-10.72,0.27,-0.08,0.22"
"368175,1.55,1.81,-10.61,0.25,-0.07,0.22"
"368179,1.41,1.68,-10.36,0.26,-0.08,0.22"
"368184,1.67,1.98,-10.66,0.27,-0.09,0.20"
"368188,1.72,1.84,-10.54,0.26,-0.06,0.20"
"368192,1.81,1.56,-10.45,0.26,-0.06,0.19"
"368196,1.98,1.64,-10.42,0.27,-0.06,0.19"
"368200,2.26,2.00,-10.43,0.26,-0.05,0.20"
"368203,2.46,2.20,-10.43,0.24,-0.04,0.21"
"368207,2.70,2.37,-10.02,0.23,-0.02,0.21"
"368211,2.39,2.67,-9.54,0.22,-0.02,0.20"
"368214,2.25,3.01,-9.70,0.21,-0.04,0.21"
"368218,2.30,3.01,-9.70,0.20,-0.03,0.21"
"368222,2.07,2.86,-9.47,0.19,-0.02,0.20"
"368225,1.57,3.01,-9.22,0.19,-0.01,0.19"
"368229,1.38,3.24,-9.40,0.18,-0.03,0.19"
"368233,1.54,2.91,-9.39,0.15,-0.02,0.20"
"368236,1.43,2.63,-9.35,0.15,-0.00,0.18"
"368240,1.70,2.87,-9.43,0.15,0.01,0.17"
"368244,1.84,3.06,-9.37,0.13,0.01,0.17"
"368248,1.89,3.20,-9.34,0.11,0.01,0.18"
"368281,2.05,4.59,-9.37,-0.06,0.06,0.16"
"368285,1.96,4.28,-9.26,-0.09,0.07,0.15"
"368289,2.03,4.19,-9.30,-0.10,0.07,0.15"
"368297,1.99,3.70,-9.23,-0.14,0.10,0.13"
"368303,1.65,3.23,-9.22,-0.17,0.09,0.13"
"368306,1.61,3.06,-9.41,-0.17,0.08,0.13"
"368311,1.48,3.04,-9.34,-0.19,0.10,0.13"
"368315,1.37,3.15,-9.23,-0.21,0.11,0.13"
"368319,1.31,3.24,-9.41,-0.22,0.10,0.13"
"368324,1.52,3.04,-9.52,-0.24,0.10,0.12"
"368328,1.53,3.08,-9.39,-0.26,0.12,0.11"
"368332,1.66,3.00,-9.49,-0.27,0.12,0.11"
"368336,1.53,2.75,-9.66,-0.28,0.12,0.11"
"368340,1.76,2.80,-9.88,-0.29,0.12,0.11"
"368344,1.61,2.56,-9.77,-0.30,0.13,0.10"
"368350,1.66,2.59,-9.91,-0.32,0.13,0.10"
"368354,1.69,2.35,-10.09,-0.33,0.13,0.11"
"368358,1.62,2.19,-10.13,-0.34,0.14,0.10"
"368362,1.53,2.17,-10.20,-0.34,0.14,0.10"
"368366,1.54,2.14,-10.26,-0.35,0.14,0.10"
"368370,1.41,1.89,-10.43,-0.35,0.14,0.10"
"368376,1.24,1.81,-10.39,-0.36,0.15,0.10"
"368380,1.21,1.70,-10.42,-0.36,0.14,0.10"
"368384,1.20,1.49,-10.34,-0.37,0.15,0.10"
"368388,0.94,1.12,-10.33,-0.36,0.14,0.09"
"368392,0.98,0.89,-10.23,-0.35,0.14,0.09"
"368396,0.92,0.73,-10.22,-0.35,0.14,0.09"
"368401,0.92,0.45,-10.23,-0.35,0.14,0.09"
"368406,0.98,0.15,-10.20,-0.34,0.14,0.09"
"368411,0.94,0.09,-10.17,-0.33,0.14,0.09"
"368415,0.95,0.11,-10.00,-0.33,0.14,0.10"
"368420,1.02,2.29,-11.15,-0.35,0.11,0.10"
"368424,3.00,5.24,-12.41,-0.46,0.10,0.10"
"368427,5.19,8.25,-11.71,-0.64,0.22,0.05"
"368431,4.59,9.38,-10.50,-0.82,0.37,-0.12"
"368435,4.73,10.00,-11.08,-0.87,0.41,-0.23"
"368439,3.82,6.57,-9.49,-0.76,0.39,-0.24"
"368443,1.88,-0.66,-9.30,-0.47,0.10,-0.10"
"368448,0.03,-8.13,-18.74,-0.29,0.20,-0.38"
"368453,-3.08,-8.46,-15.52,-0.78,0.52,-0.10"
"368457,-3.41,-12.00,-9.29,-0.81,0.43,0.09"
"368461,-3.58,-13.29,-11.50,-0.56,0.19,0.15"
"368465,-4.38,-13.56,-12.86,-0.32,0.18,0.22"
"368468,-5.56,-13.39,-11.10,-0.23,0.20,0.33"
"368473,-5.92,-12.17,-8.86,-0.18,0.09,0.43"
"368478,-5.61,-9.65,-8.37,-0.20,-0.05,0.44"
"368483,-4.66,-7.82,-7.56,-0.34,0.01,0.31"
"368487,-3.69,-6.80,-6.67,-0.41,0.08,0.19"
"368491,-2.34,-5.60,-7.03,-0.46,0.10,0.10"
"368498,-0.27,-4.50,-8.25,-0.37,0.16,0.10"
"368502,0.78,-4.90,-7.80,-0.18,0.07,0.11"
"368508,0.93,-4.30,-10.08,-0.01,-0.05,0.10"
"368512,1.31,-3.59,-11.68,-0.09,-0.01,0.13"
"368516,1.53,-3.59,-12.24,-0.12,0.04,0.13"
"368520,1.33,-3.25,-12.06,-0.05,0.05,0.11"
"368523,0.89,-2.75,-12.34,0.00,0.00,0.10"
"368527,0.70,-2.51,-12.62,0.02,-0.03,0.11"
"368531,0.50,-2.25,-12.15,0.01,-0.02,0.11"
"368535,0.11,-2.17,-10.59,0.03,-0.00,0.10"
"368539,-0.31,-2.27,-9.92,0.06,-0.03,0.08"
"368544,-0.70,-2.90,-9.54,0.10,-0.04,0.06"
"368550,-1.07,-3.75,-8.97,0.14,-0.05,0.04"
"368554,-1.23,-4.12,-8.81,0.18,-0.07,0.03"
"368558,-1.53,-4.79,-8.62,0.22,-0.09,0.03"
"368562,-1.74,-5.06,-8.52,0.26,-0.10,0.02"
"368566,-1.52,-5.08,-8.27,0.29,-0.12,0.03"
"368570,-1.30,-5.00,-7.89,0.32,-0.12,0.03"
"368573,-1.00,-4.65,-7.77,0.36,-0.14,0.03"
"368720,2.13,3.50,-10.49,0.52,-0.10,0.07"
"368723,2.07,3.34,-10.22,0.50,-0.10,0.08"
"368727,1.86,3.34,-9.80,0.49,-0.08,0.08"
"368731,1.57,3.24,-9.49,0.48,-0.09,0.08"
"368738,1.51,3.32,-9.12,0.45,-0.08,0.07"
"368743,1.60,3.14,-8.93,0.43,-0.08,0.06"
"368746,1.80,3.32,-8.68,0.42,-0.06,0.05"
"368752,2.23,3.64,-8.65,0.40,-0.04,0.05"
"368756,2.69,3.89,-8.69,0.36,-0.03,0.06"
"368760,2.66,4.29,-8.51,0.34,-0.02,0.06"
"368763,2.77,4.54,-8.43,0.32,-0.02,0.07"
"368767,2.68,4.79,-8.26,0.29,-0.01,0.07"
"368771,2.67,4.96,-8.15,0.26,-0.00,0.06"
"368774,2.62,5.01,-8.15,0.24,0.00,0.05"
"368778,2.66,5.05,-8.35,0.22,0.01,0.04"
"368782,2.74,5.05,-8.46,0.19,0.03,0.04"
"368786,2.75,5.02,-8.63,0.17,0.04,0.03"
"368790,2.56,5.02,-8.82,0.14,0.05,0.03"
"368795,2.48,5.12,-8.91,0.11,0.05,0.03"
"368799,2.35,5.34,-9.05,0.06,0.06,0.03"
"368803,2.39,5.20,-9.18,0.03,0.08,0.02"
"368808,2.41,5.25,-9.12,0.00,0.10,0.00"
"368812,2.39,5.24,-9.20,-0.02,0.10,-0.00"
"368816,2.46,5.15,-9.09,-0.05,0.11,-0.00"
"368820,2.55,5.18,-8.98,-0.08,0.13,-0.01"
"368823,2.63,5.02,-9.00,-0.10,0.14,-0.02"
"368828,2.79,4.88,-9.09,-0.13,0.15,-0.02"
"368832,2.77,4.61,-9.08,-0.16,0.17,-0.02"
"368838,2.57,4.48,-9.15,-0.20,0.17,-0.03"
"368842,2.34,4.34,-9.18,-0.23,0.18,-0.02"
"368846,2.09,4.18,-9.13,-0.25,0.18,-0.02"
"368850,1.79,3.95,-9.11,-0.27,0.19,-0.03"
"368854,1.52,3.80,-9.27,-0.29,0.19,-0.03"
"368860,1.30,3.51,-9.33,-0.31,0.19,-0.03"
"368864,1.20,3.30,-9.46,-0.33,0.20,-0.04"
"368868,1.00,3.27,-9.73,-0.34,0.19,-0.04"
"368873,0.97,3.17,-10.12,-0.36,0.18,-0.04"
"368877,0.93,2.93,-10.38,-0.38,0.19,-0.05"
"368883,1.00,2.79,-10.58,-0.40,0.19,-0.05"
"368886,1.02,2.60,-10.79,-0.41,0.19,-0.06"
"368890,1.05,2.39,-11.05,-0.41,0.19,-0.06"
"368894,1.16,2.06,-11.10,-0.41,0.19,-0.06"
"368899,0.97,1.67,-11.23,-0.42,0.18,-0.06"
"368904,0.92,1.32,-11.24,-0.42,0.18,-0.06"
"368909,0.71,1.04,-11.31,-0.42,0.17,-0.06"
"368914,0.62,0.60,-11.23,-0.41,0.17,-0.05"
"368921,0.33,0.22,-11.22,-0.40,0.16,-0.05"
"368924,0.26,-0.04,-11.08,-0.39,0.16,-0.05"
"368930,0.10,-0.27,-10.84,-0.39,0.14,-0.04"
"368933,0.17,-0.54,-10.56,-0.37,0.14,-0.04"
"368937,0.27,-0.69,-10.47,-0.36,0.14,-0.04"
"368941,0.22,-1.01,-10.29,-0.34,0.13,-0.04"
"368945,-0.01,-1.03,-10.02,-0.32,0.12,-0.02"
"368949,0.33,-1.14,-10.01,-0.32,0.10,0.00"
"368953,0.48,-1.39,-9.70,-0.31,0.11,-0.00"
"368959,-0.07,-0.51,-10.02,-0.28,0.07,0.00"
"368963,-0.35,-0.48,-9.72,-0.28,0.06,0.01"
"368967,-0.34,-0.85,-9.42,-0.27,0.07,0.00"
"368971,-0.08,-1.24,-9.47,-0.24,0.08,-0.02"
"368975,0.16,-1.33,-9.90,-0.22,0.06,-0.01"
"368978,0.62,-1.38,-9.94,-0.20,0.04,-0.00"
"368986,0.61,-0.99,-9.73,-0.18,0.03,0.01"
"368990,0.52,-0.97,-9.75,-0.16,0.02,0.02"
"368994,0.32,-1.01,-9.68,-0.14,0.02,0.02"
"368999,0.58,-1.16,-9.62,-0.13,0.02,0.02"
"369004,0.23,-1.24,-9.43,-0.11,0.01,0.02"
"369009,0.26,-1.34,-9.50,-0.07,-0.01,0.03"
"369014,0.09,-1.51,-9.10,-0.05,-0.00,0.03"
"369019,-0.07,-1.54,-9.13,-0.04,-0.03,0.04"
"369024,-0.32,-1.48,-8.99,-0.01,-0.04,0.04"
"369029,-0.35,-1.58,-9.17,0.00,-0.05,0.05"
"369033,-0.28,-1.75,-8.93,0.03,-0.05,0.05"
"369038,-0.15,-1.53,-9.12,0.06,-0.07,0.05"
"369043,0.30,-1.49,-9.33,0.07,-0.07,0.06"
"369047,0.25,-1.38,-9.42,0.09,-0.08,0.06"
"369051,0.17,-1.31,-9.29,0.12,-0.10,0.06"
"369055,-0.43,-1.21,-9.29,0.14,-0.12,0.08"
"369058,0.22,-1.04,-9.60,0.14,-0.13,0.08"
"369062,0.54,-1.14,-9.40,0.16,-0.09,0.06"
"369066,0.84,-0.86,-9.63,0.18,-0.11,0.06"
"369160,1.43,2.88,-10.35,0.32,-0.13,0.11"
"369164,1.64,2.49,-10.16,0.28,-0.08,0.12"
"369168,2.47,2.13,-9.94,0.30,-0.06,0.08"
"369172,2.32,2.57,-9.86,0.31,-0.04,0.08"
"369176,2.47,2.53,-9.86,0.28,-0.07,0.10"
"369180,2.68,2.42,-9.70,0.27,-0.05,0.10"
"369185,2.29,2.74,-9.85,0.26,-0.05,0.10"
"369190,2.34,3.02,-9.89,0.24,-0.05,0.10"
"369193,1.96,3.30,-9.74,0.22,-0.02,0.10"
"369197,2.24,3.65,-9.68,0.20,-0.03,0.10"
"369203,2.34,3.85,-9.71,0.18,-0.01,0.10"
"369207,2.55,4.05,-9.83,0.17,0.00,0.10"
"369211,2.42,4.27,-9.62,0.15,0.02,0.09"
"369214,2.40,4.43,-9.47,0.11,0.01,0.10"
"369218,2.47,4.56,-9.29,0.09,0.02,0.10"
"369221,2.43,4.38,-9.11,0.08,0.03,0.09"
"369225,2.53,4.27,-9.17,0.07,0.04,0.08"
"369229,2.58,4.05,-8.93,0.05,0.06,0.08"
"369233,2.61,4.18,-8.98,0.03,0.07,0.08"
"369245,2.04,3.91,-8.83,-0.03,0.09,0.07"
"369248,1.89,3.67,-8.84,-0.06,0.09,0.07"
"369255,1.55,3.82,-8.96,-0.09,0.09,0.07"
"369259,1.33,3.81,-9.04,-0.11,0.09,0.07"
"369263,1.33,3.91,-9.07,-0.14,0.10,0.07"
"369291,1.48,3.57,-9.57,-0.26,0.12,0.04"
"369294,1.45,3.57,-9.77,-0.27,0.12,0.04"
"369298,1.45,3.48,-9.93,-0.29,0.12,0.04"
"369302,1.58,3.15,-9.86,-0.31,0.13,0.03"
"369305,1.61,3.11,-9.85,-0.32,0.14,0.03"
"369309,1.48,3.05,-9.73,-0.33,0.13,0.03"
"369313,1.41,2.94,-9.94,-0.34,0.13,0.03"
"369317,1.34,2.96,-9.99,-0.36,0.13,0.03"
"369373,1.25,0.16,-10.54,-0.40,0.11,0.05"
"369378,1.28,-0.01,-10.37,-0.39,0.12,0.03"
"369382,0.22,0.99,-10.38,-0.38,0.08,0.05"
"369386,0.78,1.01,-10.33,-0.39,0.06,0.07"
"369390,0.64,-0.23,-9.66,-0.39,0.12,0.03"
"369395,0.55,-0.12,-10.23,-0.33,0.10,0.01"
"369401,0.80,-0.43,-10.21,-0.35,0.06,0.07"
"369406,0.25,-0.39,-9.72,-0.34,0.08,0.06"
"369411,-0.04,-0.33,-9.98,-0.32,0.04,0.06"
"369414,-0.03,-0.47,-9.93,-0.31,0.04,0.06"
"369418,-0.08,-0.50,-9.76,-0.29,0.05,0.05"
"369424,-0.24,-0.68,-9.88,-0.28,0.03,0.06"
"369429,-0.05,-0.97,-9.80,-0.26,0.02,0.06"
