millis a_x a_y a_z f
341730 -0.83 0.59 1.17 0
341733 -0.83 0.59 1.17 0
341737 -0.83 0.59 1.17 0
341742 -0.83 0.59 1.17 0
341745 -0.83 0.59 1.17 0
341749 -0.83 0.59 1.17 0
341753 -0.83 0.59 1.17 0
341757 -0.83 0.59 1.17 0
341761 -0.83 0.59 1.17 0
341765 -0.83 0.59 1.17 0
341769 -0.83 0.59 1.17 0
341773 -0.83 0.59 1.17 0
341776 -0.83 0.59 1.17 0
341780 -0.83 0.59 1.17 0
341784 -0.83 0.59 1.17 0
341788 -0.83 0.59 1.17 0
341792 -0.83 0.59 1.17 0
341796 -0.83 0.59 1.17 0
341800 -0.83 0.59 1.17 0
341804 -0.83 0.59 1.17 0
341808 -0.83 0.59 1.17 0
341812 -0.83 0.59 1.17 0
341816 -0.83 0.59 1.17 0
341819 -0.83 0.59 1.17 0
341823 -0.83 0.59 1.17 0
341827 -0.83 0.59 1.17 0
341831 -0.83 0.59 1.17 0
341835 -0.83 0.59 1.17 0
341839 -0.83 0.59 1.17 0
341843 -0.83 0.59 1.17 0
341847 -0.83 0.59 1.17 0
341851 -0.83 0.59 1.17 0
341855 -0.83 0.59 1.17 0
341859 -0.83 0.59 1.17 0
341869 -0.83 0.59 1.17 0
341873 -0.83 0.59 1.17 0
341877 -0.83 0.59 1.17 0
341881 -0.83 0.59 1.17 0
341885 -0.83 0.59 1.17 0
341889 -0.83 0.59 1.17 0
341893 -0.83 0.59 1.17 0
341897 -0.83 0.59 1.17 0
341900 -0.83 0.59 1.17 0
341904 -0.83 0.59 1.17 0
341908 -0.83 0.59 1.17 0
341912 -0.83 0.59 1.17 0
341916 -0.83 0.59 1.17 0
341920 -0.83 0.59 1.17 0
341924 -0.83 0.59 1.17 0
341928 -0.83 0.59 1.17 3875
341932 -0.83 0.59 1.17 3885
341935 -0.83 0.59 1.17 3870
341939 -0.83 0.59 1.17 4029
341943 -0.83 0.59 1.17 4095
341947 -0.83 0.59 1.17 4095
341987 -0.83 0.59 1.17 3929
341991 -0.83 0.59 1.17 3805
341995 -0.83 0.59 1.17 3659
341999 -0.83 0.59 1.17 3440
342003 -0.83 0.59 1.17 3248
342007 -0.83 0.59 1.17 3015
342011 -0.83 0.59 1.17 2566
342014 -0.83 0.59 1.17 2309
342018 -0.83 0.59 1.17 1835
342023 -0.83 0.59 1.17 1690
342026 -0.83 0.59 1.17 1521
342030 -0.83 0.59 1.17 1240
342034 -0.83 0.59 1.17 995
342038 -0.83 0.59 1.17 794
342042 -0.83 0.59 1.17 777
342046 -0.83 0.59 1.17 778
342050 -0.83 0.59 1.17 775
342054 -0.83 0.59 1.17 851
342058 -0.83 0.59 1.17 762
342062 -0.83 0.59 1.17 679
342066 -0.83 0.59 1.17 573
342070 -0.83 0.59 1.17 543
342074 -0.83 0.59 1.17 433
342077 -0.83 0.59 1.17 585
342081 -0.83 0.59 1.17 582
342085 -0.83 0.59 1.17 543
342089 -0.83 0.59 1.17 545
342093 -0.83 0.59 1.17 557
342097 -0.83 0.59 1.17 501
342101 -0.83 0.59 1.17 599
342105 -0.83 0.59 1.17 518
342109 -0.83 0.59 1.17 527
342113 -0.83 0.59 1.17 506
342117 -0.83 0.59 1.17 550
342120 -0.83 0.59 1.17 560
342124 -0.83 0.59 1.17 629
342128 -0.83 0.59 1.17 508
342132 -0.83 0.59 1.17 525
342136 -0.83 0.59 1.17 497
342140 -0.83 0.59 1.17 422
342144 -0.83 0.59 1.17 495
342148 -0.83 0.59 1.17 465
342152 -0.83 0.59 1.17 359
342156 -0.83 0.59 1.17 366
342160 -0.83 0.59 1.17 437
342163 -0.83 0.59 1.17 428
342167 -0.83 0.59 1.17 466
342171 -0.83 0.59 1.17 443
342175 -0.83 0.59 1.17 394
342179 -0.83 0.59 1.17 337
342183 -0.83 0.59 1.17 304
342187 -0.83 0.59 1.17 273
342191 -0.83 0.59 1.17 253
342195 -0.83 0.59 1.17 240
342198 -0.83 0.59 1.17 243
342202 -0.83 0.59 1.17 266
342206 -0.83 0.59 1.17 272
342210 -0.83 0.59 1.17 267
342214 -0.83 0.59 1.17 259
342218 -0.83 0.59 1.17 261
342222 -0.83 0.59 1.17 253
342226 -0.83 0.59 1.17 211
342229 -0.83 0.59 1.17 208
342233 -0.83 0.59 1.17 206
342237 -0.83 0.59 1.17 249
342241 -0.83 0.59 1.17 229
342245 -0.83 0.59 1.17 208
342249 -0.83 0.59 1.17 208
342253 -0.83 0.59 1.17 213
342257 -0.83 0.59 1.17 223
342260 -0.83 0.59 1.17 235
342264 -0.83 0.59 1.17 239
342268 -0.83 0.59 1.17 192
342272 -0.83 0.59 1.17 179
342276 -0.83 0.59 1.17 226
342280 -0.83 0.59 1.17 208
342284 -0.83 0.59 1.17 202
342288 -0.83 0.59 1.17 191
342291 -0.83 0.59 1.17 262
342295 -0.83 0.59 1.17 189
342299 -0.83 0.59 1.17 176
342303 -0.83 0.59 1.17 160
342307 -0.83 0.59 1.17 144
342311 -0.83 0.59 1.17 144
342315 -0.83 0.59 1.17 139
342319 -0.83 0.59 1.17 154
342323 -0.83 0.59 1.17 191
342327 -0.83 0.59 1.17 177
342331 -0.83 0.59 1.17 190
342335 -0.83 0.59 1.17 185
342338 -0.83 0.59 1.17 189
342342 -0.83 0.59 1.17 224
342346 -0.83 0.59 1.17 213
342350 -0.83 0.59 1.17 222
342354 -0.83 0.59 1.17 221
342358 -0.83 0.59 1.17 223
342362 -0.83 0.59 1.17 222
342366 -0.83 0.59 1.17 208
342370 -0.83 0.59 1.17 181
342373 -0.83 0.59 1.17 178
342377 -0.83 0.59 1.17 176
342381 -0.83 0.59 1.17 176
342385 -0.83 0.59 1.17 137
342389 -0.83 0.59 1.17 142
342393 -0.83 0.59 1.17 98
342397 -0.83 0.59 1.17 122
342401 -0.83 0.59 1.17 101
342405 -0.83 0.59 1.17 109
342408 -0.83 0.59 1.17 79
342412 -0.83 0.59 1.17 73
342416 -0.83 0.59 1.17 29
342420 -0.83 0.59 1.17 37
342424 -0.83 0.59 1.17 71
342428 -0.83 0.59 1.17 111
342432 -0.83 0.59 1.17 94
342436 -0.83 0.59 1.17 4
342439 -0.83 0.59 1.17 7
342443 -0.83 0.59 1.17 0
342447 -0.83 0.59 1.17 2
342451 -0.83 0.59 1.17 37
342455 -0.83 0.59 1.17 39
342459 -0.83 0.59 1.17 3350
342463 -0.83 0.59 1.17 3863
342467 -0.83 0.59 1.17 3930
342471 -0.83 0.59 1.17 4095
342475 -0.83 0.59 1.17 4095
342478 -0.83 0.59 1.17 4095
342483 -0.83 0.59 1.17 4095
342487 -0.83 0.59 1.17 4095
342490 -0.83 0.59 1.17 4095
342494 -0.83 0.59 1.17 4095
342498 -0.83 0.59 1.17 4095
342502 -0.83 0.59 1.17 4095
342506 -0.83 0.59 1.17 4095
342510 -0.83 0.59 1.17 4057
342514 -0.83 0.59 1.17 3874
342518 -0.83 0.59 1.17 3593
342522 -0.83 0.59 1.17 3360
342526 -0.83 0.59 1.17 3067
342530 -0.83 0.59 1.17 2703
342534 -0.83 0.59 1.17 2319
342538 -0.83 0.59 1.17 2062
342542 -0.83 0.59 1.17 1831
342545 -0.83 0.59 1.17 1575
342549 -0.83 0.59 1.17 1263
342553 -0.83 0.59 1.17 1106
342557 -0.83 0.59 1.17 1121
342561 -0.83 0.59 1.17 1088
342565 -0.83 0.59 1.17 1105
342569 -0.83 0.59 1.17 1009
342573 -0.83 0.59 1.17 812
342577 -0.83 0.59 1.17 805
342581 -0.83 0.59 1.17 645
342585 -0.83 0.59 1.17 577
342589 -0.83 0.59 1.17 661
342593 -0.83 0.59 1.17 689
342597 -0.83 0.59 1.17 694
342601 -0.83 0.59 1.17 661
342604 -0.83 0.59 1.17 673
342608 -0.83 0.59 1.17 704
342612 -0.83 0.59 1.17 481
342616 -0.83 0.59 1.17 440
342620 -0.83 0.59 1.17 667
342624 -0.83 0.59 1.17 688
342628 -0.83 0.59 1.17 708
342631 -0.83 0.59 1.17 698
342635 -0.83 0.59 1.17 752
342639 -0.83 0.59 1.17 821
342643 -0.83 0.59 1.17 816
342647 -0.83 0.59 1.17 773
342651 -0.83 0.59 1.17 770
342655 -0.83 0.59 1.17 641
342658 -0.83 0.59 1.17 587
342662 -0.83 0.59 1.17 464
342666 -0.83 0.59 1.17 407
342670 -0.83 0.59 1.17 460
342746 -0.83 0.59 1.17 256
342750 -0.83 0.59 1.17 291
342754 -0.83 0.59 1.17 242
342758 -0.83 0.59 1.17 286
342762 -0.83 0.59 1.17 278
342766 -0.83 0.59 1.17 277
342770 -0.83 0.59 1.17 337
342774 -0.83 0.59 1.17 321
342777 -0.83 0.59 1.17 336
342781 -0.83 0.59 1.17 322
342785 -0.83 0.59 1.17 322
342789 -0.83 0.59 1.17 349
342793 -0.83 0.59 1.17 321
342797 -0.83 0.59 1.17 306
342801 -0.83 0.59 1.17 304
342805 -0.83 0.59 1.17 311
342890 -0.83 0.59 1.17 4095
342894 -0.83 0.59 1.17 4095
342897 -0.83 0.59 1.17 4095
342901 -0.83 0.59 1.17 4025
342905 -0.83 0.59 1.17 3934
342909 -0.83 0.59 1.17 3731
342913 -0.83 0.59 1.17 3573
342917 -0.83 0.59 1.17 3376
342921 -0.83 0.59 1.17 3071
342925 -0.83 0.59 1.17 2639
342929 -0.83 0.59 1.17 2279
342933 -0.83 0.59 1.17 1843
342937 -0.83 0.59 1.17 1653
342941 -0.83 0.59 1.17 1468
342945 -0.83 0.59 1.17 1156
342948 -0.83 0.59 1.17 1069
342952 -0.83 0.59 1.17 1088
342956 -0.83 0.59 1.17 1088
342960 -0.83 0.59 1.17 1006
342964 -0.83 0.59 1.17 927
342968 0.73 0.20 0.59 716
342972 0.20 0.20 0.59 743
342975 0.20 0.20 0.59 546
342979 0.20 0.20 0.59 528
342983 0.20 0.20 0.59 626
342987 0.20 0.20 0.59 510
342991 0.20 0.20 0.59 694
342995 0.20 0.20 0.59 582
342998 0.20 0.20 0.59 688
343002 0.20 0.20 0.59 699
343006 0.20 0.20 0.59 573
343010 0.20 0.20 0.59 471
343014 0.20 0.20 0.59 568
343018 0.20 0.20 0.59 608
343022 0.20 0.20 0.59 576
343025 0.20 0.20 0.59 573
343029 0.20 0.20 0.59 633
343033 0.20 0.20 0.59 707
343059 0.20 0.20 0.59 463
343063 0.20 0.20 0.59 445
343067 0.20 0.20 0.59 448
343071 0.20 0.20 0.59 470
343095 0.20 0.20 0.59 223
343099 0.20 0.20 0.59 218
343103 0.20 0.20 0.59 197
343107 0.20 0.20 0.59 219
343110 0.20 0.20 0.59 245
343115 0.20 0.20 0.59 295
343119 0.20 0.20 0.59 331
343122 0.20 0.20 0.59 330
343126 0.20 0.20 0.59 323
343130 0.20 0.20 0.59 322
343134 0.20 0.20 0.59 325
343138 0.20 0.20 0.59 336
343142 0.20 0.20 0.59 338
343146 0.20 0.20 0.59 327
343149 0.20 0.20 0.59 335
343153 0.20 0.20 0.59 290
343157 0.20 0.20 0.59 272
343161 0.20 0.20 0.59 256
343165 0.20 0.20 0.59 235
343169 0.20 0.20 0.59 231
343173 0.20 0.20 0.59 233
343177 0.20 0.20 0.59 189
343180 0.20 0.20 0.59 208
343184 0.20 0.20 0.59 234
343188 0.20 0.20 0.59 193
343192 0.20 0.20 0.59 192
343196 0.20 0.20 0.59 214
343200 0.20 0.20 0.59 222
343204 0.20 0.20 0.59 227
343207 0.20 0.20 0.59 254
343211 0.20 0.20 0.59 243
343215 0.20 0.20 0.59 240
343219 0.20 0.20 0.59 248
343223 0.20 0.20 0.59 246
343227 0.20 0.20 0.59 254
343231 0.20 0.20 0.59 286
343234 0.20 0.20 0.59 288
