"millis, a_x, a_y, a_z, g_x, g_y, g_z"
"87143,-2.89,1.56,-7.99,-0.07,-0.10,-0.42"
"87147,-2.55,1.34,-7.78,-0.10,-0.11,-0.42"
"87152,-1.90,1.53,-7.75,-0.11,-0.13,-0.42"
"87156,-1.71,1.73,-7.56,-0.12,-0.14,-0.41"
"87160,-1.55,1.83,-7.43,-0.12,-0.16,-0.41"
"87164,-1.48,1.97,-7.62,-0.12,-0.17,-0.41"
"87168,-1.61,2.14,-7.70,-0.13,-0.19,-0.41"
"87206,-3.70,2.59,-10.55,-0.21,-0.35,-0.39"
"87210,-3.39,2.53,-10.76,-0.22,-0.37,-0.39"
"87221,-1.93,2.07,-11.00,-0.22,-0.39,-0.39"
"87230,-1.00,1.42,-10.80,-0.21,-0.42,-0.39"
"87235,-0.74,0.91,-10.60,-0.20,-0.43,-0.38"
"87239,-0.37,0.56,-10.32,-0.20,-0.45,-0.38"
"87244,-0.13,0.31,-10.22,-0.19,-0.46,-0.36"
"87249,-0.09,0.25,-10.29,-0.19,-0.47,-0.35"
"87253,-0.07,0.16,-10.03,-0.19,-0.48,-0.34"
"87257,-0.11,0.12,-9.90,-0.18,-0.49,-0.33"
"87261,-0.23,0.32,-10.03,-0.16,-0.50,-0.32"
"87266,-0.59,0.50,-9.94,-0.16,-0.52,-0.31"
"87270,-0.77,0.74,-9.90,-0.16,-0.54,-0.29"
"87274,-0.73,0.79,-9.85,-0.15,-0.55,-0.28"
"87282,-0.75,1.17,-10.26,-0.15,-0.52,-0.29"
"87286,-0.48,1.06,-10.21,-0.15,-0.51,-0.28"
"87290,-0.03,0.73,-10.07,-0.14,-0.51,-0.28"
"87294,0.16,0.00,-10.28,-0.11,-0.51,-0.30"
"87298,0.24,0.22,-11.30,-0.09,-0.50,-0.31"
"87304,0.65,0.18,-10.75,-0.12,-0.49,-0.27"
"87308,1.07,-0.25,-10.94,-0.11,-0.49,-0.27"
"87313,1.45,-0.21,-11.18,-0.07,-0.46,-0.29"
"87317,1.90,-0.11,-11.02,-0.06,-0.45,-0.28"
"87323,2.20,-0.48,-11.05,-0.05,-0.44,-0.26"
"87327,2.45,-0.26,-10.86,-0.04,-0.43,-0.26"
"87333,2.49,-0.04,-10.64,-0.02,-0.44,-0.24"
"87337,2.51,0.05,-10.38,-0.01,-0.43,-0.23"
"87343,2.36,0.25,-10.38,0.01,-0.41,-0.23"
"87347,2.28,0.51,-10.21,0.02,-0.40,-0.23"
"87353,2.33,0.50,-9.95,0.02,-0.38,-0.21"
"87357,2.34,0.54,-9.78,0.03,-0.36,-0.22"
"87361,2.50,0.44,-9.51,0.04,-0.34,-0.22"
"87365,2.43,0.36,-9.53,0.05,-0.31,-0.22"
"87369,2.49,0.38,-9.50,0.05,-0.29,-0.22"
"87373,2.64,0.26,-9.35,0.06,-0.28,-0.21"
"87377,2.72,0.24,-9.35,0.07,-0.26,-0.21"
"87381,2.75,0.16,-9.39,0.08,-0.23,-0.21"
"87385,2.78,0.33,-9.40,0.08,-0.22,-0.21"
"87388,2.89,0.30,-9.33,0.08,-0.20,-0.20"
"87392,2.86,0.50,-9.38,0.09,-0.19,-0.20"
"87397,2.88,0.66,-9.49,0.10,-0.18,-0.20"
"87401,2.87,0.73,-9.64,0.11,-0.16,-0.19"
"87404,2.90,0.76,-9.72,0.11,-0.14,-0.19"
"87408,2.94,0.76,-9.78,0.12,-0.11,-0.19"
"87418,3.16,0.84,-9.93,0.12,-0.05,-0.19"
"87423,3.20,0.92,-9.96,0.12,-0.02,-0.18"
"87428,3.15,1.02,-9.96,0.13,-0.01,-0.18"
"87432,2.83,1.18,-9.94,0.14,-0.01,-0.18"
"87438,2.52,1.47,-9.98,0.15,-0.02,-0.16"
"87442,2.29,1.53,-10.07,0.15,0.01,-0.16"
"87448,2.01,1.71,-10.00,0.14,0.04,-0.16"
"87452,2.12,1.66,-9.85,0.13,0.06,-0.16"
"87455,2.09,1.79,-9.80,0.12,0.10,-0.17"
"87459,2.00,1.97,-10.01,0.12,0.11,-0.16"
"87463,2.12,1.84,-9.63,0.11,0.13,-0.16"
"87467,1.91,1.93,-9.81,0.12,0.12,-0.15"
"87471,1.84,1.92,-9.98,0.12,0.13,-0.15"
"87475,1.44,1.83,-9.80,0.12,0.13,-0.15"
"87479,1.51,1.95,-9.94,0.12,0.13,-0.14"
"87482,1.06,2.00,-9.96,0.11,0.15,-0.14"
"87486,1.00,2.16,-10.14,0.10,0.15,-0.13"
"87503,0.41,2.44,-10.16,0.07,0.18,-0.12"
"87507,0.28,2.47,-10.22,0.06,0.19,-0.12"
"87510,0.29,2.43,-10.14,0.05,0.19,-0.12"
"87550,-0.82,2.44,-9.81,-0.02,0.15,-0.09"
"87554,-0.97,2.38,-9.62,-0.03,0.15,-0.09"
"87559,-1.05,2.30,-9.65,-0.03,0.15,-0.09"
"87563,-1.15,2.15,-9.53,-0.04,0.14,-0.09"
"87567,-1.17,1.94,-9.59,-0.04,0.13,-0.09"
"87571,-1.25,2.11,-9.53,-0.05,0.12,-0.08"
"87576,-1.38,2.07,-9.37,-0.07,0.10,-0.07"
"87582,-1.53,2.20,-9.34,-0.07,0.08,-0.06"
"87586,-1.70,2.24,-9.30,-0.08,0.06,-0.06"
"87590,-1.83,2.23,-9.33,-0.09,0.05,-0.06"
"87593,-1.91,2.26,-9.35,-0.09,0.04,-0.06"
"87597,-1.95,2.23,-9.38,-0.10,0.03,-0.06"
"87604,-1.93,1.98,-9.27,-0.10,0.02,-0.05"
"87608,-1.99,1.89,-9.35,-0.11,0.00,-0.06"
"87613,-2.01,1.86,-9.25,-0.11,-0.02,-0.05"
"87617,-2.20,1.80,-9.27,-0.12,-0.04,-0.04"
"87621,-2.30,1.62,-9.25,-0.12,-0.07,-0.03"
"87625,-2.26,1.45,-9.39,-0.11,-0.08,-0.03"
"87629,-2.32,1.40,-9.45,-0.12,-0.09,-0.04"
"87706,-0.35,0.00,-10.09,-0.04,-0.31,0.04"
"87711,-0.29,0.64,-10.50,-0.09,-0.24,0.02"
"87715,-0.17,0.71,-9.73,-0.10,-0.24,0.03"
"87720,0.64,0.59,-10.01,-0.04,-0.28,0.04"
"87725,0.74,0.50,-10.15,-0.01,-0.27,0.02"
"87730,0.60,0.41,-9.99,-0.01,-0.27,0.03"
"87735,0.59,0.18,-10.08,-0.01,-0.28,0.05"
"87740,0.78,-0.06,-10.39,0.02,-0.28,0.05"
"87745,0.92,0.44,-10.16,0.01,-0.25,0.04"
"87750,1.18,0.48,-9.89,-0.02,-0.24,0.06"
"87755,1.27,0.22,-9.76,0.02,-0.24,0.05"
"87760,0.61,0.66,-9.99,0.06,-0.26,0.04"
"87764,0.33,0.65,-9.89,0.06,-0.29,0.08"
"87769,0.69,0.46,-10.25,0.06,-0.28,0.09"
"87773,0.80,0.70,-10.06,0.05,-0.23,0.06"
"87777,0.90,0.65,-9.84,0.03,-0.19,0.06"
"87781,1.34,0.52,-9.88,0.04,-0.18,0.06"
"87784,1.67,0.34,-9.95,0.07,-0.18,0.05"
"87788,1.80,0.47,-9.89,0.07,-0.17,0.05"
"87792,1.83,0.55,-9.97,0.08,-0.17,0.07"
"87796,1.89,0.43,-10.15,0.08,-0.18,0.08"
"87799,1.90,0.57,-9.94,0.09,-0.18,0.08"
"87803,1.70,0.86,-10.02,0.10,-0.18,0.09"
"87809,1.27,1.07,-9.94,0.10,-0.18,0.10"
"87813,1.24,1.05,-9.94,0.11,-0.17,0.09"
"87819,1.23,0.97,-10.14,0.12,-0.13,0.08"
"87823,1.26,1.00,-10.06,0.11,-0.11,0.08"
"87829,1.54,0.96,-9.83,0.10,-0.09,0.10"
"87833,1.57,1.12,-9.82,0.10,-0.09,0.10"
"87839,1.66,1.42,-9.83,0.12,-0.09,0.10"
"87843,1.69,1.40,-9.83,0.11,-0.08,0.10"
"87846,1.67,1.43,-9.71,0.11,-0.06,0.10"
"87850,1.65,1.42,-9.63,0.11,-0.05,0.10"
"87854,1.76,1.65,-9.58,0.10,-0.05,0.11"
"87858,1.64,1.74,-9.54,0.10,-0.04,0.11"
"87862,1.69,1.88,-9.53,0.10,-0.03,0.11"
"87865,1.73,2.00,-9.65,0.10,-0.02,0.11"
"87869,1.70,1.99,-9.62,0.09,-0.00,0.11"
"87911,1.18,2.20,-9.86,0.05,0.10,0.13"
"87915,1.21,2.29,-9.89,0.04,0.10,0.14"
"87919,0.97,2.22,-9.65,0.03,0.11,0.14"
"87923,1.01,2.39,-9.84,0.03,0.11,0.14"
"87929,0.89,2.22,-9.64,0.01,0.13,0.15"
"87933,1.08,2.14,-9.73,0.01,0.14,0.14"
"87939,0.95,2.15,-9.57,0.00,0.15,0.14"
"87943,0.99,1.95,-9.53,-0.00,0.16,0.15"
"87949,0.84,1.92,-9.60,-0.00,0.16,0.15"
"87953,0.78,2.00,-9.76,-0.01,0.15,0.15"
"87959,0.66,1.95,-9.64,-0.02,0.16,0.16"
"87963,0.62,1.86,-9.69,-0.03,0.17,0.16"
"87967,0.54,1.97,-9.72,-0.03,0.18,0.16"
"87971,0.47,2.11,-9.78,-0.04,0.18,0.16"
"87977,0.34,1.96,-9.80,-0.04,0.17,0.17"
"87981,0.24,2.06,-9.84,-0.05,0.17,0.17"
"87987,0.09,2.08,-9.88,-0.06,0.18,0.17"
"87990,0.05,2.03,-9.85,-0.06,0.18,0.17"
"87994,0.01,2.02,-9.98,-0.06,0.17,0.17"
"87999,-0.11,1.98,-9.93,-0.06,0.18,0.18"
"88003,-0.24,1.92,-9.90,-0.07,0.17,0.18"
"88008,-0.24,1.86,-9.95,-0.07,0.16,0.18"
"88014,-0.41,1.83,-9.87,-0.08,0.16,0.19"
"88018,-0.37,1.78,-9.79,-0.09,0.15,0.19"
"88022,-0.65,1.75,-9.86,-0.08,0.15,0.19"
"88028,-0.58,1.67,-9.85,-0.09,0.15,0.19"
"88032,-0.64,1.58,-9.84,-0.09,0.15,0.19"
"88038,-0.62,1.55,-9.83,-0.10,0.14,0.20"
"88042,-0.69,1.42,-9.57,-0.10,0.14,0.20"
"88048,-0.73,1.35,-9.71,-0.09,0.12,0.20"
"88052,-0.78,1.42,-9.84,-0.09,0.11,0.20"
"88058,-0.73,1.28,-9.35,-0.10,0.11,0.21"
"88062,-0.83,1.14,-9.71,-0.09,0.10,0.21"
"88068,-1.00,1.14,-9.62,-0.08,0.08,0.21"
"88072,-1.04,0.99,-9.56,-0.09,0.08,0.21"
"88078,-1.04,0.95,-9.68,-0.09,0.08,0.21"
"88082,-1.02,0.94,-9.53,-0.08,0.07,0.22"
"88086,-1.03,0.78,-9.53,-0.08,0.05,0.22"
"88091,-1.20,0.74,-9.71,-0.07,0.04,0.22"
"88096,-1.12,0.87,-9.74,-0.07,0.04,0.22"
"88099,-1.01,0.88,-9.71,-0.08,0.04,0.22"
"88106,-1.00,0.78,-9.67,-0.07,0.03,0.22"
"88110,-0.89,0.80,-9.68,-0.06,0.02,0.22"
"88115,-1.00,0.56,-9.77,-0.05,0.00,0.23"
"88121,-0.77,0.54,-9.90,-0.04,-0.01,0.23"
"88127,-0.58,0.82,-10.17,-0.05,0.00,0.24"
"88131,-0.46,0.52,-9.51,-0.05,0.01,0.24"
"88135,-0.54,0.52,-9.30,-0.04,-0.02,0.23"
"88140,-0.57,0.64,-10.08,-0.00,-0.05,0.24"
"88146,-0.28,0.21,-9.50,-0.01,-0.01,0.24"
"88152,-0.25,0.11,-9.83,-0.00,-0.02,0.24"
"88156,-0.64,0.26,-9.66,0.01,-0.05,0.25"
"88160,-0.37,0.02,-9.63,0.03,-0.07,0.26"
"88165,-0.27,0.52,-10.01,0.03,-0.05,0.24"
"88169,-0.28,0.78,-9.82,0.01,-0.04,0.24"
"88173,-0.15,0.81,-9.65,0.01,-0.04,0.27"
"88177,-0.09,0.51,-9.45,0.02,-0.05,0.27"
"88182,0.11,0.52,-9.84,0.07,-0.05,0.25"
"88186,0.11,0.64,-10.18,0.06,-0.05,0.25"
"88191,0.27,0.44,-9.90,0.05,-0.04,0.27"
"88195,0.07,0.47,-9.89,0.06,-0.06,0.26"
"88199,0.39,0.86,-10.25,0.07,-0.07,0.27"
"88204,0.44,0.68,-9.87,0.07,-0.04,0.27"
"88208,0.68,0.61,-10.19,0.08,-0.03,0.27"
"88213,0.61,0.68,-10.09,0.08,-0.02,0.27"
"88216,0.88,0.69,-9.89,0.09,-0.05,0.28"
"88220,0.91,0.81,-10.29,0.09,-0.03,0.27"
"88224,0.75,0.94,-10.06,0.09,-0.03,0.28"
"88228,0.95,0.95,-9.86,0.10,-0.03,0.28"
"88231,0.82,0.97,-10.01,0.11,-0.03,0.28"
"88235,0.87,1.01,-10.10,0.11,-0.04,0.28"
"88239,0.96,1.11,-10.02,0.11,-0.02,0.28"
"88243,0.98,1.16,-9.88,0.11,-0.00,0.28"
"88246,1.15,1.18,-9.97,0.10,0.01,0.29"
"88250,1.15,1.05,-9.85,0.10,0.02,0.28"
"88254,1.21,1.00,-9.74,0.12,0.01,0.28"
"88259,1.24,1.24,-9.88,0.12,0.02,0.28"
"88263,1.12,1.21,-9.71,0.11,0.02,0.29"
"88268,1.13,1.19,-9.82,0.12,0.02,0.29"
"88273,1.11,1.26,-9.84,0.13,0.04,0.29"
"88278,1.34,1.42,-9.93,0.11,0.07,0.29"
"88284,1.40,1.35,-9.72,0.11,0.08,0.30"
"88288,1.48,1.57,-9.78,0.12,0.07,0.30"
"88294,1.41,1.73,-9.85,0.12,0.08,0.30"
"88298,1.33,1.75,-9.86,0.11,0.09,0.30"
"88302,1.37,1.73,-9.83,0.11,0.10,0.30"
"88308,1.44,1.70,-9.80,0.11,0.12,0.30"
"88312,1.39,1.74,-9.82,0.11,0.12,0.30"
"88318,1.40,1.85,-9.94,0.10,0.14,0.30"
"88322,1.40,1.99,-9.97,0.09,0.15,0.30"
"88328,1.51,1.88,-9.81,0.09,0.16,0.31"
"88332,1.61,1.87,-9.96,0.08,0.18,0.29"
"88338,1.71,1.90,-9.99,0.08,0.22,0.29"
"88342,1.48,1.82,-9.71,0.07,0.21,0.30"
"88348,1.13,1.75,-9.58,0.10,0.17,0.31"
"88352,0.21,2.16,-9.88,0.10,0.14,0.32"
"88357,0.19,2.33,-10.03,0.06,0.16,0.32"
"88361,0.33,2.12,-9.92,0.04,0.21,0.31"
"88367,0.44,2.18,-9.76,0.03,0.26,0.29"
"88371,0.59,1.97,-9.49,0.04,0.24,0.30"
"88374,0.70,1.59,-9.50,0.05,0.22,0.30"
"88378,0.69,1.81,-10.02,0.06,0.22,0.30"
"88383,0.58,2.19,-9.87,0.02,0.23,0.31"
"88387,0.60,2.03,-9.63,0.01,0.23,0.32"
"88391,0.62,2.12,-9.63,0.01,0.24,0.31"
"88395,0.54,2.33,-9.63,0.02,0.24,0.31"
"88399,0.44,2.38,-9.73,0.01,0.23,0.31"
"88403,0.49,2.21,-9.92,0.01,0.24,0.31"
"88406,0.44,2.18,-10.03,-0.00,0.25,0.31"
"88411,0.28,2.23,-9.80,-0.02,0.26,0.31"
"88415,0.26,2.13,-9.86,-0.01,0.24,0.32"
"88419,0.29,1.90,-10.02,-0.01,0.24,0.31"
"88422,0.06,2.04,-9.95,-0.01,0.24,0.31"
"88426,0.00,1.96,-10.04,-0.02,0.24,0.31"
"88430,-0.14,1.91,-10.01,-0.03,0.24,0.32"
"88434,-0.20,1.90,-9.96,-0.04,0.24,0.32"
"88438,-0.24,1.85,-10.00,-0.03,0.24,0.32"
"88442,-0.24,1.82,-9.98,-0.04,0.24,0.32"
"88446,-0.11,1.67,-10.00,-0.04,0.24,0.31"
"88449,-0.43,1.51,-9.90,-0.04,0.25,0.31"
"88454,-0.52,1.49,-9.82,-0.04,0.22,0.32"
"88458,-0.52,1.53,-9.91,-0.04,0.21,0.32"
"88462,-0.58,1.68,-9.86,-0.05,0.21,0.32"
"88466,-0.81,1.65,-9.84,-0.06,0.22,0.33"
"88470,-0.65,1.30,-9.69,-0.04,0.22,0.32"
"88474,-0.56,1.32,-9.89,-0.04,0.22,0.31"
"88478,-0.64,1.42,-9.93,-0.05,0.21,0.32"
"88483,-0.67,1.14,-9.74,-0.05,0.21,0.33"
"88488,-0.38,0.98,-9.96,-0.04,0.20,0.32"
"88493,-0.48,1.12,-9.69,-0.05,0.21,0.31"
"88499,-0.78,0.98,-9.61,-0.04,0.17,0.33"
"88503,-0.94,0.98,-9.75,-0.02,0.15,0.33"
"88507,-0.91,1.12,-9.95,-0.02,0.15,0.33"
"88511,-0.96,1.08,-9.83,-0.04,0.16,0.33"
"88519,-0.83,1.00,-9.57,-0.04,0.16,0.33"
"88524,-0.77,0.78,-9.73,-0.01,0.15,0.32"
"88535,-0.84,0.77,-9.80,-0.02,0.13,0.33"
"88541,-0.90,0.85,-9.93,-0.00,0.12,0.32"
"88546,-0.84,0.77,-9.73,-0.00,0.11,0.33"
"88550,-0.53,0.80,-9.82,0.00,0.11,0.33"
"88554,-0.52,0.78,-9.77,-0.00,0.11,0.33"
"88560,-0.43,0.76,-9.87,0.01,0.11,0.33"
"88565,-0.55,0.49,-9.70,0.03,0.08,0.33"
"88569,-0.56,0.51,-9.83,0.04,0.07,0.33"
"88573,-0.75,0.55,-9.80,0.04,0.07,0.33"
"88577,-0.55,0.51,-9.66,0.04,0.08,0.33"
"88581,-0.50,0.55,-9.74,0.04,0.09,0.32"
"88586,-0.48,0.55,-9.56,0.04,0.08,0.33"
"88589,-0.43,0.34,-9.75,0.05,0.06,0.33"
"88593,-0.39,0.47,-9.71,0.07,0.05,0.32"
"88597,-0.54,0.67,-9.72,0.07,0.05,0.32"
"88601,-0.72,0.88,-9.89,0.06,0.05,0.33"
"88604,-0.64,0.50,-9.63,0.07,0.05,0.34"
"88608,-0.44,0.33,-9.72,0.09,0.05,0.32"
"88612,-0.38,0.50,-10.14,0.10,0.05,0.32"
"88616,-0.28,0.81,-10.06,0.07,0.06,0.33"
"88619,-0.17,0.67,-9.81,0.07,0.05,0.34"
"88623,-0.06,0.56,-9.56,0.09,0.04,0.32"
"88628,-0.37,1.04,-10.06,0.12,0.02,0.31"
"88632,-0.45,0.75,-10.21,0.12,0.02,0.34"
"88636,-0.14,0.05,-9.80,0.13,0.02,0.34"
"88639,0.09,-0.03,-9.97,0.14,0.03,0.32"
"88667,0.23,0.81,-9.79,0.12,0.02,0.35"
"88671,0.27,1.11,-9.95,0.14,0.04,0.33"
"88675,0.11,1.39,-9.80,0.15,0.03,0.33"
"88782,-6.36,6.22,-3.38,0.25,-0.01,-0.08"
"88787,-5.98,5.25,-3.39,0.14,-0.10,-0.08"
"88792,-4.13,3.61,-4.63,0.20,-0.18,-0.09"
"88796,-2.77,0.30,-8.46,0.40,-0.14,-0.17"
"88802,-3.55,-1.28,-9.17,0.40,0.20,-0.45"
"88806,-3.28,0.93,-9.88,0.09,0.24,-0.35"
"88812,-2.72,0.93,-10.67,-0.28,0.35,-0.30"
"88816,-2.14,1.75,-10.06,-0.14,0.34,-0.42"
"88820,-2.15,2.05,-10.67,0.10,0.19,-0.47"
"88824,-1.90,1.44,-13.73,0.17,0.15,-0.52"
"88828,-1.92,1.90,-14.10,0.09,0.20,-0.55"
"88832,-1.90,2.86,-13.25,-0.02,0.25,-0.55"
"88837,-1.89,3.68,-12.20,-0.11,0.23,-0.56"
"88841,-2.33,4.11,-11.37,-0.05,0.15,-0.60"
"88847,-3.80,4.97,-11.50,-0.00,0.08,-0.66"
"88851,-4.70,5.23,-11.62,-0.05,0.06,-0.67"
"88856,-5.67,5.13,-10.75,-0.12,0.06,-0.69"
"88859,-6.60,5.15,-9.68,-0.14,0.04,-0.71"
"88866,-7.23,4.33,-8.67,-0.14,-0.03,-0.76"
"88870,-7.18,3.89,-8.62,-0.12,-0.05,-0.80"
"88876,-6.22,2.96,-8.37,-0.14,-0.02,-0.85"
"88880,-5.55,2.34,-8.04,-0.16,-0.01,-0.87"
"88886,-4.25,1.56,-7.85,-0.16,-0.04,-0.90"
"88890,-3.67,1.16,-7.73,-0.17,-0.05,-0.90"
"88896,-2.38,0.81,-7.58,-0.18,-0.07,-0.91"
"88900,-1.93,0.82,-7.59,-0.18,-0.08,-0.90"
"88906,-1.40,0.96,-7.34,-0.19,-0.11,-0.89"
"88910,-1.44,1.20,-7.23,-0.19,-0.13,-0.88"
"88916,-1.51,1.69,-7.67,-0.19,-0.17,-0.87"
"88920,-1.78,1.96,-7.81,-0.19,-0.19,-0.86"
"88924,-2.33,2.19,-8.19,-0.19,-0.21,-0.86"
"88929,-3.01,2.47,-8.63,-0.20,-0.24,-0.85"
"88933,-3.68,2.48,-9.05,-0.20,-0.27,-0.85"
"88937,-4.17,2.42,-9.48,-0.20,-0.30,-0.84"
"88942,-4.68,2.18,-9.77,-0.20,-0.33,-0.85"
"88946,-4.84,2.11,-10.16,-0.20,-0.34,-0.85"
"88950,-4.82,1.88,-10.51,-0.20,-0.36,-0.85"
"88954,-4.83,1.71,-10.77,-0.21,-0.38,-0.85"
"88957,-4.60,1.64,-10.93,-0.21,-0.40,-0.85"
"88961,-4.15,1.52,-11.10,-0.21,-0.42,-0.85"
"88965,-3.59,1.43,-11.26,-0.21,-0.44,-0.85"
"88969,-2.96,1.24,-11.29,-0.21,-0.45,-0.85"
"88973,-2.33,1.13,-11.06,-0.20,-0.46,-0.85"
"88977,-1.67,0.90,-11.11,-0.20,-0.46,-0.85"
"88993,0.37,0.03,-10.60,-0.15,-0.51,-0.81"
"88998,0.42,0.14,-10.16,-0.14,-0.52,-0.79"
"89042,0.36,0.39,-11.33,-0.05,-0.54,-0.75"
"89047,0.53,0.09,-10.99,-0.05,-0.55,-0.74"
"89051,1.04,-0.17,-11.11,-0.02,-0.57,-0.73"
"89056,1.43,-0.11,-11.73,0.00,-0.55,-0.74"
"89060,1.73,0.24,-11.87,0.00,-0.54,-0.72"
"89064,1.94,0.20,-11.47,-0.01,-0.52,-0.71"
"89067,2.45,0.22,-11.52,-0.00,-0.51,-0.70"
"89071,2.52,0.47,-11.37,0.02,-0.51,-0.70"
"89075,2.65,0.53,-11.02,0.04,-0.51,-0.69"
"89079,2.73,0.58,-11.10,0.06,-0.51,-0.68"
"89113,3.03,0.85,-9.37,0.09,-0.34,-0.66"
"89117,2.98,0.99,-9.31,0.09,-0.33,-0.65"
"89122,3.01,1.00,-9.30,0.10,-0.30,-0.65"
"89126,3.06,0.95,-9.28,0.11,-0.27,-0.65"
"89132,2.99,1.13,-9.28,0.11,-0.24,-0.65"
"89136,2.99,1.19,-9.36,0.11,-0.22,-0.64"
"89139,2.94,1.27,-9.28,0.11,-0.21,-0.64"
"89144,2.92,1.32,-9.42,0.11,-0.18,-0.64"
"89148,3.02,1.42,-9.55,0.11,-0.16,-0.63"
"89154,3.04,1.51,-9.71,0.11,-0.13,-0.63"
"89159,3.25,1.68,-9.72,0.10,-0.08,-0.63"
"89163,3.34,1.81,-9.73,0.09,-0.06,-0.63"
"89169,3.38,1.79,-9.58,0.09,-0.03,-0.62"
"89173,3.50,1.80,-9.73,0.10,-0.02,-0.62"
"89179,3.22,1.97,-9.69,0.09,0.01,-0.63"
"89183,3.15,2.27,-9.76,0.08,0.03,-0.61"
"89189,2.50,1.83,-9.38,0.09,0.03,-0.59"
"89192,2.46,1.84,-9.55,0.11,0.02,-0.59"
"89198,2.13,2.50,-9.93,0.08,0.07,-0.60"
"89202,2.12,2.58,-9.72,0.04,0.10,-0.58"
"89208,2.47,2.00,-9.66,0.04,0.15,-0.60"
"89212,2.22,2.26,-9.64,0.04,0.19,-0.61"
"89218,1.95,2.00,-9.65,0.05,0.15,-0.57"
"89222,1.78,1.98,-9.76,0.05,0.14,-0.57"
"89228,1.45,2.55,-9.97,0.02,0.16,-0.57"
"89232,1.19,2.72,-9.93,-0.01,0.19,-0.56"
"89236,1.28,2.58,-10.14,-0.01,0.22,-0.56"
"89241,1.18,2.65,-10.09,-0.01,0.23,-0.57"
"89244,0.97,2.66,-10.17,-0.01,0.23,-0.56"
"89251,0.62,2.48,-10.51,-0.02,0.21,-0.54"
"89255,0.52,2.47,-10.55,-0.03,0.21,-0.54"
"89261,0.26,2.37,-10.65,-0.05,0.24,-0.54"
"89264,0.13,2.27,-10.57,-0.06,0.24,-0.54"
"89271,-0.01,2.03,-10.48,-0.06,0.24,-0.54"
"89274,-0.20,2.07,-10.39,-0.06,0.23,-0.53"
"89281,-0.50,1.95,-10.33,-0.08,0.22,-0.52"
"89284,-0.59,1.88,-10.30,-0.08,0.21,-0.51"
"89289,-0.83,1.81,-10.15,-0.09,0.21,-0.52"
"89293,-1.14,1.83,-9.91,-0.09,0.20,-0.51"
"89298,-1.29,1.73,-9.90,-0.09,0.18,-0.50"
"89303,-1.44,1.64,-9.82,-0.09,0.17,-0.50"
"89307,-1.54,1.80,-9.87,-0.10,0.16,-0.49"
"89312,-1.67,1.81,-9.71,-0.12,0.16,-0.48"
"89316,-1.71,1.59,-9.48,-0.12,0.14,-0.48"
"89321,-1.76,1.49,-9.52,-0.10,0.12,-0.49"
"89325,-1.87,1.47,-9.64,-0.11,0.11,-0.48"
"89329,-2.04,1.34,-9.67,-0.11,0.10,-0.48"
"89333,-2.03,1.27,-9.58,-0.12,0.08,-0.47"
"89337,-2.16,1.01,-9.53,-0.11,0.06,-0.47"
"89341,-2.10,1.01,-9.74,-0.10,0.05,-0.47"
"89345,-2.20,1.06,-9.54,-0.11,0.04,-0.46"
"89349,-2.20,0.90,-9.48,-0.11,0.03,-0.46"
"89353,-2.20,0.76,-9.38,-0.10,0.00,-0.45"
"89357,-2.22,0.77,-9.40,-0.09,-0.02,-0.45"
"89361,-2.51,0.77,-9.40,-0.09,-0.04,-0.44"
"89365,-2.60,0.54,-9.36,-0.08,-0.07,-0.43"
"89370,-2.48,0.48,-9.28,-0.07,-0.08,-0.44"
"89375,-2.56,0.55,-9.23,-0.08,-0.10,-0.43"
"89380,-2.40,0.44,-9.17,-0.07,-0.12,-0.42"
"89385,-2.18,0.38,-9.10,-0.06,-0.13,-0.43"
"89390,-2.00,0.24,-9.12,-0.05,-0.15,-0.43"
"89395,-1.94,0.39,-9.34,-0.05,-0.16,-0.42"
"89401,-1.87,-0.02,-9.17,-0.03,-0.20,-0.40"
"89405,-1.70,-0.05,-9.49,-0.00,-0.21,-0.41"
"89410,-1.44,0.35,-9.44,-0.02,-0.22,-0.40"
"89415,-1.26,0.12,-9.38,-0.03,-0.22,-0.40"
"89420,-1.19,0.25,-9.82,0.01,-0.21,-0.41"
"89425,-1.75,-0.76,-9.12,0.06,-0.30,-0.36"
"89430,-1.37,-1.24,-10.04,0.12,-0.34,-0.38"
"89435,-1.52,0.31,-11.20,0.02,-0.24,-0.40"
"89439,-1.34,0.32,-9.33,-0.02,-0.25,-0.35"
"89446,-0.18,-0.47,-10.06,0.09,-0.27,-0.40"
"89450,-0.44,0.23,-10.64,0.14,-0.28,-0.41"
"89454,-0.71,0.11,-9.68,0.12,-0.33,-0.35"
"89459,0.01,-0.23,-10.53,0.12,-0.35,-0.34"
"89463,-0.26,0.45,-10.47,0.12,-0.31,-0.37"
"89468,-0.27,0.83,-9.91,0.11,-0.31,-0.34"
"89472,-0.02,0.21,-9.97,0.14,-0.32,-0.32"
"89478,0.33,0.54,-10.21,0.18,-0.33,-0.35"
"89482,0.27,0.73,-10.13,0.16,-0.32,-0.33"
"89488,0.88,0.47,-10.24,0.16,-0.30,-0.32"
"89492,0.91,0.46,-10.15,0.18,-0.28,-0.33"
"89498,1.04,0.69,-10.26,0.18,-0.29,-0.32"
"89504,1.23,0.58,-10.23,0.20,-0.31,-0.31"
"89508,1.19,0.83,-10.25,0.20,-0.29,-0.32"
"89514,1.37,0.98,-10.37,0.20,-0.26,-0.31"
