"millis, a_x, a_y, a_z, g_x, g_y, g_z"
"354017,-1.67,-1.68,-9.16,-0.22,-0.25,0.48"
"354021,0.49,-0.08,-11.92,-0.67,0.01,0.39"
"354025,2.13,2.37,-11.70,-0.93,0.47,0.34"
"354029,2.70,6.43,-8.53,-0.84,0.73,0.47"
"354034,3.07,3.95,0.17,-0.22,0.17,0.61"
"354038,2.96,3.60,-0.35,0.20,-0.29,0.58"
"354042,1.94,5.64,-4.80,0.47,-0.67,0.50"
"354048,2.36,2.55,-10.00,0.57,-0.78,0.62"
"354052,2.17,0.13,-9.12,0.42,-0.28,0.53"
"354056,1.50,0.66,-8.31,0.10,-0.03,0.46"
"354061,0.61,0.86,-7.90,-0.10,0.04,0.54"
"354067,0.08,-0.03,-6.99,-0.02,-0.10,0.58"
"354072,-1.27,-0.92,-7.93,0.27,-0.29,0.53"
"354076,-2.44,-1.42,-10.81,0.43,-0.36,0.51"
"354081,-2.82,-2.20,-11.25,0.37,-0.30,0.54"
"354085,-2.76,-2.65,-11.02,0.27,-0.21,0.53"
"354090,-2.58,-1.97,-11.57,0.15,-0.17,0.51"
"354094,-2.50,-1.19,-11.62,0.09,-0.14,0.51"
"354098,-1.80,-0.69,-11.68,0.12,-0.17,0.51"
"354102,-1.51,-0.12,-11.90,0.19,-0.20,0.50"
"354106,-0.91,0.29,-12.35,0.25,-0.23,0.50"
"354112,-0.05,1.06,-12.96,0.25,-0.23,0.50"
"354118,1.09,1.97,-11.79,0.21,-0.20,0.51"
"354123,1.58,2.29,-11.07,0.21,-0.21,0.52"
"354127,1.43,2.12,-10.18,0.24,-0.23,0.51"
"354133,0.82,2.44,-9.64,0.30,-0.31,0.51"
"354136,0.09,2.31,-9.38,0.31,-0.34,0.52"
"354140,-0.57,1.51,-9.25,0.31,-0.36,0.54"
"354144,-1.15,0.65,-9.00,0.34,-0.35,0.52"
"354150,-1.73,0.04,-9.04,0.36,-0.34,0.50"
"354154,-1.83,-0.51,-8.78,0.34,-0.33,0.50"
"354158,-1.65,-0.57,-8.57,0.32,-0.32,0.49"
"354162,-1.72,-0.41,-8.82,0.30,-0.31,0.48"
"354166,-1.40,-0.01,-8.82,0.29,-0.31,0.48"
"354170,-0.96,0.48,-8.59,0.27,-0.30,0.48"
"354174,-0.67,0.97,-8.93,0.26,-0.30,0.48"
"354178,-0.15,1.31,-9.28,0.26,-0.30,0.48"
"354181,0.07,1.71,-9.51,0.26,-0.31,0.48"
"354185,0.45,2.18,-10.22,0.27,-0.31,0.47"
"354189,0.99,2.69,-10.47,0.27,-0.30,0.47"
"354223,2.12,4.38,-10.68,0.14,-0.25,0.44"
"354227,1.96,4.58,-10.62,0.12,-0.22,0.43"
"354263,7.04,8.60,-12.61,-0.23,0.06,0.32"
"354266,10.09,11.19,-12.49,-0.53,0.37,0.20"
"354272,11.79,13.84,-11.16,-0.96,0.98,0.09"
"354276,11.05,13.69,-8.92,-1.03,0.97,0.10"
"354281,7.26,7.48,-5.01,-0.72,0.40,0.16"
"354285,3.44,1.59,-6.51,-0.19,-0.22,0.23"
"354289,4.17,-8.25,-17.43,0.70,-0.37,0.11"
"354295,-12.74,-6.44,-15.13,1.03,-0.58,0.20"
"354299,-14.36,-11.54,-13.74,0.62,-0.39,0.90"
"354305,-13.40,-13.92,-5.24,1.11,0.10,0.65"
"354309,-11.40,-8.72,-4.48,1.50,0.19,0.62"
"354315,-7.05,-7.35,-5.18,1.36,0.16,0.68"
"354320,-5.30,-5.59,-3.50,0.85,0.11,0.59"
"354325,-3.10,-3.07,-2.21,0.28,0.00,0.42"
"354329,-2.05,-1.90,-3.19,-0.47,-0.09,0.23"
"354336,0.36,-0.66,-7.84,-1.67,-0.02,-0.06"
"354340,1.71,-0.26,-11.21,-2.52,0.26,-0.32"
"354345,7.64,-0.88,-36.92,-3.76,0.94,-0.52"
"354350,3.64,12.63,-8.93,-2.20,3.20,0.61"
"354354,7.24,3.66,4.04,-0.84,0.90,0.74"
"354358,1.69,-1.00,7.41,-0.28,0.41,0.33"
"354364,5.74,8.45,-14.23,0.98,-1.41,0.36"
"354368,3.11,0.27,-25.60,1.58,-1.88,0.26"
"354375,-4.50,3.18,-17.68,1.07,-0.34,0.52"
"354378,-0.70,-2.16,-10.85,-0.21,0.23,0.67"
"354384,-1.58,-4.13,-15.04,-0.73,0.37,0.08"
"354388,-4.77,-0.14,-13.35,-0.80,0.66,0.12"
"354392,-4.79,-1.49,-8.41,-0.67,0.41,0.38"
"354396,-4.97,-3.96,-6.38,0.01,-0.18,0.47"
"354401,-6.86,-5.23,-10.85,0.57,-0.51,0.35"
"354405,-8.39,-4.75,-12.42,0.83,-0.50,0.41"
"354409,-7.14,-6.37,-9.90,0.74,-0.34,0.50"
"354412,-5.53,-5.87,-8.39,0.61,-0.25,0.45"
"354416,-4.39,-4.08,-8.78,0.37,-0.24,0.32"
"354420,-2.97,-2.66,-9.72,-0.03,-0.17,0.25"
"354424,-0.74,-1.40,-11.98,-0.61,0.03,0.18"
"354428,1.31,1.27,-11.80,-0.87,0.38,0.15"
"354432,2.42,4.25,-9.68,-0.86,0.59,0.23"
"354437,3.12,5.10,-3.23,-0.38,0.41,0.42"
"354443,3.54,3.16,-2.14,0.24,-0.36,0.36"
"354447,3.29,4.08,-8.23,0.56,-0.65,0.32"
"354453,2.54,1.82,-9.61,0.50,-0.42,0.32"
"354457,1.91,1.30,-7.52,0.26,-0.21,0.32"
"354463,0.92,1.03,-6.91,-0.08,-0.00,0.34"
"354467,0.13,0.74,-6.22,-0.06,-0.04,0.36"
"354473,-1.16,-0.49,-6.66,0.22,-0.22,0.35"
"354477,-1.78,-1.32,-9.02,0.41,-0.33,0.34"
"354483,-3.03,-2.16,-10.13,0.39,-0.30,0.35"
"354487,-3.19,-2.39,-10.47,0.29,-0.26,0.35"
"354493,-3.29,-1.95,-11.05,0.14,-0.15,0.31"
"354497,-2.96,-1.27,-11.00,0.11,-0.13,0.31"
"354503,-2.65,-0.63,-11.68,0.16,-0.18,0.31"
"354507,-2.28,-0.16,-12.52,0.25,-0.25,0.31"
"354511,-1.69,0.57,-13.09,0.27,-0.27,0.31"
"354515,-1.21,1.02,-13.48,0.25,-0.26,0.31"
"354519,-0.39,1.51,-13.42,0.23,-0.23,0.30"
"354523,0.08,1.97,-12.72,0.20,-0.22,0.30"
"354526,0.50,2.37,-12.16,0.22,-0.25,0.32"
"354530,1.01,2.43,-11.56,0.25,-0.28,0.31"
"354534,1.17,2.56,-11.30,0.28,-0.31,0.30"
"354538,1.06,2.45,-10.45,0.28,-0.31,0.31"
"354542,0.69,2.49,-10.08,0.27,-0.33,0.32"
"354546,-0.14,2.26,-9.56,0.27,-0.36,0.33"
"354575,-0.59,1.34,-8.59,0.22,-0.32,0.28"
"354579,-0.19,1.37,-8.54,0.22,-0.33,0.28"
"354584,0.16,1.54,-8.92,0.23,-0.36,0.28"
"354588,0.37,2.11,-9.62,0.23,-0.36,0.27"
"354594,0.92,3.05,-10.08,0.17,-0.33,0.28"
"354598,1.41,3.30,-10.07,0.15,-0.30,0.27"
"354604,2.13,3.90,-10.26,0.15,-0.28,0.26"
"354608,2.48,3.78,-10.23,0.14,-0.28,0.26"
"354612,2.68,3.53,-10.20,0.15,-0.29,0.26"
"354617,2.71,3.89,-10.64,0.14,-0.29,0.25"
"354621,2.70,4.16,-10.89,0.11,-0.28,0.26"
"354626,2.90,4.35,-10.35,0.05,-0.23,0.26"
"354631,3.24,4.48,-10.86,0.03,-0.19,0.24"
"354637,3.95,4.74,-11.10,0.01,-0.15,0.22"
"354641,6.57,7.42,-13.90,-0.09,-0.06,0.20"
"354646,11.28,10.38,-13.46,-0.50,0.37,0.08"
"354651,12.63,13.17,-11.63,-0.85,0.89,-0.01"
"354656,12.63,12.25,-9.94,-0.93,0.86,0.03"
"354659,10.62,8.97,-7.37,-0.78,0.67,0.05"
"354666,7.04,-2.53,-11.52,-0.08,0.01,0.05"
"354670,-0.24,-8.60,-11.55,0.44,0.02,-0.22"
"354676,-12.93,-2.79,-13.97,0.72,-0.55,-0.09"
"354679,-17.75,-4.67,-14.89,0.26,-0.68,0.72"
"354686,-14.72,-10.42,-4.88,0.76,0.05,0.28"
"354689,-13.49,-6.79,-3.46,1.21,0.18,0.16"
"354696,-8.28,-6.73,-4.11,1.34,0.38,0.42"
"354699,-5.67,-4.76,-2.66,1.14,0.48,0.48"
"354706,-2.59,-3.51,-0.25,0.44,0.24,0.26"
"354710,-1.90,-2.97,-0.81,0.08,0.09,0.13"
"354716,-0.31,-1.96,-3.86,-0.87,0.02,-0.16"
"354720,0.83,-1.58,-7.28,-1.53,0.13,-0.35"
"354724,1.42,-1.41,-9.78,-2.51,0.36,-0.47"
"354728,3.26,-1.64,-20.86,-3.17,0.64,-0.60"
"354732,0.57,13.20,-26.13,-3.06,2.25,-0.42"
"354736,4.12,10.11,-4.20,-1.78,2.12,0.32"
"354740,5.30,0.84,3.91,-0.83,0.68,0.43"
"354744,-0.02,0.78,2.35,-0.01,-0.19,-0.01"
"354748,7.00,8.72,-22.12,1.09,-1.18,0.10"
"354753,0.80,-0.60,-28.87,1.42,-0.79,-0.15"
"354757,-1.71,2.90,-19.34,0.77,-0.26,0.04"
"354762,0.76,0.23,-16.09,-0.72,0.42,0.25"
"354765,0.48,-0.99,-18.24,-1.13,0.74,0.07"
"354769,-0.88,4.43,-12.04,-0.91,0.97,0.02"
"354774,-1.67,2.34,-4.77,-0.34,0.31,0.20"
"354778,-1.15,-2.09,-11.54,0.34,-0.36,0.17"
"354783,-7.10,-2.73,-16.69,0.63,-0.29,-0.01"
"354789,-6.98,-4.97,-11.26,0.35,-0.11,0.29"
"354793,-7.40,-6.82,-10.06,0.22,-0.09,0.19"
"354797,-6.94,-4.78,-9.41,0.23,-0.07,0.08"
"354803,-4.10,-3.47,-8.41,-0.03,0.02,0.08"
"354807,-2.55,-2.67,-8.39,-0.26,0.10,0.02"
"354811,-0.30,-0.47,-9.22,-0.40,0.22,-0.04"
"354816,1.56,1.60,-8.33,-0.50,0.38,-0.03"
"354820,2.36,3.27,-6.26,-0.39,0.40,0.04"
"354825,2.93,3.64,-4.23,-0.12,0.13,0.13"
"354829,3.22,2.92,-4.36,0.09,-0.10,0.12"
"354833,3.29,2.77,-6.50,0.25,-0.22,0.08"
"354837,2.81,2.56,-7.90,0.29,-0.20,0.05"
"354841,2.19,2.34,-7.60,0.16,-0.07,0.06"
"354844,1.79,2.18,-6.87,0.01,0.01,0.08"
"354848,1.02,1.82,-6.69,-0.06,0.06,0.10"
"354852,0.04,1.51,-6.59,-0.04,0.04,0.09"
"354858,-0.84,0.62,-7.46,0.13,-0.06,0.07"
"354862,-1.83,-0.59,-8.53,0.21,-0.12,0.07"
"354868,-2.85,-1.70,-9.64,0.24,-0.11,0.07"
"354872,-3.31,-2.25,-9.91,0.19,-0.09,0.07"
"354876,-3.70,-2.36,-10.12,0.15,-0.08,0.06"
"354880,-3.84,-2.17,-10.35,0.13,-0.08,0.06"
"354884,-3.62,-1.94,-10.98,0.11,-0.07,0.05"
"354888,-3.18,-1.65,-11.68,0.10,-0.05,0.04"
"354891,-2.56,-0.85,-12.24,0.11,-0.05,0.03"
"354895,-1.96,-0.06,-12.58,0.10,-0.06,0.03"
"354900,-1.23,0.93,-12.35,0.11,-0.09,0.05"
"354904,-0.66,1.58,-12.58,0.12,-0.12,0.05"
"354908,-0.39,2.29,-12.24,0.14,-0.13,0.05"
"354912,0.21,2.37,-11.69,0.16,-0.15,0.05"
"354916,0.37,2.27,-11.38,0.18,-0.16,0.05"
"354920,0.51,2.10,-11.02,0.21,-0.17,0.04"
"354955,-2.32,0.70,-8.25,0.21,-0.27,0.03"
"354959,-1.92,1.12,-8.21,0.18,-0.26,0.03"
"354964,-1.77,1.63,-8.77,0.16,-0.26,0.03"
"354968,-0.91,2.09,-8.96,0.16,-0.26,0.02"
"354974,0.36,2.40,-9.28,0.16,-0.23,-0.01"
"354978,0.80,2.62,-10.07,0.15,-0.21,-0.02"
"354984,1.16,2.41,-10.60,0.18,-0.25,-0.01"
"354988,1.34,1.90,-10.53,0.20,-0.27,0.01"
"354994,1.81,2.50,-10.95,0.18,-0.27,-0.00"
"354998,1.56,3.44,-11.12,0.11,-0.25,0.01"
"355004,1.55,3.69,-10.59,0.08,-0.25,0.02"
"355008,1.74,4.10,-10.55,0.10,-0.25,0.00"
"355014,2.18,4.33,-11.13,0.08,-0.20,-0.02"
"355018,2.60,4.13,-11.34,0.05,-0.15,-0.02"
"355024,3.00,3.79,-10.80,0.02,-0.12,-0.03"
"355028,3.13,3.57,-10.47,0.01,-0.11,-0.03"
"355032,3.27,3.49,-10.35,0.01,-0.11,-0.04"
"355037,3.36,3.52,-9.99,-0.01,-0.10,-0.04"
"355043,4.66,5.82,-12.16,-0.09,-0.05,-0.05"
"355047,9.07,8.86,-13.51,-0.28,0.28,-0.11"
"355051,13.42,11.56,-13.05,-0.72,0.73,-0.22"
"355057,15.32,15.37,-12.23,-1.20,1.38,-0.30"
"355061,15.31,14.37,-9.51,-1.24,1.32,-0.24"
"355067,9.51,4.33,-5.92,-0.81,0.70,-0.15"
"355071,6.20,-6.22,-9.96,-0.12,0.07,-0.09"
"355077,-9.56,-14.76,-6.51,1.35,-0.49,-0.38"
"355081,-16.49,-6.31,-20.60,1.60,-1.25,-0.24"
"355087,-16.56,-10.41,-9.80,0.33,-0.71,0.64"
"355091,-16.48,-8.26,0.39,0.76,-0.16,0.03"
"355096,-12.03,-6.60,-0.31,1.57,-0.10,0.17"
"355102,-6.74,-6.26,-2.89,1.83,0.61,0.50"
"355107,-4.16,-3.65,-0.88,1.61,0.97,0.57"
"355111,-2.21,-2.09,-0.66,1.17,1.06,0.42"
"355117,-0.25,0.05,-2.64,-0.60,0.46,-0.18"
"355121,0.82,-0.99,-3.10,-1.68,-0.02,-0.48"
"355125,3.48,-2.50,-7.48,-2.58,0.04,-0.64"
"355130,3.42,-0.05,-14.40,-3.47,0.29,-1.07"
"355134,11.02,8.15,-44.10,-4.62,1.25,-1.03"
"355138,0.60,14.22,-17.00,-3.30,4.31,0.65"
"355145,5.65,-1.46,8.51,-0.75,1.19,0.39"
"355149,-2.35,-0.39,8.08,0.19,-0.48,-0.29"
"355156,7.03,2.20,-25.37,1.78,-1.61,-0.05"
"355160,-4.81,-0.94,-26.04,2.16,-0.97,-0.42"
"355165,-1.91,5.02,-19.33,0.82,-0.25,0.49"
"355169,-2.40,-6.84,-10.19,-0.61,0.42,0.43"
"355174,-1.00,-0.45,-19.43,-1.07,0.84,-0.52"
"355179,-5.15,2.39,-14.19,-1.18,1.08,-0.09"
"355184,-3.62,-1.80,-4.66,-0.60,0.50,0.21"
"355188,-4.53,-5.87,-8.30,0.39,-0.39,0.09"
"355193,-8.82,-2.95,-16.24,1.05,-0.62,-0.11"
"355198,-8.77,-5.47,-10.87,0.79,-0.39,0.23"
"355202,-5.89,-6.28,-7.78,0.66,-0.12,0.22"
"355205,-4.22,-3.99,-8.15,0.48,-0.05,-0.05"
"355210,-2.68,-2.42,-9.71,-0.15,0.03,-0.15"
"355214,0.32,-1.53,-12.12,-0.84,0.28,-0.22"
"355219,2.87,2.10,-11.88,-1.18,0.83,-0.24"
"355223,3.58,6.63,-7.88,-1.00,1.00,-0.13"
"355227,4.14,4.94,-1.43,-0.58,0.69,0.08"
"355231,3.93,2.43,1.28,-0.02,0.03,0.08"
"355235,3.72,3.10,-0.98,0.33,-0.37,-0.04"
"355239,3.24,3.56,-7.06,0.59,-0.58,-0.06"
"355243,2.45,1.82,-9.17,0.63,-0.48,-0.05"
"355248,1.00,1.16,-7.96,0.30,-0.13,-0.03"
"355252,0.59,0.47,-7.32,-0.01,0.07,-0.01"
"355256,0.13,0.22,-7.26,-0.19,0.23,-0.03"
"355260,-0.70,0.29,-6.70,-0.13,0.22,-0.05"
"355264,-1.08,-0.05,-6.14,0.03,0.09,-0.04"
"355268,-1.91,-1.04,-7.43,0.19,-0.07,-0.02"
"355271,-2.60,-1.45,-9.26,0.32,-0.17,-0.03"
"355275,-3.42,-1.76,-10.27,0.33,-0.15,-0.03"
"355279,-3.42,-2.29,-10.78,0.24,-0.09,-0.02"
"355283,-3.24,-2.31,-11.14,0.14,0.01,-0.05"
"355288,-2.94,-1.30,-12.15,0.03,0.06,-0.09"
"355295,-2.00,0.11,-12.41,0.00,0.06,-0.06"
"355300,-1.52,0.64,-12.79,0.10,-0.02,-0.06"
"355305,-0.99,1.28,-13.12,0.21,-0.11,-0.06"
"355310,-0.46,1.74,-13.72,0.20,-0.10,-0.06"
"355315,0.06,1.93,-12.84,0.15,-0.07,-0.06"
"355320,0.09,1.97,-11.84,0.15,-0.07,-0.06"
"355325,0.06,2.05,-11.04,0.19,-0.13,-0.06"
"355330,-0.44,1.94,-10.12,0.22,-0.18,-0.05"
"355335,-1.30,1.86,-10.04,0.23,-0.22,-0.04"
"355339,-1.80,1.24,-9.21,0.23,-0.23,-0.03"
"355343,-1.92,1.22,-8.85,0.23,-0.23,-0.05"
"355347,-2.52,1.32,-8.66,0.20,-0.22,-0.06"
"355363,-0.78,1.64,-8.24,0.14,-0.17,-0.11"
"355371,-0.69,1.16,-7.77,0.18,-0.21,-0.10"
"355375,0.09,1.30,-9.15,0.21,-0.22,-0.10"
"355380,0.40,1.24,-9.69,0.18,-0.21,-0.10"
"355384,0.85,2.34,-10.53,0.12,-0.18,-0.12"
"355389,0.67,3.12,-9.95,0.06,-0.17,-0.09"
"355393,1.17,3.46,-10.06,0.07,-0.20,-0.08"
"355397,1.22,3.75,-10.39,0.11,-0.21,-0.10"
"355401,1.58,4.03,-10.87,0.13,-0.21,-0.12"
"355405,1.86,4.05,-11.09,0.09,-0.17,-0.11"
"355408,2.06,4.02,-11.35,0.05,-0.13,-0.11"
"355412,3.18,4.76,-12.72,0.00,-0.10,-0.12"
"355416,5.19,7.07,-15.40,-0.11,0.01,-0.15"
"355420,9.94,11.37,-15.82,-0.36,0.27,-0.21"
"355423,13.73,14.40,-15.48,-0.72,0.76,-0.32"
"355429,14.95,15.33,-13.21,-1.02,1.08,-0.30"
"355437,10.84,9.49,-9.35,-0.85,0.88,-0.21"
"355449,-9.94,-11.15,-9.88,1.25,-0.71,-0.22"
"355453,-19.93,-0.44,-22.28,1.06,-1.18,0.21"
"355457,-17.74,-11.68,-13.40,0.37,-0.80,0.87"
"355461,-15.63,-10.74,-2.61,0.69,-0.15,0.22"
"355465,-14.05,-6.59,-0.78,1.23,-0.12,0.16"
"355469,-10.75,-6.96,-2.26,1.63,-0.01,0.45"
"355473,-7.59,-5.58,-2.42,1.75,0.33,0.63"
"355477,-5.04,-3.25,-0.93,1.52,0.74,0.72"
"355481,-3.40,-1.70,-0.09,1.11,0.82,0.61"
"355486,-2.05,-0.03,-0.42,0.26,0.65,0.28"
"355490,-1.53,-0.14,0.10,-0.52,0.36,0.04"
"355495,0.05,-2.13,-2.99,-1.47,0.00,-0.19"
"355500,2.38,-4.45,-7.37,-1.99,0.06,-0.54"
"355505,1.00,-1.14,-12.53,-3.01,0.32,-0.75"
"355510,4.40,-0.93,-32.54,-3.79,1.06,-0.60"
"355515,1.82,10.03,-9.88,-2.26,2.10,0.49"
"355519,4.19,-0.50,5.19,-0.75,0.75,0.42"
"355525,-1.60,1.60,-3.98,0.45,-0.85,-0.12"
"355530,8.15,5.39,-29.46,1.39,-1.32,-0.01"
"355535,-3.97,2.99,-20.39,1.30,-0.61,-0.01"
"355540,1.92,1.52,-14.48,-0.08,0.10,0.37"
"355543,-0.64,-2.36,-18.06,-0.86,0.38,0.13"
"355549,-1.67,4.12,-16.20,-0.99,1.00,-0.06"
"355553,-2.53,2.99,-6.08,-0.63,0.63,0.23"
"355558,-1.96,-1.67,-9.01,0.10,-0.31,0.27"
"355563,-7.14,-1.96,-17.44,0.72,-0.42,0.02"
"355569,-7.28,-5.01,-10.86,0.51,-0.27,0.32"
"355573,-7.76,-7.17,-9.02,0.44,-0.22,0.24"
"355579,-6.77,-4.23,-8.88,0.40,-0.21,0.13"
"355584,-4.11,-3.58,-7.45,0.02,-0.06,0.14"
"355588,-1.54,-2.82,-8.05,-0.23,0.00,0.04"
"355592,0.35,-1.08,-9.87,-0.49,0.13,-0.08"
"355598,2.63,1.96,-9.18,-0.75,0.53,-0.03"
"355602,3.38,4.30,-6.40,-0.56,0.55,0.09"
"355608,3.85,3.64,-1.56,-0.08,0.02,0.18"
"355613,3.87,3.37,-3.19,0.29,-0.35,0.11"
"355617,3.13,3.63,-7.36,0.43,-0.45,0.08"
"355621,2.44,2.76,-8.61,0.42,-0.34,0.09"
"355625,1.64,2.12,-8.15,0.20,-0.16,0.10"
"355629,1.06,1.99,-7.98,-0.00,-0.02,0.11"
"355632,0.08,1.67,-7.79,-0.10,0.05,0.12"
"355636,-0.64,0.96,-7.25,-0.06,0.03,0.11"
"355640,-1.22,0.21,-7.38,0.08,-0.11,0.10"
"355644,-2.00,-0.68,-9.27,0.25,-0.17,0.09"
"355648,-2.50,-1.40,-10.13,0.28,-0.19,0.10"
"355652,-2.92,-2.13,-10.18,0.25,-0.15,0.11"
"355656,-3.14,-2.61,-10.49,0.19,-0.13,0.10"
"355662,-3.21,-2.59,-11.18,0.15,-0.11,0.08"
"355666,-2.85,-2.02,-11.94,0.12,-0.09,0.07"
"355671,-1.99,-0.94,-12.72,0.07,-0.06,0.06"
"355677,-0.74,0.43,-12.69,0.03,-0.02,0.06"
"355681,0.38,1.70,-12.84,0.05,-0.03,0.08"
"355686,1.05,2.32,-12.23,0.13,-0.11,0.09"
"355690,1.72,2.51,-12.13,0.19,-0.14,0.08"
"355694,1.61,2.55,-11.92,0.21,-0.15,0.07"
"355698,1.49,2.79,-11.53,0.20,-0.16,0.08"
"355702,0.96,2.86,-10.83,0.16,-0.16,0.10"
"355747,-0.84,1.19,-8.62,0.12,-0.15,0.05"
"355758,1.10,2.11,-9.21,0.16,-0.19,0.05"
"355763,1.46,2.56,-10.05,0.19,-0.23,0.05"
"355767,1.69,2.98,-10.25,0.18,-0.24,0.05"
"355772,1.94,3.54,-10.60,0.14,-0.21,0.06"
"355776,3.30,5.43,-12.43,0.09,-0.16,0.05"
"355782,11.11,11.86,-15.69,-0.29,0.17,-0.03"
"355785,13.95,15.05,-14.94,-0.68,0.95,-0.20"
"355792,13.76,15.21,-11.13,-1.02,1.07,-0.13"
"355796,9.71,10.68,-7.80,-0.84,0.78,-0.07"
"355801,4.22,0.72,-8.62,0.18,-0.30,0.13"
"355807,-9.18,-13.69,-14.52,1.30,-0.30,-0.08"
"355811,-17.00,-2.57,-21.18,1.46,-1.10,0.31"
"355815,-18.64,-6.06,-16.64,0.62,-0.83,1.24"
"355821,-17.06,-11.22,-4.27,1.03,-0.23,0.70"
"355824,-15.20,-6.10,-3.92,1.35,-0.26,0.64"
"355831,-8.48,-5.50,-3.51,1.50,0.13,0.99"
"355834,-5.57,-3.12,-1.78,1.38,0.40,1.08"
"355841,-2.84,-0.56,-0.33,0.51,0.41,0.84"
"355845,-2.00,-0.15,0.65,-0.11,0.21,0.59"
"355851,-1.27,-1.21,-0.08,-0.80,0.03,0.38"
"355855,0.75,-2.74,-3.07,-1.27,-0.01,0.18"
"355861,1.08,-3.48,-6.62,-1.84,0.14,-0.09"
"355865,1.83,-2.45,-8.81,-2.23,0.37,-0.12"
"355869,3.20,-3.15,-14.32,-2.71,0.64,-0.13"
"355874,-0.60,9.18,-12.82,-1.55,1.98,0.62"
"355878,3.80,4.89,2.06,-0.75,0.52,0.74"
"355884,1.52,1.28,-6.97,0.43,-0.79,0.48"
"355888,7.48,3.33,-27.23,1.21,-1.02,0.34"
"355894,-1.33,5.61,-19.58,0.83,-0.54,0.38"
"355898,2.01,1.48,-16.12,-0.13,-0.01,0.67"
"355903,1.02,2.37,-18.80,-0.75,0.55,0.39"
"355907,0.31,6.15,-13.05,-0.61,0.76,0.43"
"355911,-0.59,3.95,-6.62,-0.22,0.16,0.56"
"355915,-1.24,0.98,-11.63,0.19,-0.38,0.55"
"355919,-5.81,0.50,-17.59,0.51,-0.43,0.44"
"355924,-6.27,-0.63,-14.33,0.29,-0.24,0.55"
"355928,-6.22,-3.65,-12.26,0.08,-0.10,0.56"
"355933,-7.44,-3.48,-11.00,0.06,-0.11,0.46"
"355937,-7.10,-3.24,-8.34,0.12,-0.20,0.49"
"355943,-4.49,-3.19,-8.11,0.21,-0.25,0.49"
"355948,-2.49,-1.74,-8.02,0.08,-0.13,0.41"
"355952,-0.37,-1.04,-7.81,-0.07,-0.03,0.40"
"355958,1.57,0.77,-7.28,-0.25,0.10,0.38"
"355963,2.85,2.33,-6.31,-0.24,0.14,0.41"
"355967,3.29,2.89,-4.70,-0.10,0.02,0.47"
"355972,3.46,2.65,-4.62,0.04,-0.18,0.48"
"355975,3.37,2.63,-5.50,0.20,-0.28,0.46"
"355979,2.82,2.65,-6.51,0.25,-0.30,0.44"
"355983,2.11,2.67,-7.08,0.20,-0.26,0.45"
"355987,1.23,2.44,-7.26,0.12,-0.21,0.47"
"355991,0.45,2.06,-7.23,0.06,-0.17,0.47"
"355994,-0.59,1.71,-7.53,0.06,-0.16,0.47"
"356001,-2.01,0.50,-9.01,0.16,-0.24,0.45"
"356005,-2.46,-0.17,-9.96,0.21,-0.24,0.44"
"356009,-2.79,-0.89,-10.79,0.20,-0.22,0.43"
"356013,-2.94,-1.37,-11.07,0.16,-0.19,0.43"
"356017,-3.22,-1.67,-10.94,0.14,-0.20,0.43"
"356021,-3.33,-1.74,-11.28,0.15,-0.23,0.43"
"356025,-3.14,-1.76,-11.74,0.16,-0.25,0.43"
"356029,-2.73,-1.56,-12.11,0.18,-0.26,0.42"
"356035,-1.39,-0.87,-12.65,0.16,-0.22,0.40"
"356040,-0.45,0.13,-12.56,0.10,-0.16,0.40"
"356045,0.66,1.22,-11.95,0.10,-0.20,0.42"
"356050,0.99,1.73,-11.40,0.14,-0.25,0.43"
"356055,1.29,2.30,-11.32,0.20,-0.30,0.42"
"356060,1.08,2.55,-10.30,0.22,-0.32,0.42"
"356064,0.89,2.71,-10.11,0.20,-0.32,0.42"
"356068,0.54,2.31,-9.25,0.19,-0.30,0.43"
"356073,0.12,1.81,-8.92,0.21,-0.31,0.43"
"356079,-0.37,0.34,-8.43,0.27,-0.34,0.43"
"356083,-0.87,0.30,-8.99,0.29,-0.36,0.39"
"356089,-1.93,0.86,-9.20,0.23,-0.38,0.44"
"356093,-1.93,0.54,-8.62,0.18,-0.36,0.45"
"356097,-1.63,0.05,-8.13,0.22,-0.34,0.42"
"356101,-1.67,0.73,-9.26,0.23,-0.32,0.38"
"356105,-1.71,0.78,-9.44,0.20,-0.32,0.40"
"356108,-0.89,0.52,-8.77,0.20,-0.33,0.42"
"356112,-0.17,0.67,-9.46,0.20,-0.32,0.39"
"356116,0.14,1.22,-10.38,0.19,-0.30,0.37"
"356121,0.59,2.34,-10.36,0.13,-0.28,0.38"
"356145,2.69,2.92,-10.74,0.13,-0.27,0.38"
"356149,3.04,3.32,-10.94,0.12,-0.25,0.38"
"356154,5.64,6.29,-14.00,-0.01,-0.13,0.35"
"356158,12.17,10.83,-15.07,-0.27,0.17,0.30"
"356164,14.31,14.65,-13.71,-0.89,1.00,0.16"
"356168,14.93,14.77,-11.89,-1.01,1.06,0.22"
"356172,12.82,11.96,-9.29,-0.93,0.86,0.24"
"356177,4.82,3.82,-6.28,-0.43,0.05,0.45"
"356181,3.65,-8.06,-13.61,0.76,-0.50,0.51"
"356187,-12.33,-9.48,-12.88,1.73,-1.10,0.44"
"356191,-20.03,-0.96,-21.90,1.12,-1.26,1.20"
"356197,-15.40,-11.24,-3.24,0.68,-0.37,1.36"
