millis, a_x, a_y, a_z, g_x, g_y, g_z
507949,-0.72,0.99,-9.7,0.07,0.36,-0.31
507953,-0.74,0.94,-9.68,0.08,0.35,-0.31
507958,-0.7,1.1,-9.73,0.08,0.33,-0.31
507963,-0.51,1.2,-9.8,0.08,0.32,-0.31
507967,-0.6,1.23,-9.7,0.08,0.32,-0.31
507972,-0.58,1.21,-9.73,0.08,0.3,-0.31
507976,-0.72,1.12,-9.78,0.09,0.29,-0.31
507981,-0.8,1.09,-9.63,0.09,0.28,-0.31
507985,-0.93,1.12,-9.61,0.09,0.26,-0.31
507990,-1.06,0.98,-9.71,0.1,0.24,-0.3
507994,-1.16,1.07,-9.73,0.1,0.22,-0.31
507999,-1.27,1.12,-9.72,0.1,0.21,-0.3
508003,-1.27,1.28,-9.68,0.1,0.2,-0.3
508008,-1.06,1.32,-9.75,0.1,0.19,-0.31
508014,-1.22,1.43,-9.93,0.1,0.17,-0.31
508018,-1.06,1.55,-9.8,0.1,0.15,-0.3
508023,-0.79,1.65,-10.02,0.1,0.14,-0.31
508030,-0.55,1.42,-9.57,0.09,0.14,-0.31
508034,-0.38,1.38,-9.88,0.09,0.12,-0.31
508039,-0.3,1.59,-10.02,0.09,0.1,-0.3
508044,0.09,1.35,-9.72,0.09,0.1,-0.3
508049,0.28,1.71,-9.97,0.08,0.11,-0.32
508055,-0.31,1.98,-9.72,0.08,0.07,-0.29
508060,-0.13,1.53,-9.86,0.09,0.05,-0.28
508084,0.25,1.86,-10.18,0.08,0.03,-0.28
508088,0.67,1.61,-10.02,0.06,0.05,-0.28
508093,0.62,1.35,-9.7,0.06,0.05,-0.29
508097,0.55,1.92,-10.26,0.06,0.03,-0.28
508102,-1.59,1.09,-8.61,0.05,0.01,-0.27
508106,-12.92,-4.05,-0.22,0.24,-0.47,-0.17
508112,-33.48,-9.7,-17.31,0.78,-1.43,-0.22
508117,-48.02,-4.02,-21.96,0.65,-3,-0.43
508121,-34.43,-5.43,-10.51,0.09,-2.04,-0.64
508239,5.02,2.79,-7.7,-0.08,-0.1,-0.3
508244,4.79,2.52,-8.25,-0.08,-0.05,-0.32
508249,4.96,2.11,-8.72,-0.09,0.01,-0.33
508253,5.18,1.93,-9.07,-0.1,0.05,-0.34
508257,5.31,1.65,-9.41,-0.09,0.1,-0.34
508262,5.66,1.13,-9.66,-0.08,0.16,-0.35
508389,-0.47,1.03,-11.48,-0.05,0.53,-0.29
508393,-0.8,0.94,-10.98,-0.05,0.53,-0.29
508398,-1.03,0.79,-10.4,-0.04,0.53,-0.31
508403,-1.13,0.54,-10.01,-0.04,0.53,-0.31
508407,-1.33,0.43,-9.35,-0.03,0.51,-0.31
508412,-1.63,0.28,-9.12,-0.02,0.49,-0.3
508544,-2.36,1.23,-8.53,0.21,-0.4,-0.3
508549,-2.41,1.44,-10.62,0.2,-0.44,-0.29
508553,-2.43,1.02,-9.74,0.2,-0.45,-0.31
508560,-2.12,1.86,-10.55,0.17,-0.45,-0.33
508566,-2.2,1.72,-12.14,0.21,-0.54,-0.3
508571,-2.18,1.86,-12.21,0.2,-0.54,-0.32
508576,-1.45,1.63,-10.85,0.2,-0.56,-0.32
508581,-1.68,2.26,-12.91,0.16,-0.55,-0.32
508586,-0.61,1.88,-12.19,0.18,-0.59,-0.32
508591,-0.41,2.28,-12.61,0.19,-0.58,-0.35
508596,0.45,2.1,-12.41,0.18,-0.58,-0.31
508600,1.11,1.58,-11.89,0.17,-0.59,-0.32
508630,3.89,2.74,-9.96,0.14,-0.5,-0.33
508634,3.89,2.46,-9.53,0.14,-0.49,-0.32
508639,3.74,2.23,-9.61,0.15,-0.49,-0.33
508644,3.47,2.17,-9.8,0.14,-0.46,-0.32
508648,3.32,2.1,-9.83,0.13,-0.44,-0.32
508654,3.14,2.02,-9.87,0.12,-0.42,-0.32
508658,3.32,1.94,-9.9,0.12,-0.39,-0.32
508664,3.57,1.92,-9.94,0.11,-0.36,-0.33
508668,3.75,2.05,-9.92,0.11,-0.32,-0.34
508673,4.13,2.27,-9.59,0.09,-0.28,-0.34
508679,4.92,2.81,-9.57,0.06,-0.21,-0.35
508683,5.73,3.3,-9.08,0.04,-0.17,-0.33
508689,6.84,3.45,-8.81,0,-0.07,-0.32
508695,6.56,3.01,-7.91,0,-0.05,-0.33
508701,5.04,2.73,-7.96,0.05,-0.14,-0.28
508706,4.41,2.71,-8.43,0.04,-0.13,-0.27
508711,3.18,2.6,-8.53,0.01,-0.1,-0.27
508716,2.57,3.04,-9.07,-0.01,-0.06,-0.28
508721,2.7,2.13,-8.52,-0.04,0.02,-0.29
508726,3.22,1.97,-8.8,-0.05,0.1,-0.33
508730,3.32,2.11,-8.77,-0.06,0.11,-0.33
508735,3.4,1.9,-8.71,-0.06,0.11,-0.32
508740,3.55,1.86,-9.06,-0.07,0.12,-0.32
508744,3.68,2.16,-8.93,-0.08,0.16,-0.32
508749,3.66,2.28,-8.88,-0.09,0.17,-0.31
508754,3.35,2.65,-8.88,-0.1,0.18,-0.31
508758,2.97,2.5,-8.73,-0.1,0.2,-0.31
508764,3.06,1.77,-9.38,-0.12,0.26,-0.32
508769,3.28,1.86,-9.13,-0.12,0.29,-0.33
508774,3.31,2.35,-9.11,-0.13,0.29,-0.32
508780,3.22,1.86,-9.99,-0.13,0.3,-0.31
508784,3,1.78,-9.84,-0.15,0.34,-0.33
508790,3.02,2.16,-10.21,-0.15,0.36,-0.33
508795,3.2,2.12,-10.83,-0.16,0.38,-0.32
508800,3.31,1.93,-10.83,-0.17,0.42,-0.33
508805,3.38,1.88,-11.14,-0.17,0.44,-0.33
508810,3.25,1.7,-11.44,-0.16,0.45,-0.31
508814,2.82,1.48,-11.41,-0.16,0.46,-0.31
508820,1.9,1.32,-11.16,-0.16,0.43,-0.31
508824,1.37,0.73,-11.21,-0.13,0.43,-0.3
508829,0.85,0.25,-11.47,-0.11,0.43,-0.31
508834,0.45,0.21,-10.96,-0.12,0.45,-0.31
508838,-0.08,0.22,-10.96,-0.13,0.44,-0.3
508843,-0.58,0.09,-10.75,-0.12,0.42,-0.3
508848,-0.98,-0.11,-10.53,-0.09,0.39,-0.3
508852,-1.21,-0.03,-10.71,-0.08,0.4,-0.29
508857,-1.24,-0.04,-10.35,-0.09,0.39,-0.29
508862,-1.24,-0.12,-10.28,-0.08,0.39,-0.3
508866,-1.15,0.06,-10.15,-0.07,0.39,-0.3
508871,-0.91,0.12,-9.91,-0.06,0.37,-0.3
508894,-1.71,-0.25,-9.72,0,0.26,-0.28
508898,-2.04,-0.35,-9.39,0.01,0.25,-0.28
508904,-2.16,-0.38,-9.5,0.04,0.21,-0.28
508908,-2.36,-0.36,-9.26,0.05,0.19,-0.28
508913,-2.37,-0.05,-9.11,0.05,0.16,-0.28
508918,-2.55,0.09,-9.03,0.06,0.14,-0.28
508923,-2.36,0.33,-9.18,0.07,0.11,-0.27
508928,-2.17,0.48,-9.22,0.07,0.1,-0.27
508932,-2.17,0.64,-8.97,0.08,0.08,-0.28
508937,-2.36,0.78,-9.12,0.09,0.04,-0.27
508942,-2.16,0.63,-9.11,0.1,0.02,-0.26
508947,-2.11,0.46,-9.26,0.09,0.01,-0.27
508952,-2.11,0.4,-9.17,0.11,-0.02,-0.26
508957,-1.81,0.69,-9.85,0.12,-0.05,-0.26
508962,-1.94,0.57,-9.3,0.12,-0.06,-0.26
508966,-1.48,0.47,-9.79,0.13,-0.09,-0.26
508971,-2.01,0.66,-9.33,0.13,-0.11,-0.26
508976,-2.08,0.94,-10.15,0.15,-0.16,-0.23
508981,-2.02,0.78,-9.56,0.14,-0.16,-0.24
508986,-1.69,1.05,-9.77,0.15,-0.19,-0.25
508990,-1.77,0.89,-9.37,0.14,-0.19,-0.24
508995,-1.26,0.87,-9.84,0.16,-0.24,-0.24
509000,-0.79,1.45,-10.36,0.16,-0.22,-0.26
509005,-0.34,1.6,-9.14,0.13,-0.23,-0.24
509009,-0.49,1.44,-9.05,0.15,-0.25,-0.24
509014,-0.34,1.92,-10.74,0.17,-0.31,-0.22
509019,-0.29,1.79,-9.39,0.15,-0.27,-0.23
509024,0.04,1.28,-10.11,0.15,-0.28,-0.23
509028,-0.37,1.27,-10.31,0.16,-0.3,-0.23
509034,0.27,1.29,-10.26,0.16,-0.32,-0.23
509038,0.09,1.48,-10.58,0.16,-0.3,-0.24
509044,0.78,1.78,-10.98,0.15,-0.29,-0.22
509050,0.86,1.29,-10.19,0.14,-0.29,-0.22
509056,1.13,1.95,-11.52,0.17,-0.33,-0.22
509061,1.1,1.77,-10.67,0.15,-0.31,-0.21
509065,1.68,1.76,-10.9,0.15,-0.3,-0.21
509070,1.76,2.21,-10.96,0.13,-0.27,-0.22
509074,1.99,2.28,-10.16,0.13,-0.28,-0.2
509079,2.14,2.41,-10.49,0.13,-0.29,-0.21
509084,2.27,2.45,-10.05,0.13,-0.28,-0.2
509089,2.41,2.53,-10.08,0.12,-0.27,-0.2
509094,2.5,2.39,-9.69,0.1,-0.23,-0.2
509099,2.64,2.38,-9.39,0.1,-0.23,-0.19
509104,2.83,2.58,-9.33,0.09,-0.22,-0.18
509108,2.95,2.52,-9.2,0.08,-0.19,-0.18
509114,2.96,2.53,-8.96,0.06,-0.17,-0.18
509118,2.68,2.42,-8.93,0.06,-0.17,-0.19
509124,2.75,2.35,-9.42,0.05,-0.16,-0.19
509128,3.12,2.21,-9.21,0.03,-0.11,-0.2
509132,3.15,2.25,-9.13,0.02,-0.08,-0.2
509137,3.24,2.53,-9.3,0.02,-0.08,-0.19
509142,3.21,2.62,-9.34,0.01,-0.07,-0.19
509146,3.19,2.61,-9.46,0,-0.05,-0.19
509150,3.19,2.59,-9.49,-0.01,-0.03,-0.2
509155,3.35,2.72,-9.39,-0.02,-0.01,-0.2
509160,3.62,2.68,-9.32,-0.04,0.03,-0.2
509235,2.02,1.6,-10.09,-0.13,0.32,-0.2
509240,1.75,1.56,-10.16,-0.13,0.33,-0.2
509244,1.86,1.46,-10.38,-0.13,0.35,-0.2
509249,1.74,1.33,-10.41,-0.14,0.36,-0.2
509254,1.72,1.26,-10.53,-0.14,0.37,-0.2
509263,1.48,1.19,-10.51,-0.13,0.38,-0.2
509268,1.39,1.14,-10.45,-0.13,0.37,-0.2
509353,-1.65,0.44,-9.49,-0.02,0.17,-0.17
509357,-1.54,0.34,-9.59,-0.02,0.15,-0.17
509362,-1.74,0.33,-9.48,-0.02,0.14,-0.17
509366,-1.57,0.4,-9.57,-0.01,0.11,-0.17
509371,-1.63,0.42,-9.51,0,0.1,-0.17
509375,-1.63,0.56,-9.56,0.01,0.08,-0.17
509380,-1.45,0.45,-9.74,0.01,0.07,-0.17
509385,-1.21,0.34,-9.62,0.02,0.06,-0.17
509389,-1.21,0.41,-9.56,0.03,0.04,-0.17
509395,-1.21,0.33,-9.81,0.05,0,-0.15
509408,-1.41,1,-9.73,0.06,-0.05,-0.15
509412,-1.05,0.56,-9.49,0.06,-0.05,-0.15
509420,-0.95,0.78,-9.72,0.07,-0.06,-0.16
509425,-0.86,0.82,-9.64,0.08,-0.1,-0.14
509439,-17.33,-14.35,1.38,0.5,-0.73,0.01
509444,-31.73,-24.13,-17.51,1.86,-1.75,-0.11
509448,-41.26,-18.47,-27.16,2.45,-2.63,-0.11
509453,-25.66,-17.66,-7.14,2.05,-1.22,0.16
509457,-17.55,-4.58,-1.51,3.37,0.5,0.65
509463,-6.05,3.83,-28.36,-0.2,-0.03,0.43
509469,-22.47,-16.49,-2.7,-1.42,-1.28,-1.39
509474,-4.59,-0.96,-19.19,-0.62,-0.45,-0.95
509478,5.37,-0.93,-19.49,-1.95,0.2,-1.01
509483,4.08,9.27,-21.45,-2.27,1.41,-0.7
509487,2.85,8.84,5.72,-0.63,0.44,-0.66
509492,1.85,-1.09,7.52,1.14,-0.98,-0.21
509497,-5.18,12.73,-8.78,1.35,-2.69,-0.22
509501,6.8,-0.96,-32.32,1.08,-1.86,0.43
509506,-3.74,-5.21,-9.71,0.87,-0.44,-0.59
509519,3.94,3,-7.89,0.06,-0.47,-0.21
509524,1.26,5.75,-11.52,0.67,-0.89,-0.3
509665,4.57,2.39,-10.3,-0.21,0.38,-0.31
509672,4.12,2.34,-10.9,-0.24,0.42,-0.3
509678,3.86,2.33,-11.56,-0.25,0.45,-0.29
509683,3.86,2.23,-11.98,-0.26,0.48,-0.3
509688,3.84,2.13,-12.39,-0.26,0.51,-0.3
509692,3.54,2.16,-13.06,-0.26,0.53,-0.3
509697,3.46,2.35,-13.28,-0.27,0.55,-0.29
509701,3.21,2.81,-13.64,-0.28,0.56,-0.29
509706,3.26,3.11,-13.63,-0.29,0.57,-0.28
509712,3.01,3.39,-13.17,-0.32,0.61,-0.29
509717,3.19,3.63,-12.6,-0.34,0.62,-0.29
509722,2.81,3.52,-12.24,-0.35,0.65,-0.29
509727,2.41,2.57,-11.75,-0.35,0.64,-0.29
509732,1.17,1.1,-11.66,-0.3,0.61,-0.29
509737,0.44,-0.1,-11.97,-0.26,0.59,-0.29
509743,-0.72,-0.88,-11.61,-0.27,0.59,-0.29
509747,-1.57,-1.61,-11.22,-0.27,0.59,-0.28
509752,-2.55,-2.12,-10.94,-0.25,0.55,-0.28
509757,-3.3,-2.59,-10.79,-0.19,0.51,-0.28
509762,-3.95,-2.83,-10.83,-0.16,0.47,-0.28
509767,-4.39,-2.66,-10.35,-0.15,0.44,-0.27
509772,-4.36,-2.37,-10.68,-0.14,0.42,-0.27
509777,-4.03,-1.66,-10.77,-0.13,0.41,-0.27
509848,-2.5,-0.6,-7.36,0.16,-0.07,-0.27
509854,-2.3,-0.66,-8.02,0.18,-0.11,-0.27
509859,-2.5,-0.58,-8.81,0.2,-0.15,-0.27
509867,-2.55,-0.5,-8.67,0.22,-0.18,-0.27
509872,-2.88,-0.67,-9.78,0.25,-0.25,-0.24
509877,-3.21,-0.86,-9.56,0.27,-0.27,-0.26
509883,-2.84,-0.12,-9.84,0.28,-0.29,-0.27
509887,-3.09,-0.08,-9.82,0.28,-0.34,-0.25
509892,-3.24,-0.58,-9.86,0.31,-0.37,-0.25
509897,-2.91,-0.14,-10.58,0.34,-0.39,-0.25
509901,-2.57,0.14,-10.09,0.32,-0.41,-0.25
509905,-2.27,0.27,-10.3,0.33,-0.43,-0.25
509910,-2.09,0.41,-10.02,0.35,-0.46,-0.26
509915,-1.69,0.31,-10.52,0.38,-0.49,-0.24
509919,-1.05,0.38,-11.54,0.37,-0.48,-0.25
509924,-1.01,0.3,-9.83,0.36,-0.48,-0.25
509929,-0.51,0.66,-11.1,0.4,-0.54,-0.24
509933,-1.04,0.21,-10.83,0.4,-0.54,-0.24
510020,3.67,3.27,-9.75,0.3,-0.36,-0.24
510024,3.68,3.29,-9.38,0.29,-0.35,-0.24
510029,3.9,3.49,-9.25,0.27,-0.32,-0.25
510034,3.86,3.72,-8.79,0.24,-0.29,-0.25
510038,3.86,3.81,-8.33,0.22,-0.26,-0.25
510043,3.82,3.89,-8.02,0.2,-0.25,-0.25
510047,3.88,3.86,-7.82,0.19,-0.22,-0.25
510052,3.84,3.82,-7.49,0.17,-0.2,-0.25
510057,4,4.02,-7.98,0.14,-0.16,-0.26
510065,4.22,4.33,-7.37,0.07,-0.08,-0.27
510069,3.91,4.58,-7.38,0.05,-0.07,-0.26
510074,3.91,4.09,-7.24,0.04,-0.07,-0.24
510078,4.15,3.63,-8.15,0.03,-0.05,-0.26
510083,4.28,3.49,-8.09,0,0.01,-0.27
510087,4.46,3.51,-7.64,-0.02,0.04,-0.27
510092,4.25,3.53,-7.86,-0.04,0.06,-0.27
510097,4.38,3.49,-8.32,-0.06,0.09,-0.27
510102,4.19,3.73,-8.2,-0.09,0.13,-0.27
510106,4.19,4.01,-8.43,-0.1,0.13,-0.27
510112,4.12,4.32,-8.75,-0.13,0.17,-0.28
510116,4.26,4.44,-8.75,-0.17,0.23,-0.28
510121,4.7,4.22,-8.39,-0.21,0.28,-0.29
510126,5.08,4.49,-8.82,-0.24,0.32,-0.29
510131,5.21,4.13,-9.22,-0.28,0.37,-0.29
510136,4.53,3.13,-8.6,-0.26,0.35,-0.29
510141,4.15,3.08,-10.16,-0.23,0.34,-0.29
510145,3.89,2.4,-10.2,-0.27,0.38,-0.29
510153,3.27,2.45,-10.95,-0.32,0.45,-0.29
510158,3.07,2.12,-10.38,-0.32,0.46,-0.28
510162,3.36,2.45,-10.62,-0.32,0.5,-0.3
510168,2.78,2.22,-11,-0.34,0.51,-0.28
510173,2.86,1.97,-10.97,-0.34,0.52,-0.29
510178,2.33,1.8,-11.24,-0.33,0.53,-0.29
510184,1.9,1.6,-11.48,-0.34,0.54,-0.29
510188,1.76,1.28,-11.5,-0.35,0.56,-0.29
510193,1.47,1.27,-11.6,-0.34,0.56,-0.29
510198,1.04,1.02,-11.64,-0.33,0.56,-0.29
510204,0.68,0.74,-11.65,-0.33,0.55,-0.29
510208,0.31,0.54,-11.69,-0.32,0.55,-0.29
510213,0.22,0.2,-11.41,-0.31,0.55,-0.28
510217,-0.11,0.08,-11.32,-0.31,0.54,-0.28
510224,-0.47,-0.03,-11.15,-0.29,0.52,-0.27
510229,-0.8,-0.07,-10.73,-0.28,0.5,-0.27
510233,-1.23,-0.16,-10.51,-0.26,0.48,-0.27
510238,-1.47,-0.3,-10.38,-0.25,0.46,-0.27
510244,-1.75,-0.74,-9.87,-0.23,0.45,-0.27
510249,-1.72,-0.88,-9.74,-0.22,0.44,-0.26
510253,-1.75,-0.93,-9.55,-0.21,0.43,-0.27
510258,-1.9,-0.71,-9.49,-0.19,0.4,-0.26
510264,-2.01,-0.65,-9.49,-0.16,0.36,-0.26
510269,-2.06,-0.75,-9.57,-0.15,0.35,-0.26
510274,-2.15,-0.6,-9.47,-0.13,0.32,-0.25
510279,-1.97,-0.62,-9.66,-0.12,0.3,-0.25
510284,-1.85,-0.52,-9.49,-0.11,0.29,-0.26
510289,-2.01,-0.43,-9.43,-0.09,0.26,-0.25
510293,-1.82,-0.23,-9.75,-0.08,0.23,-0.25
510298,-2.12,-0.34,-9.43,-0.06,0.21,-0.24
510304,-2.14,-0.2,-9.24,-0.04,0.17,-0.23
510309,-2.07,-0.15,-9.27,-0.03,0.15,-0.24
510314,-2.49,-0.32,-9.1,-0.02,0.13,-0.23
510318,-2.1,-0.52,-9.27,0,0.09,-0.23
510323,-2.45,-0.77,-9.17,0.01,0.08,-0.23
510339,-1.6,0.15,-8.77,0.06,0.01,-0.22
510343,-1.52,0.43,-9.42,0.06,-0.02,-0.22
510412,-0.56,0.71,-9.98,0.19,-0.27,-0.18
510417,-0.01,1.45,-12.2,0.22,-0.24,-0.21
510422,-0.06,1.36,-10.69,0.17,-0.24,-0.16
510426,0.63,1.43,-11.14,0.19,-0.26,-0.17
510431,0.35,1.56,-10.95,0.21,-0.27,-0.18
510435,0.68,1.79,-10.94,0.21,-0.29,-0.17
510440,0.78,2.02,-10.66,0.19,-0.27,-0.17
510444,0.97,2.26,-10.81,0.18,-0.27,-0.16
510592,2.94,2.9,-9.06,-0.23,0.31,-0.17
510597,3.03,2.9,-9.36,-0.25,0.33,-0.17
510602,3.12,2.7,-9.55,-0.27,0.37,-0.18
510607,3.21,2.59,-9.56,-0.28,0.39,-0.17
510613,3.14,2.45,-9.98,-0.29,0.41,-0.18
510617,2.94,2.46,-10.24,-0.29,0.42,-0.18
510622,2.7,2.36,-10.39,-0.3,0.43,-0.17
510626,2.61,2.23,-10.54,-0.3,0.45,-0.18
510631,2.32,2.22,-10.66,-0.31,0.46,-0.18
510636,2.05,2.13,-10.83,-0.32,0.46,-0.17
510641,1.65,2.04,-10.79,-0.33,0.47,-0.17
510645,1.49,1.85,-10.81,-0.32,0.47,-0.17
510650,1.1,1.67,-10.96,-0.32,0.47,-0.17
510655,0.96,1.62,-10.96,-0.33,0.48,-0.18
510659,0.72,1.49,-10.73,-0.33,0.48,-0.17
510665,0.53,1.41,-10.73,-0.33,0.48,-0.17
510670,0.47,1.29,-10.64,-0.33,0.48,-0.18
510675,0.24,1.32,-10.53,-0.34,0.48,-0.18
510680,0.09,1.16,-10.38,-0.33,0.46,-0.17
510686,-0.03,1.07,-10.44,-0.32,0.45,-0.17
510691,-0.11,0.95,-10.42,-0.33,0.45,-0.17
510696,-0.07,0.87,-10.42,-0.33,0.45,-0.17
510702,-0.21,0.63,-10.29,-0.32,0.44,-0.18
510707,-0.52,0.31,-10.27,-0.3,0.42,-0.18
510712,-0.8,0.16,-10.24,-0.28,0.4,-0.17
510717,-0.9,-0.02,-10.26,-0.28,0.38,-0.17
510722,-1.15,-0.16,-10.2,-0.27,0.38,-0.17
510727,-1.33,-0.29,-10.09,-0.26,0.36,-0.17
510732,-2.45,-1.08,-8.92,-0.23,0.33,-0.16
510736,-7.1,-10.39,-2.12,-0.01,0.13,-0.15
510741,-28.82,-31.06,-14.55,0.96,-0.39,-0.16
510746,-39,-43.87,-38.62,3,-1.46,0.1
510750,-27.37,-31.66,-11.6,4.09,-0.44,0.32
510759,-14.67,0.34,-26.56,2.82,0.78,-0.26
510769,-10.54,-10.91,-14.75,0.01,0.42,-0.54
510774,0.71,-4.08,-1.21,-1.98,0.06,-0.79
510779,-1.94,-8.64,0.59,-1.95,-0.69,-0.84
510784,-0.39,-0.67,-16.97,-1.98,-0.76,-1.27
510788,-0.7,7.1,-26.53,-1.91,1.12,-0.68
510793,0.81,3.43,3.69,-0.37,0.67,-0.24
510798,-2.91,-1.77,10.11,1.13,-0.42,-0.29
510803,-9.16,6.48,-2.94,1.32,-2.22,-0.07
510807,11.21,-11.24,-38.75,1.12,-0.68,0.42
510812,-5.03,-4.32,-4.7,0.87,-0.24,-0.51
510818,1.38,2.12,-21.54,0.08,-0.27,-0.4
510822,-2,1.97,-15.67,-0.31,0.18,-0.02
510829,1.38,7.12,-9.62,0.5,-0.43,-0.23
510834,1.44,7.63,-16.58,0.71,-0.78,-0.02
510838,2.61,2.95,-16.14,0.65,-0.71,-0.06
510843,2.18,5.33,-14.87,0.52,-0.4,-0.24
510848,2.92,7.27,-12.86,0.21,-0.26,-0.17
510856,4.9,9.14,-10.03,0.23,-0.22,-0.23
510861,5.9,8.81,-8.72,0.22,-0.23,-0.21
510865,6.6,7.81,-7.98,0.19,-0.25,-0.17
510870,6.43,6.27,-7.04,0.2,-0.28,-0.17
510874,5.04,4.86,-6.26,0.22,-0.31,-0.16
510879,4.09,3.46,-6.41,0.22,-0.37,-0.14
510883,3.09,2.17,-6.92,0.23,-0.36,-0.13
510943,4.48,5.03,-8.44,-0.05,-0.04,-0.19
510947,4.62,5.21,-8.94,-0.08,-0.01,-0.2
510953,4.72,5.56,-9.65,-0.15,0.05,-0.21
510960,4.88,5.46,-10.01,-0.2,0.11,-0.22
510965,4.98,5.27,-10.83,-0.22,0.13,-0.22
510974,4.9,4.57,-11.22,-0.25,0.19,-0.22
510978,4.68,3.82,-11.2,-0.26,0.22,-0.22
510983,4.17,3.06,-11.45,-0.27,0.22,-0.22
510989,3.73,2.51,-11.56,-0.29,0.25,-0.23
510993,3.3,2.51,-11.53,-0.31,0.29,-0.23
510998,2.98,2.46,-10.6,-0.34,0.31,-0.22
511003,2.78,2.36,-9.97,-0.34,0.32,-0.22
511009,2.62,2.54,-9.73,-0.35,0.33,-0.22
511015,2.47,2.51,-9.27,-0.37,0.36,-0.22
511019,2.5,2.72,-9.33,-0.39,0.38,-0.23
511024,2.58,2.57,-9.55,-0.4,0.41,-0.24
511028,2.51,2.34,-9.72,-0.41,0.43,-0.24
511033,2.31,1.9,-9.78,-0.41,0.43,-0.24
511039,1.86,1,-10.32,-0.37,0.42,-0.24
511044,1.66,0.24,-11.2,-0.35,0.41,-0.24
511048,1.16,-0.21,-11.69,-0.35,0.44,-0.24
511053,0.54,-0.79,-12.01,-0.36,0.45,-0.23
511059,-0.05,-1.23,-12.47,-0.32,0.42,-0.23
511064,-0.59,-1.64,-12.57,-0.28,0.4,-0.23
511069,-1.28,-2.02,-12.7,-0.26,0.39,-0.22
511074,-1.73,-2.14,-12.45,-0.24,0.37,-0.21
511078,-1.94,-2.31,-12.19,-0.21,0.34,-0.21
511083,-2.17,-2.37,-11.87,-0.18,0.32,-0.21
511088,-2.3,-2.3,-11.19,-0.15,0.3,-0.2
511096,-2.26,-1.77,-10.59,-0.12,0.26,-0.19
511100,-2.02,-1.33,-10.18,-0.1,0.24,-0.2
511105,-1.72,-0.93,-9.38,-0.09,0.23,-0.19
511111,-1.57,-0.74,-8.48,-0.05,0.19,-0.18
511118,-1.61,-0.84,-8.01,-0.02,0.17,-0.19
511128,-1.45,-0.99,-7.43,0.01,0.13,-0.19
511132,-1.35,-0.97,-7.44,0.03,0.11,-0.19
511138,-1.37,-0.78,-7.48,0.05,0.1,-0.19
511142,-1.35,-1.04,-7.39,0.06,0.09,-0.19
511147,-1.41,-1.05,-8.25,0.08,0.07,-0.2
511152,-1.47,-1.16,-8.32,0.1,0.06,-0.2
511157,-1.31,-1.24,-8.83,0.12,0.03,-0.18
511162,-2.22,-1.44,-9.04,0.16,-0.01,-0.18
511167,-2.42,-1.41,-9.58,0.2,-0.07,-0.17
511172,-2.98,-1.69,-10.1,0.22,-0.09,-0.17
511176,-2.75,-1.64,-10.68,0.23,-0.08,-0.18
511181,-2.49,-1.39,-10.4,0.23,-0.09,-0.18
511186,-2.27,-1.24,-10.63,0.26,-0.12,-0.18
511190,-2.48,-1.14,-10.23,0.29,-0.17,-0.17
511196,-2.23,-1,-11.18,0.32,-0.21,-0.17
511212,-1.6,0.55,-10.16,0.33,-0.26,-0.17
511217,-0.32,0.61,-9.91,0.37,-0.27,-0.18
511222,0.27,0.69,-10.35,0.36,-0.23,-0.19
511226,0.57,0.68,-8.69,0.36,-0.27,-0.17
511232,-0.07,1.11,-9.83,0.4,-0.34,-0.16
511238,-0.55,1.19,-9.41,0.39,-0.36,-0.14
511244,-0.2,0.57,-9.71,0.4,-0.31,-0.16
511250,-0.26,1.05,-9.66,0.41,-0.34,-0.16
511255,-0.18,1.26,-10.16,0.42,-0.38,-0.15
511259,0.35,1.58,-10.98,0.4,-0.33,-0.17
511264,0.55,1.65,-10.82,0.38,-0.3,-0.18
511268,0.61,1.78,-11.19,0.39,-0.33,-0.16
511273,0.4,1.86,-11.29,0.41,-0.38,-0.14
511280,0.24,1.9,-11.87,0.41,-0.38,-0.15
511285,0.5,2.14,-11.99,0.39,-0.37,-0.15
511290,0.79,2.6,-11.65,0.37,-0.36,-0.15
511294,1.12,3.17,-11.38,0.36,-0.36,-0.15
511300,1.51,3.68,-11.18,0.34,-0.36,-0.15
511305,1.69,3.97,-11.16,0.32,-0.35,-0.15
511310,2.03,4.36,-10.56,0.3,-0.34,-0.15
511316,2.66,4.6,-9.98,0.27,-0.32,-0.16
511321,2.87,4.75,-9.56,0.24,-0.29,-0.15
511325,3.05,4.35,-9.15,0.22,-0.29,-0.15
511330,3.06,3.91,-9,0.22,-0.3,-0.15
511334,3.03,3.77,-9.29,0.21,-0.27,-0.15
511339,2.94,3.27,-8.64,0.18,-0.26,-0.15
511344,2.79,3.26,-8,0.16,-0.24,-0.16
511350,3.21,4.21,-8.46,0.14,-0.23,-0.14
511354,2.86,4.13,-8.31,0.09,-0.19,-0.12
511360,3.04,3.7,-7.37,0.05,-0.15,-0.14
511366,2.69,4.1,-8.65,0.05,-0.17,-0.14
511371,2.06,3.63,-8.36,0.02,-0.14,-0.14
511377,2.9,3.58,-8.84,0,-0.07,-0.16
511381,3.25,3.48,-8.66,-0.03,-0.08,-0.15
511386,3.23,3.36,-8.3,-0.05,-0.05,-0.15
511391,3.94,3.49,-10,-0.06,-0.02,-0.15
511396,3.69,3.11,-8.87,-0.09,0.02,-0.17
