millis, a_x, a_y, a_z, g_x, g_y, g_z
505285,1.08,1.92,-10,0.09,0.07,-0.42
505289,1,1.81,-9.82,0.08,0.07,-0.41
505295,1.19,1.81,-10.03,0.08,0.07,-0.41
505299,0.95,1.74,-9.9,0.07,0.07,-0.41
505305,0.76,1.77,-10.14,0.07,0.06,-0.41
505309,1.1,1.75,-10.22,0.07,0.08,-0.41
505315,1.12,1.54,-9.99,0.06,0.09,-0.41
505319,1.14,1.49,-10.23,0.07,0.08,-0.41
505325,1.14,1.19,-10.08,0.07,0.07,-0.4
505329,1.31,1.23,-10.46,0.07,0.09,-0.41
505334,1.56,1.08,-9.89,0.06,0.11,-0.4
505339,1.76,0.97,-10.13,0.07,0.11,-0.41
505344,1.26,1.02,-9.95,0.08,0.09,-0.4
505349,1.37,0.71,-9.83,0.08,0.09,-0.39
505353,1.42,0.88,-10.4,0.08,0.11,-0.4
505358,1.43,0.71,-9.2,0.08,0.13,-0.4
505365,1.37,0.55,-9.95,0.1,0.12,-0.4
505370,1.59,0.16,-9.65,0.11,0.12,-0.39
505376,1.54,0.33,-9.79,0.12,0.15,-0.4
505380,1.61,0.22,-9.74,0.12,0.15,-0.39
505385,1.6,0.27,-9.8,0.14,0.15,-0.39
505389,1.39,0.44,-9.86,0.15,0.15,-0.39
505394,1.23,0.23,-10.01,0.15,0.15,-0.38
505398,1.43,0.45,-10.15,0.16,0.17,-0.39
505402,1.34,0.33,-9.91,0.16,0.17,-0.39
505407,1.37,0.54,-10.07,0.17,0.17,-0.38
505411,1.21,0.48,-10.13,0.18,0.17,-0.38
505416,1.31,0.52,-9.96,0.19,0.17,-0.38
505420,1.34,1.02,-7.87,0.19,0.18,-0.38
505424,-5.12,7.49,-6.31,0.11,-0.29,-0.36
505429,-28.51,37.75,-35.18,-0.69,-0.23,-0.14
505436,-8.99,40.07,-6.82,-2.4,3.34,-0.75
505441,-9.46,16.01,32.53,-0.11,4.76,-2.34
505446,-13.82,15.74,21.64,0.9,-1.03,-1.15
505451,-0.86,23.13,-7.99,-0.34,-4.49,0.1
505455,8.41,0.98,-24.81,-0.16,-5.18,1.37
505460,17.28,-18.98,-45.86,2.64,-1.92,-0.54
505464,-11.81,6.77,-9.71,0.84,0.33,-0.92
505470,1.12,-4.52,-1.64,-1.39,0.19,-0.5
505474,-0.11,6.04,-25.5,-1.59,0.22,-1.03
505480,0.32,8.43,-7.16,-1.16,0.93,-0.79
505484,-2.38,4.4,3.45,-0.35,0.45,-0.66
505490,-3.96,10.22,-9.26,-0.16,-0.87,-0.39
505494,0.12,2.81,-10.89,0.01,-0.92,-0.22
505499,2.92,-2.04,-15.68,0.29,-0.39,-0.59
505508,1.77,-1.65,-11.92,-0.43,0.23,-0.69
505518,3.57,-2.2,-8.62,-0.17,-0.13,-0.53
505523,3.65,-2.28,-9.34,0.01,-0.15,-0.59
505528,4.1,-2.4,-8.64,-0.08,0.03,-0.59
505533,3.77,-3.01,-7.67,-0.16,0.12,-0.57
505538,3.67,-3.44,-7,-0.05,0.07,-0.56
505542,3.36,-2.97,-7.52,0.03,0.02,-0.54
505548,2.98,-2.36,-8.09,0.02,0.02,-0.51
505552,2.54,-2.43,-8.07,0.03,0.04,-0.49
505557,2.2,-2.59,-8.32,0.08,0.06,-0.51
505561,1.88,-2.46,-9.08,0.12,0.09,-0.53
505566,1.55,-2.65,-9.38,0.14,0.1,-0.52
505571,1.43,-2.71,-10.07,0.18,0.1,-0.52
505575,1.5,-2.17,-10.47,0.21,0.11,-0.52
505579,1.56,-1.76,-10.49,0.23,0.13,-0.52
505584,1.58,-1.23,-10.46,0.23,0.12,-0.5
505591,1.96,0.08,-10.29,0.25,0.13,-0.5
505596,2.23,0.64,-10,0.26,0.15,-0.5
505600,2.57,0.71,-9.75,0.28,0.19,-0.51
505604,2.99,0.37,-9.48,0.31,0.21,-0.52
505608,3.11,0.12,-9.16,0.32,0.23,-0.52
505616,3.13,-0.45,-8.97,0.34,0.25,-0.51
505660,0.59,1.58,-11.25,0.42,0.3,-0.5
505665,1,1.8,-11.54,0.43,0.32,-0.51
505670,1.47,2,-11.94,0.43,0.32,-0.51
505675,1.37,2.21,-12.17,0.42,0.32,-0.5
505679,1.64,2.4,-12.33,0.41,0.32,-0.5
505684,1.62,2.59,-12.44,0.41,0.32,-0.5
505688,1.54,2.34,-12.39,0.41,0.33,-0.5
505692,1.6,2.29,-12.31,0.41,0.33,-0.5
505697,1.42,2.22,-11.97,0.41,0.33,-0.5
505702,1.15,2.21,-11.35,0.4,0.32,-0.49
505706,0.79,2.12,-10.72,0.4,0.31,-0.49
505711,0.33,2.03,-10.2,0.4,0.29,-0.49
505715,-0.29,2.12,-9.94,0.4,0.27,-0.49
505720,-0.95,2.16,-9.44,0.39,0.25,-0.48
505724,-1.31,2.2,-9.16,0.38,0.24,-0.49
505730,-1.45,2.51,-8.52,0.36,0.25,-0.49
505735,-1.47,2.66,-8.2,0.33,0.26,-0.5
505741,-1.45,2.98,-8.43,0.32,0.23,-0.5
505746,-1.36,3.05,-8.54,0.3,0.22,-0.51
505750,-1.26,3.3,-8.63,0.28,0.21,-0.51
505755,-1.37,3.53,-8.93,0.27,0.19,-0.51
505759,-1.23,3.84,-9.26,0.24,0.18,-0.51
505764,-1.52,4.15,-9.32,0.21,0.16,-0.51
505771,-1.48,4.69,-9.76,0.17,0.13,-0.51
505777,-1.63,4.87,-9.92,0.14,0.1,-0.52
505781,-1.86,4.96,-9.78,0.11,0.08,-0.52
505786,-1.98,5.02,-9.66,0.08,0.04,-0.52
505791,-2.31,5.16,-9.48,0.05,0.02,-0.52
505796,-2.34,5.11,-9.34,0.02,0,-0.52
505801,-2.49,4.85,-8.94,-0.01,-0.03,-0.52
505807,-2.04,4.52,-9,-0.04,-0.05,-0.53
505811,-1.66,4.04,-8.56,-0.07,-0.06,-0.53
505817,-1.45,3.82,-8.47,-0.08,-0.1,-0.53
505821,-1.23,3.7,-8.22,-0.11,-0.12,-0.53
505826,-1.23,3.98,-8.18,-0.14,-0.12,-0.54
505831,-1.19,3.71,-8.3,-0.16,-0.15,-0.53
505836,-0.69,3.34,-8.04,-0.18,-0.15,-0.54
505841,-0.4,3.49,-8.59,-0.2,-0.17,-0.54
505846,-0.23,3.46,-8.54,-0.23,-0.17,-0.54
505850,-0.05,3.4,-8.78,-0.24,-0.19,-0.54
505856,0.08,3.09,-9.19,-0.25,-0.19,-0.54
505861,0.27,2.85,-9.46,-0.27,-0.19,-0.55
505866,0.05,3,-9.86,-0.29,-0.21,-0.54
505872,-0.16,3.24,-10.44,-0.31,-0.23,-0.54
505876,-0.53,3.57,-10.6,-0.32,-0.24,-0.54
505882,-0.72,3.3,-10.98,-0.34,-0.26,-0.53
505886,-0.52,3.42,-11.53,-0.36,-0.26,-0.54
505891,-0.22,2.88,-11.16,-0.38,-0.25,-0.55
505898,0.62,2.34,-11.61,-0.37,-0.26,-0.55
505903,1.33,1.64,-11.88,-0.37,-0.25,-0.57
505909,1.66,1.46,-11.46,-0.39,-0.21,-0.57
505913,2.35,1.33,-11.12,-0.39,-0.23,-0.55
505918,2.37,1.25,-11.03,-0.39,-0.23,-0.55
505922,2.51,0.79,-10.51,-0.38,-0.23,-0.54
505927,2.55,0.41,-10.37,-0.36,-0.23,-0.55
505932,2.37,-0.34,-10.1,-0.33,-0.21,-0.56
505936,2.27,-0.64,-10.23,-0.31,-0.2,-0.55
505941,2.34,-0.81,-10.02,-0.31,-0.19,-0.54
505946,2.34,-0.86,-10.06,-0.3,-0.18,-0.53
505951,2.05,-0.94,-9.6,-0.28,-0.18,-0.53
505956,1.76,-1.02,-9.96,-0.25,-0.19,-0.52
505961,2.01,-1.3,-9.66,-0.23,-0.17,-0.52
505966,2.58,-0.74,-10.24,-0.22,-0.13,-0.53
505970,3.02,-0.54,-9.72,-0.23,-0.07,-0.53
505976,3.55,-0.65,-9.52,-0.2,-0.04,-0.54
505981,3.34,-0.73,-9.5,-0.16,-0.04,-0.52
505986,3.6,-1.49,-9.73,-0.12,-0.05,-0.49
505990,3.73,-1.85,-9.85,-0.1,-0.02,-0.5
505996,3.72,-1,-9.69,-0.09,0.02,-0.49
506001,3.37,-1.01,-9.52,-0.07,0.01,-0.45
506006,3.16,-1.01,-9.54,-0.04,0,-0.46
506011,2.83,0.33,-9.72,-0.03,0.01,-0.47
506016,2.47,0.4,-9.24,-0.05,0.06,-0.45
506021,2.34,-1.06,-9.62,0.02,0.08,-0.47
506026,1.89,-1.18,-9.8,0.05,0.1,-0.48
506031,2.35,-1.03,-9.56,0.05,0.11,-0.46
506036,2.17,-1.11,-9.53,0.05,0.13,-0.45
506041,2.44,-0.76,-9.01,0.09,0.14,-0.46
506045,2.46,-0.37,-9.14,0.1,0.14,-0.45
506050,2.34,-0.3,-9.07,0.11,0.16,-0.44
506054,2.28,-0.02,-8.92,0.12,0.16,-0.44
506059,1.83,0.34,-9.04,0.12,0.17,-0.44
506064,1.8,0.46,-9.27,0.13,0.17,-0.43
506069,1.76,0.85,-9.56,0.14,0.18,-0.44
506073,1.96,0.97,-9.53,0.14,0.23,-0.46
506079,2.15,0.63,-9.45,0.15,0.24,-0.46
506083,2,-0.03,-9.88,0.16,0.26,-0.46
506090,2,-0.57,-10.28,0.2,0.25,-0.46
506095,1.71,-0.07,-10.51,0.2,0.26,-0.46
506099,1.26,0.35,-10.38,0.2,0.25,-0.45
506104,0.87,0.29,-10.62,0.22,0.23,-0.43
506108,0.98,0.55,-10.84,0.23,0.25,-0.44
506113,0.65,0.97,-10.66,0.22,0.25,-0.43
506117,0.56,0.88,-10.7,0.22,0.25,-0.42
506123,0.65,0.78,-10.82,0.25,0.27,-0.45
506128,0.46,0.86,-10.6,0.25,0.27,-0.45
506133,0.43,0.73,-10.53,0.25,0.26,-0.44
506137,0.61,0.83,-10.46,0.26,0.25,-0.44
506144,0.43,1.33,-10.21,0.26,0.25,-0.43
506148,0.43,1.36,-10.18,0.25,0.24,-0.43
506153,0.27,1.6,-9.9,0.26,0.23,-0.44
506157,0.21,1.67,-9.87,0.26,0.23,-0.44
506163,-0.25,1.76,-9.56,0.25,0.22,-0.44
506168,-0.3,1.78,-9.47,0.25,0.21,-0.44
506172,-0.72,1.75,-9.49,0.25,0.19,-0.44
506177,-0.93,1.8,-9.61,0.25,0.18,-0.44
506182,-1.16,1.82,-9.51,0.24,0.16,-0.43
506186,-1.35,1.91,-9.59,0.24,0.15,-0.44
506191,-1.49,2.13,-9.8,0.23,0.14,-0.44
506195,-1.52,2.21,-9.73,0.22,0.13,-0.44
506200,-1.44,2.58,-9.75,0.21,0.11,-0.45
506205,-1.19,2.79,-9.85,0.19,0.1,-0.45
506210,-1.16,3.12,-9.94,0.17,0.09,-0.45
506214,-1.13,3.23,-9.77,0.16,0.07,-0.44
506219,-1.08,3.22,-9.92,0.16,0.05,-0.45
506224,-1.15,3.13,-9.75,0.14,0.03,-0.45
506230,-1.1,3.15,-9.59,0.12,0.02,-0.45
506234,-1,3.12,-9.56,0.11,0.01,-0.45
506239,-0.77,2.95,-9.32,0.1,-0.01,-0.45
506244,-0.71,2.97,-9.23,0.08,-0.02,-0.46
506250,-0.66,2.79,-9.12,0.07,-0.04,-0.45
506254,-1.02,2.79,-8.92,0.06,-0.06,-0.45
506259,-0.86,2.91,-8.91,0.05,-0.08,-0.45
506265,-0.92,3.01,-8.94,0.02,-0.09,-0.45
506269,-0.64,3.27,-8.92,0,-0.09,-0.45
506274,-0.68,3.37,-8.84,-0.02,-0.1,-0.45
506279,-0.3,3.3,-9,-0.03,-0.11,-0.46
506283,0.1,3.2,-9.29,-0.05,-0.11,-0.47
506288,0.68,3.29,-9.36,-0.07,-0.1,-0.46
506293,0.51,3.14,-9.44,-0.09,-0.11,-0.44
506297,0.19,2.56,-9.25,-0.09,-0.15,-0.44
506302,-0.57,3.11,-10.82,-0.09,-0.18,-0.44
506307,-0.26,2.8,-9.85,-0.11,-0.15,-0.46
506312,0.22,2.44,-9.73,-0.13,-0.12,-0.46
506316,0.07,2.16,-10.28,-0.13,-0.15,-0.45
506322,0.35,2.82,-9.98,-0.13,-0.18,-0.45
506328,0.19,2.79,-10.2,-0.16,-0.18,-0.44
506332,0.64,2.24,-10.71,-0.17,-0.16,-0.45
506338,0.75,2.4,-9.93,-0.17,-0.17,-0.46
506342,1,1.93,-10.25,-0.18,-0.18,-0.44
506349,1.45,1.31,-10.36,-0.16,-0.16,-0.46
506353,1.8,1.15,-10.06,-0.17,-0.14,-0.46
506360,1.74,0.78,-9.9,-0.18,-0.14,-0.44
506364,1.82,0.73,-10.26,-0.15,-0.16,-0.44
506369,1.71,1.04,-10.16,-0.15,-0.15,-0.45
506375,1.65,1.03,-10.14,-0.16,-0.15,-0.43
506380,1.83,0.95,-9.77,-0.15,-0.13,-0.43
506385,2.16,0.98,-10.01,-0.15,-0.11,-0.43
506389,2.4,0.71,-9.71,-0.15,-0.08,-0.43
506394,2.44,0.46,-9.49,-0.14,-0.07,-0.44
506399,2.1,0.69,-9.6,-0.12,-0.09,-0.43
506404,1.92,0.72,-9.86,-0.12,-0.11,-0.42
506410,2.35,0.57,-9.83,-0.12,-0.06,-0.42
506415,2.58,0.54,-9.54,-0.11,-0.02,-0.43
506420,2.92,0.22,-9.65,-0.09,-0.01,-0.42
506424,2.71,0.2,-9.77,-0.08,0,-0.43
506429,2.55,0.31,-9.71,-0.07,-0.01,-0.43
506435,2.38,0.2,-10.02,-0.06,0.01,-0.41
506440,2.61,-0.06,-9.94,-0.05,0.03,-0.41
506445,2.71,-0.15,-9.93,-0.03,0.05,-0.41
506449,3.01,0.11,-10.09,-0.03,0.08,-0.41
506454,2.96,0.07,-9.81,-0.03,0.09,-0.41
506460,2.72,0.32,-9.68,0,0.09,-0.4
506464,2.48,0.68,-9.75,0.01,0.09,-0.39
506469,2.14,0.83,-9.68,0.01,0.1,-0.38
506473,2.14,0.52,-9.44,0.01,0.12,-0.38
506480,2.3,0.33,-9.33,0.02,0.16,-0.4
506484,2.15,0.21,-9.18,0.03,0.17,-0.4
506489,2.02,0.33,-9.27,0.04,0.16,-0.39
506494,1.94,0.46,-9.45,0.06,0.16,-0.38
506498,1.79,0.35,-9.32,0.06,0.18,-0.38
506503,1.87,0.31,-9.4,0.06,0.19,-0.38
506507,1.84,0.37,-9.51,0.07,0.2,-0.38
506511,1.74,0.35,-9.65,0.08,0.21,-0.39
506516,1.74,0.25,-9.74,0.08,0.22,-0.39
506520,1.57,0.65,-10.05,0.1,0.23,-0.39
506525,1.65,0.42,-10.06,0.1,0.23,-0.38
506529,1.1,0.21,-10.03,0.1,0.24,-0.37
506533,1.18,0.42,-10.44,0.13,0.22,-0.38
506538,1.16,0.54,-10.54,0.13,0.22,-0.38
506542,1.31,0.56,-10.47,0.13,0.26,-0.38
506546,1.09,0.33,-10.33,0.13,0.26,-0.38
506551,0.91,0.42,-10.38,0.15,0.23,-0.37
506600,-0.58,1.02,-9.59,0.18,0.17,-0.36
506605,-0.46,1.23,-9.7,0.19,0.17,-0.37
506609,-0.5,1.42,-9.65,0.18,0.16,-0.37
506614,-0.49,1.41,-9.72,0.18,0.15,-0.36
506620,-0.62,1.59,-9.9,0.18,0.14,-0.37
506624,-0.77,1.81,-9.89,0.17,0.12,-0.36
506629,-0.71,1.85,-9.76,0.17,0.11,-0.36
506633,-0.74,1.97,-9.71,0.17,0.1,-0.36
506638,-0.91,2.28,-9.98,0.16,0.08,-0.37
506643,-0.85,2.36,-9.64,0.14,0.08,-0.36
506647,-0.66,2.32,-9.72,0.14,0.07,-0.37
506652,-0.89,2.46,-9.58,0.13,0.06,-0.38
506656,-1,2.29,-9.6,0.13,0.03,-0.36
506661,-0.96,1.97,-9.57,0.12,0.02,-0.36
506665,-0.78,2.05,-9.6,0.12,0.02,-0.37
506670,-0.79,2.55,-9.61,0.1,0.01,-0.38
506675,-0.69,2.43,-9.28,0.09,-0.02,-0.36
506679,-0.63,2.13,-9.59,0.09,-0.02,-0.37
506688,-0.26,2.52,-9.39,0.08,-0.03,-0.36
506746,-13.46,1.9,-0.28,-0.08,-0.51,-0.27
506751,-26.96,6.8,-10.67,0.08,-1.33,-0.09
506759,-45.3,17.79,-24.87,-0.58,-1.77,-0.77
506764,-8.29,5.3,0.26,-0.19,1.06,-1.37
506770,-9.89,11.81,-5.89,0.14,1.79,-0.76
506774,6.83,24.76,-24.88,-1.93,-1.24,-0.18
506783,0.85,-2.32,-15.52,1.69,-1.78,-1.09
506788,-4.04,8.5,-23.29,-0.48,-0.37,-0.23
506793,4.9,-1.13,-7.74,-1.16,0.32,-0.52
506799,2.71,4.45,-7.54,-0.28,0.11,-0.9
506804,4.08,2.2,-9.28,0.02,-0.78,-0.48
506808,3.48,1.36,-14.54,0.01,-0.88,-0.4
506813,0.97,3.57,-13.62,-0.21,-0.66,-0.44
506818,0.26,3.67,-10.53,-0.4,-0.42,-0.44
506823,1.58,1.29,-10.14,-0.28,-0.41,-0.48
506828,2.19,-0.1,-10.34,-0.15,-0.42,-0.51
506833,2.95,-1.03,-9.81,-0.17,-0.37,-0.49
506837,3.42,-1,-8.52,-0.21,-0.31,-0.49
506842,3.7,-0.23,-7.72,-0.23,-0.32,-0.48
506847,4.94,0.31,-7.59,-0.22,-0.31,-0.46
506853,5.59,0.27,-6.91,-0.2,-0.25,-0.48
506857,5.69,0.16,-6.81,-0.19,-0.2,-0.48
506862,5.52,0,-6.62,-0.16,-0.2,-0.46
506867,5.21,0.31,-7,-0.14,-0.21,-0.44
506872,4.6,0.59,-8.08,-0.13,-0.2,-0.43
506876,4.52,0.56,-8.53,-0.14,-0.14,-0.43
506882,4.72,-0.03,-9.26,-0.14,-0.07,-0.44
506886,4.72,-0.33,-9.78,-0.11,-0.02,-0.45
506892,5.1,-0.9,-10.22,-0.08,0.02,-0.46
506896,5.34,-0.96,-10.41,-0.07,0.08,-0.47
506901,5.35,-0.92,-10.38,-0.07,0.11,-0.46
506905,5.33,-0.75,-10.05,-0.05,0.11,-0.44
506910,4.8,-0.36,-9.77,-0.03,0.09,-0.42
506914,4.2,0.17,-9.71,0,0.09,-0.41
506919,3.87,0.28,-9.31,0,0.12,-0.4
506923,3.6,0.46,-8.69,0,0.16,-0.4
506927,3.47,0.44,-8.47,0.01,0.18,-0.41
506932,3.27,0.36,-8.26,0.02,0.23,-0.42
506936,3.18,-0.02,-8.1,0.03,0.27,-0.42
506941,3.15,-0.29,-7.76,0.03,0.29,-0.43
506946,3.18,-0.18,-8.07,0.05,0.31,-0.43
506951,2.94,-0.22,-8.25,0.05,0.32,-0.42
506955,2.57,-0.2,-8.25,0.07,0.32,-0.42
506960,2.24,0.18,-9.02,0.09,0.32,-0.44
507080,-3.27,1.74,-10.23,0.24,0.19,-0.42
507088,-3.38,2.03,-10.16,0.23,0.13,-0.41
507093,-3.44,2.15,-10,0.23,0.09,-0.41
507097,-3.53,2.35,-9.83,0.22,0.05,-0.41
507102,-3.68,2.34,-9.55,0.21,0.01,-0.4
507107,-3.54,2.42,-9.36,0.21,-0.01,-0.41
507111,-3.54,2.45,-8.99,0.2,-0.05,-0.41
507116,-3.55,2.56,-8.68,0.19,-0.08,-0.41
507120,-3.39,2.57,-8.38,0.18,-0.12,-0.41
507125,-3.24,2.63,-8.27,0.16,-0.15,-0.42
507130,-2.88,2.58,-7.99,0.15,-0.17,-0.42
507136,-2.59,2.63,-7.86,0.14,-0.2,-0.43
507142,-2.03,2.71,-8.19,0.12,-0.24,-0.42
507148,-1.63,2.75,-8.11,0.1,-0.25,-0.43
507152,-1.93,3.14,-8.01,0.08,-0.27,-0.43
507157,-1.71,3.09,-8.7,0.07,-0.32,-0.41
507162,-1.78,2.61,-8.73,0.05,-0.31,-0.43
507167,-1.45,2.91,-9.65,0.05,-0.34,-0.42
507172,-2,2.18,-9.19,0.04,-0.39,-0.4
507177,-1.36,2.84,-10.42,0.04,-0.38,-0.44
507182,-1.43,2.84,-10.07,0.01,-0.39,-0.42
507186,-1.23,2.42,-10.4,0.01,-0.43,-0.41
507192,-1.07,3.1,-11.06,0.01,-0.44,-0.43
507197,-0.88,3.3,-11.27,-0.03,-0.44,-0.42
507202,-0.71,3.13,-10.74,-0.05,-0.46,-0.43
507206,0.04,3.08,-11.56,-0.04,-0.48,-0.43
507212,0.61,2.82,-11.07,-0.08,-0.44,-0.45
507217,1.37,2.92,-11.34,-0.08,-0.44,-0.44
507222,1.83,2.5,-10.61,-0.09,-0.44,-0.43
507226,2.42,2.12,-10.75,-0.08,-0.44,-0.43
507232,2.08,2.29,-10.25,-0.1,-0.44,-0.44
507237,2.16,2.44,-10.06,-0.09,-0.48,-0.42
507242,1.78,2.29,-10.34,-0.1,-0.47,-0.43
507247,2.33,2.23,-10.05,-0.12,-0.42,-0.44
507252,2.39,2.04,-9.91,-0.12,-0.39,-0.44
507258,2.91,1.43,-9.86,-0.11,-0.38,-0.45
507264,2.69,1.3,-9.78,-0.12,-0.35,-0.44
507268,2.86,1.1,-9.92,-0.12,-0.36,-0.43
507273,2.57,0.97,-10.21,-0.11,-0.34,-0.44
507280,2.88,1.48,-10.23,-0.11,-0.32,-0.44
507285,3.02,1.52,-10.16,-0.12,-0.3,-0.44
507291,3.42,1.66,-10.29,-0.12,-0.26,-0.45
507295,3.66,1.74,-10.18,-0.12,-0.23,-0.45
507301,3.89,1.82,-9.78,-0.13,-0.21,-0.44
507308,4.01,1.73,-9.88,-0.12,-0.18,-0.44
507313,4.02,1.61,-9.64,-0.12,-0.15,-0.45
507318,4.2,1.53,-9.3,-0.12,-0.13,-0.45
507323,4.28,1.41,-9.36,-0.12,-0.09,-0.45
507328,4.19,1.18,-9.11,-0.12,-0.06,-0.45
507332,4.17,0.95,-8.67,-0.11,-0.03,-0.45
507337,4.05,0.63,-8.78,-0.11,-0.01,-0.46
507344,3.92,0.4,-8.49,-0.1,0.03,-0.46
507349,3.78,0.5,-8.62,-0.1,0.04,-0.45
507353,3.62,0.56,-8.82,-0.1,0.06,-0.44
507359,3.61,0.62,-8.97,-0.09,0.1,-0.45
507364,3.92,0.48,-8.94,-0.08,0.15,-0.45
507369,4.11,0.5,-9.54,-0.07,0.19,-0.45
507374,4.3,0.24,-9.02,-0.07,0.24,-0.45
507378,4.56,0.49,-9.25,-0.05,0.26,-0.43
507383,4.44,-0.14,-9.09,-0.05,0.29,-0.4
507387,4.97,-0.17,-10.08,-0.03,0.29,-0.42
507392,4.25,0.46,-9.26,-0.03,0.33,-0.42
507397,4.26,0.8,-9.66,-0.02,0.32,-0.39
507401,3.34,0.56,-10.05,-0.01,0.33,-0.39
507410,2.44,0.95,-10.08,0.01,0.32,-0.37
507414,2.22,0.42,-10.3,0.01,0.37,-0.37
507419,2.37,0.03,-10.02,0.01,0.42,-0.4
507448,1.3,-0.02,-10.28,0.08,0.47,-0.37
507453,0.8,0.15,-10.57,0.11,0.44,-0.38
507458,0.55,0.37,-10.5,0.12,0.43,-0.38
507462,0.55,0.54,-10.78,0.11,0.46,-0.38
507467,0.39,0.53,-10.44,0.11,0.48,-0.39
507471,-0.04,0.3,-10.38,0.13,0.48,-0.38
507477,-0.47,0.11,-10.52,0.15,0.43,-0.37
507482,-0.73,0.52,-10.41,0.16,0.41,-0.37
507488,-0.96,0.62,-10.02,0.15,0.41,-0.37
507492,-1.39,0.71,-10.63,0.16,0.4,-0.38
507498,-1.54,0.59,-9.89,0.17,0.38,-0.36
507502,-1.37,0.64,-10.1,0.18,0.36,-0.37
507507,-1.74,1.08,-10.4,0.17,0.36,-0.37
507511,-1.86,0.68,-9.55,0.17,0.33,-0.35
507516,-1.68,0.58,-9.82,0.19,0.3,-0.36
507520,-1.84,0.85,-10.04,0.2,0.29,-0.38
507525,-1.79,0.98,-9.33,0.19,0.27,-0.37
507529,-1.74,0.96,-9.53,0.19,0.26,-0.36
507535,-1.65,1.13,-9.42,0.2,0.24,-0.37
507540,-1.45,1.32,-9.3,0.19,0.21,-0.36
507544,-1.55,1.4,-9.23,0.19,0.19,-0.36
507549,-1.68,1.45,-9.49,0.2,0.17,-0.37
507555,-1.42,1.58,-9.28,0.19,0.16,-0.36
507560,-1.42,1.73,-9.54,0.19,0.14,-0.37
507564,-1.55,1.91,-9.35,0.18,0.11,-0.36
507569,-1.66,1.98,-9.32,0.18,0.08,-0.36
507574,-1.41,2.16,-9.49,0.17,0.08,-0.37
507578,-1.43,1.74,-9.56,0.17,0.08,-0.37
507583,-1.48,1.68,-9.45,0.17,0.05,-0.36
507587,-1.81,2.09,-9.91,0.17,0,-0.36
507592,-1.5,2.12,-9.78,0.16,0,-0.35
507597,-1.36,2.32,-9.84,0.15,0,-0.37
507601,-1.25,2.33,-9.56,0.14,0,-0.36
507606,-1.01,2.52,-9.65,0.14,-0.04,-0.35
507610,-0.6,2.53,-9.82,0.12,-0.04,-0.35
507615,-0.51,2.57,-9.42,0.1,-0.05,-0.36
507619,-0.77,2.34,-8.99,0.1,-0.07,-0.35
507625,-0.3,1.93,-10.28,0.11,-0.1,-0.34
507630,0.03,1.93,-9.47,0.09,-0.07,-0.35
507634,0.14,2.53,-9.44,0.08,-0.08,-0.35
507640,-0.3,2.46,-9.23,0.07,-0.13,-0.33
507645,0.05,2.24,-9.78,0.09,-0.13,-0.35
507649,0.17,2.31,-9.51,0.05,-0.09,-0.35
507654,0.35,2.37,-9.71,0.05,-0.12,-0.34
507658,0.76,2.43,-9.85,0.04,-0.12,-0.34
507663,0.8,2.19,-9.81,0.03,-0.11,-0.34
507667,0.84,2.12,-10.4,0.03,-0.12,-0.34
507672,1.14,2.04,-10.28,0.03,-0.11,-0.35
507677,0.97,2.34,-10.4,0.02,-0.11,-0.35
507683,1.38,2.31,-10.39,0.01,-0.12,-0.33
507688,1.64,2.32,-10.47,0,-0.1,-0.34
507692,1.93,2.44,-10.41,-0.01,-0.08,-0.33
507698,2.09,2.31,-10.04,-0.02,-0.08,-0.33
507703,2.02,2.56,-10.13,-0.02,-0.09,-0.34
507708,1.71,2.76,-9.88,-0.03,-0.1,-0.33
507712,1.64,2.6,-9.95,-0.04,-0.09,-0.32
507717,1.33,2.26,-9.82,-0.05,-0.07,-0.32
507722,1.45,1.66,-9.64,-0.05,-0.05,-0.32
507726,1.82,1.35,-9.35,-0.05,-0.05,-0.32
507731,1.97,1.39,-9.28,-0.05,-0.04,-0.34
507736,2.05,1.67,-9.61,-0.06,-0.03,-0.34
507740,2.12,1.76,-9.14,-0.07,-0.02,-0.33
507745,2.34,1.78,-9.27,-0.07,-0.01,-0.33
507750,2.34,1.81,-9.51,-0.08,0,-0.33
507754,2.5,1.77,-9.42,-0.08,0.02,-0.33
507759,2.57,1.66,-9.45,-0.08,0.04,-0.33
507764,2.69,1.73,-9.49,-0.08,0.05,-0.34
507807,3.43,1.43,-9.72,-0.1,0.24,-0.34
507811,3.57,1.22,-9.56,-0.1,0.26,-0.33
507816,3.45,1.02,-9.64,-0.09,0.27,-0.33
507821,3.27,0.71,-9.67,-0.08,0.29,-0.33
507825,2.83,0.49,-9.42,-0.07,0.3,-0.33
507830,2.54,0.32,-9.57,-0.06,0.3,-0.32
507834,2.34,0.16,-9.81,-0.06,0.32,-0.32
507905,0.67,0.6,-10.34,0.04,0.43,-0.31
507910,0.27,0.38,-10.23,0.04,0.41,-0.3
507914,-0.02,0.56,-10.23,0.05,0.41,-0.31
507919,-0.21,0.56,-10.24,0.05,0.41,-0.31
507924,-0.36,0.41,-10.13,0.05,0.42,-0.31
507929,-0.63,0.75,-10.07,0.06,0.4,-0.31
507933,-0.77,0.76,-9.94,0.07,0.37,-0.3
507938,-0.89,0.84,-9.9,0.07,0.37,-0.31
507944,-0.85,0.88,-9.77,0.07,0.37,-0.32
