millis a_x a_y a_z f
572670 -1.03 0.73 1.61 0
572674 -0.88 0.73 1.61 0
572678 -0.88 0.73 1.61 0
572682 -0.88 0.73 1.61 0
572686 -0.88 0.73 1.61 0
572690 -0.93 0.49 1.32 0
572693 -0.93 0.49 1.32 0
572697 -0.93 0.49 1.32 0
572701 -0.93 0.49 1.32 0
572705 -0.93 0.49 1.32 0
572709 -0.93 0.39 1.56 0
572713 -0.93 0.39 1.56 0
572716 -0.93 0.39 1.56 0
572720 -0.93 0.39 1.56 0
572724 -0.93 0.39 1.56 0
572728 -1.07 0.49 1.61 0
572731 -1.07 0.49 1.61 0
572735 -1.07 0.49 1.61 0
572739 -1.07 0.49 1.61 0
572743 -1.07 0.49 1.61 0
572747 -1.07 0.24 1.47 0
572750 -1.07 0.24 1.47 0
572754 -1.07 0.24 1.47 0
572758 -1.07 0.24 1.47 0
572762 -1.07 0.24 1.47 0
572765 -0.88 0.39 1.56 0
572808 -0.78 0.39 1.22 0
572811 -0.78 0.39 1.22 0
572815 -0.78 0.39 1.22 0
572819 -0.78 0.39 1.22 0
572823 -1.03 0.64 1.17 0
572827 -1.03 0.64 1.17 0
572830 -1.03 0.64 1.17 0
572834 -1.03 0.64 1.17 0
572838 -1.03 0.64 1.17 0
572842 -0.83 0.29 1.27 0
572846 -0.83 0.29 1.27 0
572850 -0.83 0.29 1.27 0
572854 -0.83 0.29 1.27 0
572858 -0.83 0.29 1.27 0
572862 -0.88 0.68 0.83 0
572865 -0.88 0.68 0.83 0
572870 -0.88 0.68 0.83 0
572873 -0.88 0.68 0.83 0
572877 -0.88 0.68 1.12 0
572881 -0.68 0.44 1.12 0
572885 -0.68 0.44 1.12 0
572889 -0.68 0.44 1.12 0
572893 -0.68 0.44 1.12 0
572897 -0.68 0.44 1.17 0
572901 -0.73 0.34 1.17 0
572904 -0.73 0.34 1.17 0
572908 -0.73 0.34 1.17 0
572912 -0.73 0.34 1.17 0
572916 -0.73 0.34 1.07 0
572920 -0.93 0.39 1.07 0
572924 -0.93 0.39 1.07 0
572928 -0.93 0.39 1.07 0
572931 -0.93 0.39 1.07 0
572935 -0.93 0.39 1.12 0
572939 -0.88 0.24 1.12 0
572943 -0.88 0.24 1.12 0
572947 -0.88 0.24 1.12 0
572951 -0.88 0.24 1.12 0
572954 -0.88 0.24 1.07 0
572958 -0.83 0.49 1.07 0
572962 -0.83 0.49 1.07 0
572966 -0.83 0.49 1.07 0
572970 -0.83 0.49 1.07 0
572973 -0.83 0.49 1.03 0
572977 -0.68 0.59 1.03 0
572981 -0.68 0.59 1.03 0
572985 -0.68 0.59 1.03 0
572989 -0.68 0.59 1.03 0
572992 -0.68 0.59 1.03 0
572996 -0.88 0.49 1.03 0
573000 -0.88 0.49 1.03 0
573004 -0.88 0.49 1.03 0
573008 -0.88 0.49 1.03 0
573024 -0.83 0.29 1.22 0
573028 -0.83 0.29 1.22 0
573031 -0.98 0.39 1.32 0
573035 -0.98 0.39 1.32 0
573039 -0.98 0.39 1.32 0
573043 -0.98 0.39 1.32 0
573047 -0.98 0.39 1.32 0
573051 -1.17 0.49 1.12 0
573054 -1.17 0.49 1.12 0
573058 -1.17 0.49 1.12 0
573062 -1.17 0.49 1.12 0
573066 -1.17 0.49 1.12 0
573070 -1.22 0.39 1.12 0
573073 -1.22 0.39 1.12 0
573078 -1.22 0.39 1.12 0
573082 -1.22 0.39 1.12 0
573085 -1.22 0.39 1.12 0
573089 -1.12 0.29 0.83 0
573093 -1.12 0.29 0.83 0
573097 -1.12 0.29 0.83 0
573101 -1.12 0.29 0.83 0
573104 -1.12 0.29 0.83 0
573108 -1.32 -0.05 1.07 0
573112 -1.32 -0.05 1.07 0
573116 -1.32 -0.05 1.07 0
573120 -1.32 -0.05 1.07 0
573123 -1.32 -0.05 1.07 0
573143 -1.22 0.10 1.37 0
573147 -1.61 0.20 1.17 0
573150 -1.61 0.20 1.17 0
573154 -1.61 0.20 1.17 0
573179 -1.37 0.10 1.07 0
573182 -1.37 0.20 1.22 0
573186 -1.47 0.20 1.22 0
573190 -1.47 0.20 1.22 0
573194 -1.47 0.20 1.22 0
573198 -1.47 0.20 1.22 0
573202 -1.42 0.20 1.12 0
