millis a_x a_y a_z f
67625 0.59 0.39 0.15 0
67629 0.59 0.39 0.15 0
67633 0.59 0.39 0.15 0
67637 0.59 0.39 0.15 0
67641 0.59 0.39 0.15 0
67645 0.59 0.39 0.15 0
67648 0.59 0.39 0.15 0
67652 0.59 0.39 0.15 0
67656 0.59 0.39 0.15 0
67660 0.59 0.39 0.15 0
67664 0.59 0.39 0.15 0
67668 0.59 0.39 0.15 0
67672 0.59 0.39 0.15 0
67675 0.59 0.39 0.15 0
67680 0.59 0.39 0.15 0
67684 0.59 0.39 0.15 0
67688 0.59 0.39 0.15 0
67692 0.59 0.39 0.15 0
67696 0.59 0.39 0.15 0
67699 0.59 0.39 0.15 0
67703 0.59 0.39 0.15 0
67707 0.59 0.39 0.15 0
67711 0.59 0.39 0.15 0
67715 0.59 0.39 0.15 0
67719 0.59 0.39 0.15 0
67722 0.59 0.39 0.15 0
67726 0.59 0.39 0.15 0
67730 0.59 0.39 0.15 0
67734 0.59 0.39 0.15 0
67738 0.59 0.39 0.15 0
67742 0.59 0.39 0.15 0
67746 0.59 0.39 0.15 0
67750 0.59 0.39 0.15 0
67754 0.59 0.39 0.15 0
67758 0.59 0.39 0.15 0
67762 0.59 0.39 0.15 0
67765 0.59 0.39 0.15 0
67769 0.59 0.39 0.15 0
67773 0.59 0.39 0.15 0
67777 0.59 0.39 0.15 0
67781 0.59 0.39 0.15 0
67785 0.59 0.39 0.15 0
67788 0.59 0.39 0.15 0
67792 0.59 0.39 0.15 0
67796 0.59 0.39 0.15 0
67800 0.59 0.39 0.15 0
67804 0.59 0.39 0.15 0
67807 0.59 0.39 0.15 0
67851 0.59 0.39 0.15 0
67855 0.59 0.39 0.15 0
67859 0.59 0.39 0.15 0
67862 0.59 0.39 0.15 0
67866 0.59 0.39 0.15 0
67870 0.59 0.39 0.15 0
67874 0.59 0.39 0.15 0
67878 0.59 0.39 0.15 0
67882 0.59 0.39 0.15 0
67886 0.59 0.39 0.15 0
67890 0.59 0.39 0.15 0
67894 0.59 0.39 0.15 0
67897 0.59 0.39 0.15 0
67901 0.59 0.39 0.15 0
67905 0.59 0.39 0.15 0
67909 0.59 0.39 0.15 0
67913 0.59 0.39 0.15 0
67965 0.59 0.39 0.15 0
67969 0.59 0.39 0.15 0
67972 0.59 0.39 0.15 0
67976 0.59 0.39 0.15 0
67980 0.59 0.39 0.15 0
67984 0.59 0.39 0.15 0
67988 0.59 0.39 0.15 0
67992 0.59 0.39 0.15 0
67996 0.59 0.39 0.15 0
68000 0.59 0.39 0.15 0
68004 0.59 0.39 0.15 0
68008 0.59 0.39 0.15 0
68011 0.59 0.39 0.15 0
68015 0.59 0.39 0.15 0
68019 0.59 0.39 0.15 0
68023 0.59 0.39 0.15 0
68027 0.59 0.39 0.15 0
68031 0.59 0.39 0.15 0
68035 0.59 0.39 0.15 0
68039 0.59 0.39 0.15 0
68043 0.59 0.39 0.15 0
68047 0.59 0.39 0.15 0
68051 0.59 0.39 0.15 0
68055 0.59 0.39 0.15 0
68059 0.59 0.39 0.15 0
68062 0.59 0.39 0.15 0
68067 0.59 0.39 0.15 0
68071 0.59 0.39 0.15 0
68074 0.59 0.39 0.15 0
68078 0.59 0.39 0.15 0
68082 0.59 0.39 0.15 0
68086 0.59 0.39 0.15 0
68090 0.59 0.39 0.15 0
68094 0.59 0.39 0.15 0
68098 0.59 0.39 0.15 0
68102 0.59 0.39 0.15 0
68106 0.59 0.39 0.15 0
68109 0.59 0.39 0.15 0
68113 0.59 0.39 0.15 0
68117 0.59 0.39 0.15 0
68121 0.59 0.39 0.15 0
68125 0.59 0.39 0.15 0
68129 0.59 0.39 0.15 0
68133 0.59 0.39 0.15 0
68137 0.59 0.39 0.15 0
68140 0.59 0.39 0.15 0
68144 0.59 0.39 0.15 0
68148 0.59 0.39 0.15 0
68152 0.59 0.39 0.15 0
68156 0.59 0.39 0.15 0
68160 0.59 0.39 0.15 0
68164 0.59 0.39 0.15 0
68167 0.59 0.39 0.15 0
68171 0.59 0.39 0.15 0
68175 0.59 0.39 0.15 0
68179 0.59 0.39 0.15 0
68183 0.59 0.39 0.15 0
68187 0.59 0.39 0.15 0
68191 0.59 0.39 0.15 0
68195 0.59 0.39 0.15 0
68198 0.59 0.39 0.15 0
68202 0.59 0.39 0.15 0
68206 0.59 0.39 0.15 0
68210 0.59 0.39 0.15 0
68214 0.59 0.39 0.15 0
68218 0.59 0.39 0.15 0
68221 0.59 0.39 0.15 0
68225 0.59 0.39 0.15 0
68229 0.59 0.39 0.15 0
68233 0.59 0.39 0.15 0
68237 0.59 0.39 0.15 0
68241 0.59 0.39 0.15 0
68245 0.59 0.39 0.15 0
68249 0.59 0.39 0.15 0
68252 0.59 0.39 0.15 0
68256 0.59 0.39 0.15 0
68260 0.59 0.39 0.15 0
68264 0.59 0.39 0.15 0
68268 0.59 0.39 0.15 0
68272 0.59 0.39 0.15 0
68276 0.59 0.39 0.15 0
68280 0.59 0.39 0.15 0
68283 0.59 0.39 0.15 0
68287 0.59 0.39 0.15 0
68291 0.59 0.39 0.15 0
68295 0.59 0.39 0.15 0
68299 0.59 0.39 0.15 0
68303 0.59 0.39 0.15 0
68307 0.59 0.39 0.15 0
68311 0.59 0.39 0.15 0
68314 0.59 0.39 0.15 0
68318 0.59 0.39 0.15 0
68322 0.59 0.39 0.15 0
68327 0.59 0.39 0.15 0
68330 0.59 0.39 0.15 0
68337 0.59 0.39 0.15 0
68341 0.59 0.39 0.15 0
68344 0.59 0.39 0.15 0
68348 0.59 0.39 0.15 0
68352 0.59 0.39 0.15 0
68356 0.59 0.39 0.15 0
68360 0.59 0.39 0.15 0
68364 0.59 0.39 0.15 0
68396 0.59 0.39 0.15 0
68400 0.59 0.39 0.15 0
68404 0.59 0.39 0.15 0
68408 0.59 0.39 0.15 0
68412 0.59 0.39 0.15 0
68416 0.59 0.39 0.15 0
68420 0.59 0.39 0.15 0
68424 0.59 0.39 0.15 0
68428 0.59 0.39 0.15 0
68432 0.59 0.39 0.15 0
68436 0.59 0.39 0.15 0
68448 0.59 0.39 0.15 0
68452 0.59 0.39 0.15 0
68456 0.59 0.39 0.15 0
68460 0.59 0.39 0.15 0
68464 0.59 0.39 0.15 0
68468 0.59 0.39 0.15 0
68471 0.59 0.39 0.15 0
68475 0.59 0.39 0.15 0
68479 0.59 0.39 0.15 0
68483 0.59 0.39 0.15 0
68487 0.59 0.39 0.15 0
68491 0.59 0.39 0.15 0
68495 0.59 0.39 0.15 0
68498 0.59 0.39 0.15 0
68502 0.59 0.39 0.15 0
68506 0.59 0.39 0.15 0
68510 0.59 0.39 0.15 0
68514 0.59 0.39 0.15 0
68518 0.59 0.39 0.15 0
68522 0.59 0.39 0.15 0
68526 0.59 0.39 0.15 0
68530 0.59 0.39 0.15 0
68534 0.59 0.39 0.15 0
68538 0.59 0.39 0.15 0
68541 0.59 0.39 0.15 0
68545 0.59 0.39 0.15 0
68549 0.59 0.39 0.15 0
68553 0.59 0.39 0.15 0
68557 0.59 0.39 0.15 0
68561 0.59 0.39 0.15 0
68565 0.59 0.39 0.15 0
68569 0.59 0.39 0.15 0
68573 0.59 0.39 0.15 0
68577 0.59 0.39 0.15 0
68581 0.59 0.39 0.15 0
68584 0.59 0.39 0.15 0
68588 0.59 0.39 0.15 0
68592 0.59 0.39 0.15 0
68596 0.59 0.39 0.15 0
68600 0.59 0.39 0.15 0
68604 0.59 0.39 0.15 0
68608 0.59 0.39 0.15 0
68612 0.59 0.39 0.15 0
68615 0.59 0.39 0.15 0
68619 0.59 0.39 0.15 0
68623 0.59 0.39 0.15 0
68627 0.59 0.39 0.15 0
68631 0.59 0.39 0.15 0
68635 0.59 0.39 0.15 0
68639 0.59 0.39 0.15 0
68642 0.59 0.39 0.15 0
68646 0.59 0.39 0.15 0
68650 0.59 0.39 0.15 0
68654 0.59 0.39 0.15 0
68658 0.59 0.39 0.15 0
68662 0.59 0.39 0.15 0
68666 0.59 0.39 0.15 0
68669 0.59 0.39 0.15 0
