millis a_x a_y a_z f
2276382 -0.93 0.20 0.98 147
2276386 -0.93 0.49 0.98 137
2276389 -0.93 0.49 0.98 133
2276393 -0.93 0.49 0.98 138
2276397 -0.93 0.49 0.98 127
2276401 -0.93 0.49 0.98 136
2276405 -0.88 0.39 0.98 130
2276408 -0.88 0.39 0.98 126
2276412 -0.88 0.39 0.98 131
2276416 -0.88 0.39 0.98 128
2276420 -0.88 0.39 0.78 133
2276424 -0.83 0.54 0.78 133
2276428 -0.83 0.54 0.78 132
2276432 -0.83 0.54 0.78 127
2276436 -0.83 0.54 0.78 118
2276440 -0.83 0.54 0.98 118
2276444 -0.83 0.34 0.98 113
2276447 -0.83 0.34 0.98 135
2276451 -0.83 0.34 0.98 134
2276456 -0.83 0.34 0.98 123
2276459 -0.88 0.44 0.98 128
2276463 -0.88 0.44 0.98 119
2276467 -0.88 0.44 0.98 127
2276471 -0.88 0.44 0.98 117
2276475 -0.88 0.44 0.98 113
2276479 -0.93 0.24 1.17 112
2276483 -0.93 0.24 1.17 113
2276487 -0.93 0.24 1.17 103
2276491 -0.93 0.24 1.17 98
2276494 -0.93 0.24 1.17 105
2276498 -0.83 0.34 1.22 112
2276502 -0.83 0.34 1.22 83
2276506 -0.83 0.34 1.22 97
2276510 -0.83 0.34 1.22 98
2276514 -0.83 0.34 1.22 97
2276517 -0.93 0.39 0.78 87
2276635 -0.98 0.29 1.03 64
2276639 -0.98 0.29 1.03 71
2276654 -0.64 0.20 0.88 73
2276658 -0.64 0.20 0.88 75
2276662 -0.64 0.20 0.88 70
2276666 -0.64 0.20 0.88 71
2276670 -0.98 0.34 1.07 65
2276674 -0.98 0.34 1.07 55
2276677 -0.98 0.34 1.07 63
2276681 -0.98 0.34 1.07 54
2276685 -0.98 0.34 1.07 44
2276689 -0.88 0.29 0.98 37
2276693 -0.88 0.29 0.98 33
2276697 -0.88 0.29 0.98 34
2276700 -0.88 0.29 0.98 0
2276704 -0.88 0.29 0.98 0
2276708 -0.93 0.49 1.03 0
2276712 -0.93 0.49 1.03 0
2276716 -0.93 0.49 1.03 0
2276720 -0.93 0.49 1.03 0
2276724 -0.93 0.49 0.83 0
2276728 -0.83 0.39 0.83 0
2276732 -0.83 0.39 0.83 0
2276736 -0.83 0.39 0.83 0
2276739 -0.83 0.39 0.83 0
2276743 -0.83 0.39 1.12 0
2276747 -0.83 0.20 1.12 0
2276751 -0.83 0.20 1.12 0
2276755 -0.83 0.20 1.12 0
2276759 -0.83 0.20 1.12 0
2276762 -0.83 0.20 0.98 0
2276766 -0.83 0.59 0.98 0
2276770 -0.83 0.59 0.98 0
2276774 -0.83 0.59 0.98 0
2276820 -0.83 0.44 0.73 0
2276824 -0.83 0.44 0.73 0
2276828 -0.83 0.44 0.73 0
2276832 -0.83 0.44 0.73 0
2276836 -0.83 0.44 0.73 0
2276840 -0.88 0.39 0.98 0
2276843 -0.88 0.39 0.98 0
2276847 -0.88 0.39 0.98 0
2276851 -0.88 0.39 0.98 0
2276855 -0.88 0.39 0.98 0
2276859 -0.83 0.39 0.78 0
2276863 -0.83 0.39 0.78 0
2276867 -0.83 0.39 0.78 0
2276870 -0.83 0.39 0.78 0
2276874 -0.83 0.39 0.78 0
2276878 -0.88 0.39 0.88 0
2276882 -0.88 0.39 0.88 0
2276886 -0.88 0.39 0.88 0
2276890 -0.88 0.39 0.88 0
2276894 -0.88 0.39 0.88 0
2276898 -0.83 0.34 0.68 0
2276902 -0.83 0.34 0.68 0
2276906 -0.83 0.34 0.68 0
2276910 -0.83 0.34 0.68 0
2276914 -0.83 0.34 1.03 0
2276917 -0.73 0.39 1.03 0
2276921 -0.73 0.39 1.03 0
2276925 -0.73 0.39 1.03 0
2276929 -0.73 0.39 1.03 0
2276933 -0.73 0.39 0.98 0
2276937 -0.88 0.49 0.98 0
2276941 -0.88 0.49 0.98 0
2276945 -0.88 0.49 0.98 0
2276948 -0.88 0.49 0.98 0
2276952 -0.88 0.49 0.83 0
2276956 -0.93 0.44 0.83 0
2276960 -0.93 0.44 0.83 0
2276964 -0.93 0.44 0.83 0
2276968 -0.93 0.44 0.83 0
2276971 -0.93 0.44 0.83 0
2276975 -0.83 0.39 0.83 0
2276979 -0.83 0.39 0.83 0
2276983 -0.83 0.39 0.83 0
2276987 -0.83 0.39 0.83 0
2276991 -0.83 0.39 0.83 0
2276994 -0.93 0.54 0.83 0
2276998 -0.93 0.54 0.83 0
2277002 -0.93 0.54 0.83 0
2277006 -0.93 0.54 0.83 0
2277010 -0.93 0.29 0.78 0
2277014 -0.98 0.29 0.78 0
2277018 -0.98 0.29 0.78 0
2277021 -0.98 0.29 0.78 0
2277025 -0.98 0.29 0.78 0
2277029 -0.20 0.20 1.22 0
2277033 -0.73 0.20 1.22 0
2277037 -0.73 0.20 1.22 0
2277040 -0.73 0.20 1.22 0
2277044 -0.73 0.20 1.22 0
2277048 -0.83 0.29 1.03 0
2277052 -0.83 0.29 1.03 0
2277056 -0.83 0.29 1.03 0
2277059 -0.83 0.29 1.03 0
2277063 -0.83 0.29 1.03 0
2277067 -0.88 0.29 1.12 0
2277071 -0.88 0.29 1.12 0
2277075 -0.88 0.29 1.12 0
2277078 -0.88 0.29 1.12 0
2277090 -0.88 0.49 0.93 0
2277094 -0.88 0.49 0.93 0
2277189 -0.83 0.34 0.83 0
2277193 -0.83 0.34 0.83 0
2277196 -0.83 0.34 0.83 0
2277200 -0.88 0.44 0.83 0
2277204 -0.88 0.44 0.83 0
2277208 -0.88 0.44 0.83 0
2277212 -0.88 0.44 0.83 0
2277216 -0.88 0.44 0.83 0
2277220 -0.68 0.34 0.98 0
2277224 -0.68 0.34 0.98 0
2277228 -0.68 0.34 0.98 0
2277231 -0.68 0.34 0.98 0
2277235 -0.68 0.34 0.98 0
2277239 -0.88 0.49 0.83 0
2277243 -0.88 0.49 0.83 0
2277247 -0.88 0.49 0.83 0
2277251 -0.88 0.49 0.83 0
2277255 -0.88 0.49 0.83 0
2277259 -0.83 0.20 0.98 0
2277264 -0.83 0.20 0.98 0
2277268 -0.83 0.20 0.98 0
2277271 -0.83 0.20 0.98 0
2277275 -0.83 0.20 0.88 0
2277279 -0.88 0.24 0.88 0
2277283 -0.88 0.24 0.88 0
2277287 -0.88 0.24 0.88 0
2277291 -0.88 0.24 0.88 0
2277294 -0.88 0.39 1.07 0
2277298 -0.83 0.39 1.07 0
2277302 -0.83 0.39 1.07 0
2277306 -0.83 0.39 1.07 0
2277310 -0.83 0.39 1.07 0
2277314 -1.03 0.44 0.68 0
2277318 -1.03 0.44 0.68 0
2277322 -1.03 0.44 0.68 0
2277326 -1.03 0.44 0.68 0
2277330 -1.03 0.44 0.68 0
2277333 -1.12 0.29 0.98 0
2277337 -1.12 0.29 0.98 0
2277341 -1.12 0.29 0.98 0
2277345 -1.12 0.29 0.98 0
2277349 -1.12 0.29 0.98 0
2277353 -0.73 0.24 1.03 0
2277357 -0.73 0.24 1.03 0
2277360 -0.73 0.24 1.03 0
2277364 -0.73 0.24 1.03 0
2277368 -0.73 0.24 1.03 0
2277372 -0.78 0.24 1.03 0
2277376 -0.78 0.24 1.03 0
2277380 -0.78 0.24 1.03 0
2277384 -0.78 0.24 1.03 0
2277388 -0.78 0.24 1.03 0
2277391 -0.88 -0.05 1.07 0
2277395 -0.88 -0.05 1.07 0
2277399 -0.88 -0.05 1.07 0
2277403 -0.88 -0.05 1.07 0
2277407 -0.88 -0.05 1.07 0
2277411 -0.98 0.10 0.93 0
2277415 -0.98 0.10 0.93 0
2277419 -0.98 0.10 0.93 0
2277422 -0.98 0.10 0.93 0
2277427 -0.98 0.10 1.03 0
2277431 -0.83 -0.05 1.03 0
2277435 -0.83 -0.05 1.03 0
2277438 -0.83 -0.05 1.03 0
2277442 -0.83 -0.05 1.03 0
2277447 -0.88 0.10 0.98 0
2277451 -0.88 0.10 0.98 0
2277455 -0.88 0.10 0.98 0
2277459 -0.88 0.10 0.98 0
2277463 -0.88 0.10 0.98 0
2277467 -1.12 0.10 0.93 0
2277471 -1.12 0.10 0.93 0
2277474 -1.12 0.10 0.93 0
2277478 -1.12 0.10 0.93 0
2277482 -1.12 0.10 0.93 0
2277486 -0.88 -0.05 1.07 0
2277489 -0.88 -0.05 1.07 0
2277493 -0.88 -0.05 1.07 0
2277497 -0.88 -0.05 1.07 0
2277501 -0.88 -0.05 1.07 0
2277505 -0.88 0.10 1.12 0
2277509 -0.88 0.10 1.12 0
2277513 -0.88 0.10 1.12 0
2277516 -0.88 0.10 1.12 0
2277520 -0.88 0.10 1.12 0
2277559 -0.98 -0.68 1.07 0
2277563 -0.98 -0.98 1.07 3401
2277567 -0.98 -0.98 1.07 3521
2277571 -0.98 -0.98 1.07 3765
2277575 -0.98 -0.98 1.07 4095
2277579 -0.98 5.28 -1.37 4095
2277583 1.91 5.37 -1.37 4095
2277587 1.91 5.37 -1.37 4095
2277590 1.91 5.37 -1.37 4095
2277594 1.91 5.37 -1.37 4095
2277598 1.91 8.50 -3.57 4095
2277602 4.20 7.96 -3.57 4095
2277606 4.20 7.96 -3.57 4095
2277610 4.20 7.96 -3.57 4095
2277614 4.20 7.96 -3.57 4095
2277617 0.29 -4.74 2.64 4095
2277621 0.73 -4.74 2.64 4095
2277625 0.73 -4.74 2.64 4095
2277629 0.73 -4.74 2.64 4095
2277633 0.73 -4.74 2.64 4095
2277637 -0.54 0.20 1.86 4095
2277641 -0.54 0.20 1.86 4095
2277645 -0.54 0.20 1.86 4095
2277649 -0.54 0.20 1.86 4095
2277653 -0.54 0.20 1.86 4095
2277656 -1.61 0.98 0.10 4095
2277660 -1.61 0.98 0.10 4095
2277665 -1.61 0.98 0.10 4095
2277668 -1.61 0.98 0.10 4095
2277672 -1.61 0.98 0.10 4095
2277676 -1.66 0.15 0.59 4095
2277680 -1.66 0.15 0.59 4095
2277684 -1.66 0.15 0.59 4095
2277688 -1.66 0.15 0.59 4095
2277692 -1.66 0.15 0.59 4095
2277696 -1.12 -0.24 0.39 4095
2277699 -1.12 -0.24 0.39 4095
2277703 -1.12 -0.24 0.39 4095
2277707 -1.12 -0.24 0.39 4095
2277711 -1.12 -0.24 -0.34 4095
2277715 -0.59 0.54 -0.34 4095
2277724 -0.59 0.54 -0.34 4095
2277728 -0.59 0.54 -0.34 4095
2277732 0.68 0.34 0.64 4095
2277736 0.68 0.34 0.64 4095
2277740 0.68 0.34 0.64 4095
2277744 0.68 0.34 0.64 4095
2277747 0.68 0.34 0.64 4095
2277751 -0.39 -0.39 1.56 4095
2277755 -0.39 -0.39 1.56 4095
2277759 -0.39 -0.39 1.56 4095
2277763 -0.39 -0.39 1.56 4095
2277767 -0.39 -0.39 1.56 4095
2277771 -0.29 0.24 0.88 4095
2277774 -0.29 0.24 0.88 4095
