millis,a_x,a_y,a_z,f,,,
423966,-0.15,1.27,0.59,0,,,
423970,-0.15,1.27,0.59,0,,,
423975,-0.15,1.27,0.59,0,,,
423979,-0.15,1.27,0.59,0,,,
423983,-0.15,1.27,0.78,0,,,
423988,-0.05,1.17,0.78,0,,,
423992,-0.05,1.17,0.78,0,,,
423996,-0.05,1.17,0.78,0,,,
424001,-0.05,1.17,0.78,0,,,
424005,-0.05,1.07,0.64,0,,,
424009,-0.05,1.07,0.64,0,,,
424014,-0.05,1.07,0.64,0,,,
424018,-0.05,1.07,0.64,0,,,
424022,-0.15,0.98,0.54,0,,,
424027,-0.15,0.98,0.54,0,,,
424031,-0.15,0.98,0.54,0,,,
424035,-0.15,0.98,0.54,0,,,
424040,-0.15,0.98,0.78,0,,,
424044,-0.34,1.22,0.78,0,,,
424049,-0.34,1.22,0.78,0,,,
424053,-0.34,1.22,0.78,0,,,
424057,-0.34,1.22,0.78,0,,,
424061,-0.24,1.17,0.98,0,,,
424066,-0.24,1.17,0.98,0,,,
424070,-0.24,1.17,0.98,0,,,
424074,-0.24,1.17,0.98,0,,,
424079,-0.24,1.12,0.78,0,,,
424083,-0.34,1.12,0.78,0,,,
424087,-0.34,1.12,0.78,0,,,
424091,-0.34,1.12,0.78,0,,,
424096,-0.34,1.12,0.78,0,,,
424100,-0.15,1.03,0.83,0,,,
424104,-0.15,1.03,0.83,0,,,
424109,-0.15,1.03,0.83,0,,,
424113,-0.15,1.03,0.83,0,,,
424118,-0.24,0.98,0.83,0,,,
424122,-0.24,0.98,0.83,0,,,
424126,-0.24,0.98,0.83,0,,,
424131,-0.24,0.98,0.83,0,,,
424135,-0.24,0.98,1.03,0,,,
424139,-0.29,0.98,1.03,0,,,
424143,-0.29,0.98,1.03,0,,,
424148,-0.29,0.98,1.03,0,,,
424152,-0.29,0.98,1.03,0,,,
424156,-0.05,1.03,1.07,0,,,
424161,-0.05,1.03,1.07,0,,,
424165,-0.05,1.03,1.07,0,,,
424169,-0.05,1.03,1.07,0,,,
424174,-0.05,0.68,0.98,0,,,
424178,-0.24,0.68,0.98,0,,,
424182,-0.24,0.68,0.98,0,,,
424187,-0.24,0.68,0.98,0,,,
424191,-0.24,0.68,0.98,0,,,
424195,-0.2,0.83,1.42,0,,,
424200,-0.2,0.83,1.42,0,,,
424204,-0.2,0.83,1.42,0,,,
424208,-0.2,0.83,1.42,0,,,
424212,-0.39,0.83,1.03,0,,,
424238,-0.24,0.88,0.83,0,,,
424242,-0.24,0.88,0.83,0,,,
424246,-0.24,0.88,0.83,0,,,
424251,-0.39,0.93,0.98,0,,,
424255,-0.39,0.93,0.98,0,,,
424260,-0.39,0.93,0.98,0,,,
424264,-0.39,0.93,0.98,0,,,
424268,-0.39,0.93,0.93,0,,,
424272,-0.29,1.03,0.93,0,,,
424277,-0.29,1.03,0.93,0,,,
424281,-0.29,1.03,0.93,0,,,
424285,-0.29,1.03,0.93,0,,,
424290,-0.24,0.49,1.17,0,,,
424294,-0.24,0.49,1.17,0,,,
424299,-0.24,0.49,1.17,0,,,
424303,-0.24,0.49,1.17,0,,,
424307,-0.29,0.68,1.12,0,,,
424312,-0.29,0.68,1.12,0,,,
424316,-0.29,0.68,1.12,0,,,
424320,-0.29,0.68,1.12,0,,,
424324,-0.29,0.68,1.37,0,,,
424329,-0.2,0.88,1.37,0,,,
424333,-0.2,0.88,1.37,0,,,
424337,-0.2,0.88,1.37,0,,,
424342,-0.2,0.88,1.37,0,,,
424346,-0.49,0.88,1.03,0,,,
424350,-0.49,0.88,1.03,0,,,
424355,-0.49,0.88,1.03,0,,,
424359,-0.49,0.88,1.03,0,,,
424363,-0.49,0.88,1.12,0,,,
424368,-0.49,0.93,1.12,0,,,
424372,-0.49,0.93,1.12,0,,,
424376,-0.49,0.93,1.12,0,,,
424380,-0.49,0.93,1.12,0,,,
424385,-0.49,0.73,0.98,0,,,
424389,-0.49,0.73,0.98,0,,,
424393,-0.49,0.73,0.98,0,,,
424398,-0.49,0.73,0.98,0,,,
424402,-0.34,0.88,0.98,0,,,
424407,-0.34,0.88,0.98,0,,,
424411,-0.34,0.88,0.98,0,,,
424415,-0.34,0.88,0.98,0,,,
424420,-0.34,0.88,0.73,0,,,
424424,-0.44,0.93,0.73,0,,,
424428,-0.44,0.93,0.73,0,,,
424433,-0.44,0.93,0.73,0,,,
424437,-0.44,0.93,0.73,0,,,
424441,-0.64,0.83,1.03,0,,,
424446,-0.64,0.83,1.03,0,,,
424450,-0.64,0.83,1.03,0,,,
424454,-0.64,0.83,1.03,0,,,
424459,-0.64,0.78,0.98,0,,,
424463,-0.49,0.78,0.98,0,,,
424467,-0.49,0.78,0.98,0,,,
424471,-0.49,0.78,0.98,0,,,
424476,-0.49,0.78,0.98,0,,,
424480,-0.73,0.88,0.78,0,,,
424484,-0.73,0.88,0.78,0,,,
424489,-0.73,0.88,0.78,0,,,
424493,-0.73,0.88,0.78,0,,,
424498,-0.68,0.73,0.64,0,,,
424502,-0.68,0.73,0.64,0,,,
424506,-0.68,0.73,0.64,0,,,
424511,-0.68,0.73,0.64,0,,,
424515,-0.68,0.73,0.88,0,,,
424519,-0.93,0.68,0.88,0,,,
424524,-0.93,0.68,0.88,0,,,
424528,-0.93,0.68,0.88,0,,,
424532,-0.93,0.68,0.88,0,,,
424537,-0.68,0.59,0.78,0,,,
424541,-0.68,0.59,0.78,0,,,
424545,-0.68,0.59,0.78,0,,,
424550,-0.68,0.59,0.78,0,,,
424554,-0.88,0.78,0.98,0,,,
424559,-0.88,0.78,0.98,0,,,
424563,-0.88,0.78,0.98,0,,,
424567,-0.88,0.78,0.98,0,,,
424572,-0.88,0.78,0.83,0,,,
424576,-0.98,0.78,0.83,0,,,
424580,-0.98,0.78,0.83,0,,,
424585,-0.98,0.78,0.83,0,,,
424589,-0.98,0.78,0.83,0,,,
424593,-0.88,0.44,0.93,0,,,
424598,-0.88,0.44,0.93,0,,,
424602,-0.88,0.44,0.93,0,,,
424606,-0.88,0.44,0.93,0,,,
424611,-0.83,0.44,1.27,0,,,
424615,-0.83,0.44,1.27,0,,,
424619,-0.83,0.44,1.27,0,,,
424624,-0.83,0.44,1.27,0,,,
424628,-0.83,0.44,0.88,0,,,
424633,-1.03,0.39,0.88,0,,,
424637,-1.03,0.39,0.88,0,,,
424641,-1.03,0.39,0.88,0,,,
424645,-1.03,0.39,0.88,0,,,
424650,-1.03,0.44,0.98,0,,,
424655,-1.03,0.44,0.98,0,,,
424660,-1.03,0.44,0.98,0,,,
424664,-1.03,0.44,0.98,0,,,
424668,-0.78,0.49,1.12,0,,,
424673,-0.78,0.49,1.12,0,,,
424677,-0.78,0.49,1.12,0,,,
424681,-0.78,0.49,1.12,0,,,
424686,-0.78,0.49,1.17,0,,,
424690,-1.03,0.24,1.17,0,,,
424694,-1.03,0.24,1.17,0,,,
424699,-1.03,0.24,1.17,0,,,
424703,-1.03,0.24,1.17,0,,,
424708,-0.83,0.24,1.32,0,,,
424712,-0.83,0.24,1.32,0,,,
424716,-0.83,0.24,1.32,0,,,
424721,-0.83,0.24,1.32,0,,,
424725,-0.83,0.49,1.56,0,,,
424729,-0.83,0.49,1.56,0,,,
424733,-0.83,0.49,1.56,0,,,
424738,-0.83,0.49,1.56,0,,,
424742,-0.83,0.49,1.56,0,,,
424746,-1.03,0.1,1.56,0,,,
424751,-1.03,0.1,1.56,0,,,
424755,-1.03,0.1,1.56,0,,,
424759,-1.03,0.1,1.56,0,,,
424769,-1.12,-0.05,1.76,0,,,
424774,-1.12,-0.05,1.76,0,,,
424778,-1.12,-0.05,1.76,0,,,
424783,-1.61,-0.2,1.91,0,,,
424788,-1.61,-0.2,1.91,0,,,
424792,-1.61,-0.2,1.91,0,,,
424797,-1.61,-0.2,1.91,0,,,
424801,-2.2,-0.39,2.34,0,,,
424805,-2.2,-0.39,2.34,0,,,
424810,-2.2,-0.39,2.34,0,,,
424814,-2.2,-0.39,2.34,0,,,
424818,-2.2,-0.39,2.74,0,,,
424823,-2.2,-0.39,2.74,0,,,
424827,-2.2,-0.39,2.74,0,,,
424831,-2.2,-0.39,2.74,0,,,
424836,-2.2,-0.39,2.74,0,,,
424840,-2.64,-1.07,2.78,0,,,
424844,-2.64,-1.07,2.78,0,,,
424849,-2.64,-1.07,2.78,0,,,
424853,-2.64,-1.07,2.78,0,,,
424864,-1.81,-0.93,2.69,0,,,
424868,-1.81,-0.93,2.69,0,,,
424872,-1.81,-0.93,2.69,0,,,
424972,0.24,-1.12,0.05,3664,,,
424976,0.24,-1.12,0.05,3515,,,
424981,0.24,-1.12,0.05,3312,,,
424985,0.24,-1.12,0.05,2507,,,
424989,0.24,-1.12,0.88,1977,,,
424994,0.88,0.49,0.88,1421,,,
424998,0.88,0.49,0.88,1216,,,
425002,0.88,0.49,0.88,871,,,
425007,0.88,0.49,0.88,561,,,
425011,0.39,0.88,2.3,627,,,
425015,0.39,0.88,2.3,611,,,
425019,0.39,0.88,2.3,657,,,
425024,0.39,0.88,2.3,169,,,
425028,0.39,-0.68,1.76,92,,,
425032,0.29,-0.44,1.76,167,,,
425036,0.29,-0.44,1.76,35,,,
425041,0.29,-0.44,1.76,112,,,
425045,0.29,-0.44,1.76,85,,,
425049,0.2,-0.24,0.88,78,,,
425053,0.2,-0.24,0.88,87,,,
425058,0.2,-0.24,0.88,74,,,
425062,0.2,-0.24,0.88,70,,,
425149,0.05,1.37,0,49,,,
425153,0.05,1.37,0,63,,,
425158,0.05,1.37,0,46,,,
425162,0.24,1.12,-0.2,9,,,
425166,0.24,1.12,-0.2,0,,,
425171,0.24,1.12,-0.2,0,,,
425175,0.24,1.12,-0.2,0,,,
425179,0.24,1.12,0,0,,,
425183,0.29,1.03,0,0,,,
425188,0.29,1.03,0,0,,,
425192,0.29,1.03,0,0,,,
425196,0.29,1.03,0,0,,,
425200,-0.1,1.32,-0.1,0,,,
425205,-0.1,1.32,-0.1,0,,,
425209,-0.1,1.32,-0.1,0,,,
425213,-0.1,1.32,-0.1,0,,,
425218,-0.1,1.32,-0.1,0,,,
425222,-0.39,1.47,-0.1,0,,,
425226,-0.39,1.47,-0.1,0,,,
425271,-0.2,1.12,0.29,0,,,
425276,-0.24,0.93,0.24,0,,,
425280,-0.24,0.93,0.24,0,,,
425284,-0.24,0.93,0.24,0,,,
425289,-0.24,0.93,0.24,0,,,
425293,-0.24,0.93,0.54,0,,,
425297,-0.24,0.64,0.54,0,,,
425303,-0.24,0.64,0.54,0,,,
425307,-0.24,0.64,0.54,0,,,
425312,-0.24,0.64,0.64,0,,,
425316,-0.34,0.88,0.64,0,,,
425321,-0.34,0.88,0.64,0,,,
425325,-0.34,0.88,0.64,0,,,
425329,-0.34,0.88,0.64,0,,,
425334,-0.34,0.88,0.49,0,,,
425338,-0.34,0.88,0.49,0,,,
425342,-0.34,0.88,0.49,0,,,
425347,-0.34,0.88,0.49,0,,,
425351,-0.34,0.83,0.68,0,,,
425355,-0.44,0.83,0.68,0,,,
425360,-0.44,0.83,0.68,0,,,
425364,-0.44,0.83,0.68,0,,,
425368,-0.44,0.83,0.68,0,,,
425373,-0.54,0.78,0.64,0,,,
425377,-0.54,0.78,0.64,0,,,
425381,-0.54,0.78,0.64,0,,,
425386,-0.54,0.78,0.64,0,,,
425390,-0.54,0.73,0.78,0,,,
425395,-0.54,0.73,0.78,0,,,
425399,-0.54,0.73,0.78,0,,,
425403,-0.54,0.73,0.78,0,,,
425408,-0.54,1.51,0.83,0,,,
425412,-0.29,0.78,0.83,0,,,
425416,-0.29,0.78,0.83,0,,,
425421,-0.29,0.78,0.83,0,,,
425425,-0.29,0.78,0.05,0,,,
425429,-0.44,0.98,0.64,0,,,
425434,-0.44,0.98,0.64,0,,,
425438,-0.44,0.98,0.64,0,,,
425442,-0.44,0.98,0.64,0,,,
425447,-0.54,1.07,0.93,0,,,
425451,-0.54,1.07,0.93,0,,,
425455,-0.54,1.07,0.93,0,,,
425460,-0.54,1.07,0.93,0,,,
425464,-0.54,1.07,1.03,0,,,
425468,-0.44,0.88,1.03,0,,,
425473,-0.44,0.88,1.03,0,,,
425477,-0.44,0.88,1.03,0,,,
425481,-0.44,0.88,1.03,0,,,
425486,-0.64,0.93,0.78,0,,,
425490,-0.64,0.93,0.78,0,,,
425494,-0.64,0.93,0.78,0,,,
425499,-0.64,0.93,0.78,0,,,
425503,-0.64,0.73,1.03,0,,,
425507,-0.29,0.73,1.03,0,,,
425512,-0.29,0.73,1.03,0,,,
425516,-0.29,0.73,1.03,0,,,
425520,-0.29,0.73,1.03,0,,,
425525,-0.44,0.73,1.12,0,,,
425529,-0.44,0.73,1.12,0,,,
425533,-0.44,0.73,1.12,0,,,
425537,-0.44,0.73,1.12,0,,,
425542,-0.39,0.88,0.93,0,,,
425558,-0.39,0.88,0.93,0,,,
425562,-0.64,0.59,1.12,0,,,
425566,-0.64,0.59,1.12,0,,,
425573,-0.64,0.59,1.12,0,,,
425577,-0.64,0.59,0.93,0,,,
425582,-0.59,0.88,0.93,0,,,
425586,-0.59,0.88,0.93,0,,,
425590,-0.59,0.88,0.93,0,,,
425595,-0.59,0.88,0.93,0,,,
425599,-0.49,0.68,0.93,0,,,
425603,-0.49,0.68,0.93,0,,,
425608,-0.49,0.68,0.93,0,,,
425612,-0.49,0.68,0.93,0,,,
425616,-0.49,1.47,1.12,0,,,
425621,-0.44,0.78,1.12,0,,,
425625,-0.44,0.78,1.12,0,,,
425629,-0.44,0.78,1.12,0,,,
425634,-0.44,0.78,1.12,0,,,
425638,-0.49,0.64,1.07,0,,,
425642,-0.49,0.64,1.07,0,,,
425647,-0.49,0.64,1.07,0,,,
425651,-0.49,0.64,1.07,0,,,
425655,-0.59,0.88,0.88,0,,,
425660,-0.59,0.88,0.88,0,,,
425664,-0.59,0.88,0.88,0,,,
425668,-0.59,0.88,0.88,0,,,
425673,-0.59,0.88,0.98,0,,,
425677,-0.64,0.83,0.98,0,,,
425681,-0.64,0.83,0.98,0,,,
425686,-0.64,0.83,0.98,0,,,
425690,-0.64,0.83,0.98,0,,,
425695,-0.59,0.73,0.98,0,,,
425699,-0.59,0.73,0.98,0,,,
425703,-0.59,0.73,0.98,0,,,
425708,-0.59,0.73,0.98,0,,,
425712,-0.44,0.64,1.03,0,,,
425716,-0.44,0.64,1.03,0,,,
425721,-0.44,0.64,1.03,0,,,
425725,-0.44,0.64,1.03,0,,,
425729,-0.44,0.64,0.93,0,,,
425734,-0.54,0.54,0.93,0,,,
425738,-0.54,0.54,0.93,0,,,
425742,-0.54,0.54,0.93,0,,,
425747,-0.54,0.54,0.93,0,,,
425751,-0.64,0.64,0.98,0,,,
425755,-0.64,0.64,0.98,0,,,
425760,-0.64,0.64,0.98,0,,,
425764,-0.64,0.64,0.98,0,,,
425768,-0.64,0.64,1.03,0,,,
425773,-0.54,0.68,1.03,0,,,
425777,-0.54,0.68,1.03,0,,,
425781,-0.54,0.68,1.03,0,,,
425786,-0.54,0.68,0.24,0,,,
425790,-0.73,0.73,0.54,0,,,
425795,-0.73,0.73,0.54,0,,,
425799,-0.73,0.73,0.54,0,,,
425803,-0.73,0.73,0.54,0,,,
425808,-0.64,0.49,0.98,0,,,
425812,-0.64,0.49,0.98,0,,,
425816,-0.64,0.49,0.98,0,,,
425821,-0.64,0.49,0.98,0,,,
425825,-0.64,0.49,0.78,0,,,
425829,-0.64,0.49,0.78,0,,,
425834,-0.64,0.49,0.78,0,,,
425838,-0.64,0.49,0.78,0,,,
425842,-0.64,0.49,0.78,0,,,
425847,-0.83,0.64,0.93,0,,,
425851,-0.83,0.64,0.93,0,,,
425855,-0.83,0.64,0.93,0,,,
425860,-0.83,0.64,0.93,0,,,
425864,-0.64,0.64,0.83,0,,,
425868,-0.64,0.64,0.83,0,,,
425873,-0.64,0.64,0.83,0,,,
425877,-0.64,0.64,0.83,0,,,
425881,-0.64,0.64,0.83,0,,,
425885,-0.88,0.64,0.83,0,,,
425890,-0.88,0.64,0.83,0,,,
425894,-0.88,0.64,0.83,0,,,
425898,-0.88,0.64,0.83,0,,,
425903,-0.83,0.68,0.83,0,,,
425907,-0.83,0.68,0.83,0,,,
425911,-0.83,0.68,0.83,0,,,
425916,-0.83,0.68,0.83,0,,,
425920,-0.83,1.47,0.78,0,,,
425924,-0.88,0.78,0.78,0,,,
425928,-0.88,0.78,0.78,0,,,
425933,-0.88,0.78,0.78,0,,,
425937,-0.88,0.78,0.78,0,,,
425942,-0.78,0.49,0.64,0,,,
425946,-0.78,0.49,0.64,0,,,
425950,-0.78,0.49,0.64,0,,,
425955,-0.78,0.49,0.64,0,,,
425959,-0.83,0.44,0.98,0,,,
425963,-0.83,0.44,0.98,0,,,
425968,-0.83,0.44,0.98,0,,,
425972,-0.83,0.44,0.98,0,,,
425977,-0.83,0.44,0.88,0,,,
425981,-0.73,0.49,0.88,0,,,
425985,-0.73,0.49,0.88,0,,,
425990,-0.73,0.49,0.88,0,,,
426001,-0.68,0.59,0.78,0,,,
426005,-0.68,0.59,0.78,0,,,
426010,-0.68,0.59,0.78,0,,,
426014,-0.68,0.59,0.93,0,,,
426018,-0.64,0.49,0.93,0,,,
426023,-0.64,0.49,0.93,0,,,
426027,-0.64,0.49,0.93,0,,,
426031,-0.64,0.49,0.93,0,,,
426036,-0.78,0.15,1.03,0,,,
426040,-0.78,0.15,1.03,0,,,
426044,-0.78,0.15,1.03,0,,,
426049,-0.78,0.15,1.03,0,,,
426053,-0.78,0.15,1.03,0,,,
426057,-0.98,0.29,1.03,0,,,
426062,-0.98,0.29,1.03,0,,,
426066,-0.98,0.29,1.03,0,,,
426070,-0.98,0.29,1.03,0,,,
426075,-0.83,0.29,1.03,0,,,
426079,-0.83,0.29,1.03,0,,,
426083,-0.83,0.29,1.03,0,,,
426088,-0.83,0.29,1.03,0,,,
426092,-1.03,0.1,1.03,0,,,
426096,-1.03,0.1,1.03,0,,,
426101,-1.03,0.1,1.03,0,,,
426105,-1.03,0.1,1.03,0,,,
426109,-1.03,0.1,1.17,0,,,
426114,-1.22,-0.05,1.17,0,,,
426118,-1.22,-0.05,1.17,0,,,
426122,-1.22,-0.05,1.17,0,,,
426127,-1.22,-0.05,1.17,0,,,
426131,-1.71,-0.24,1.27,0,,,
426135,-1.71,-0.24,1.27,0,,,
426140,-1.71,-0.24,1.27,0,,,
426144,-1.71,-0.24,1.27,0,,,
426149,-1.71,-0.2,1.91,0,,,
426153,-2,-0.2,1.91,0,,,
426157,-2,-0.2,1.91,0,,,
426162,-2,-0.2,1.91,0,,,
426166,-2,-0.2,1.95,0,,,
426171,-2.44,-0.24,1.95,0,,,
426175,-2.44,-0.24,1.95,0,,,
426179,-2.44,-0.24,1.95,0,,,
426184,-2.44,-0.24,1.95,0,,,
426188,-2.83,-0.78,2,0,,,
426193,-2.83,-0.78,2,0,,,
426197,-2.83,-0.78,2,0,,,
426201,-2.83,-0.78,2,0,,,
426206,-3.08,-0.39,2,0,,,
426210,-3.08,-0.39,2,0,,,
426214,-3.08,-0.39,2,0,,,
426219,-3.08,-0.39,2,0,,,
426223,-3.08,-0.39,2.25,0,,,
426227,-2.49,-0.1,2.25,0,,,
426232,-2.49,-0.1,2.25,0,,,
426236,-2.49,-0.1,2.25,0,,,
426240,-2.49,-0.1,2.25,0,,,
426358,-0.34,2,-0.59,3295,,,
426362,-0.34,2,-0.59,2926,,,
426366,-0.34,2,-0.59,2365,,,
426371,-0.34,2,-0.59,1766,,,
426375,-0.34,2,1.95,1513,,,
426379,0.29,0.64,1.95,1229,,,
426384,0.29,0.64,1.95,971,,,
426388,0.29,0.64,1.95,603,,,
426392,0.29,0.64,1.95,701,,,
426396,0.34,0.15,1.56,745,,,
426400,0.34,0.15,1.56,618,,,
426404,0.34,0.15,1.56,688,,,
426409,0.34,0.15,1.56,497,,,
426413,0.34,0.15,1.27,362,,,
426417,0.15,-0.05,1.27,278,,,
426421,0.15,-0.05,1.27,304,,,
426488,0.39,1.32,0.64,214,,,
426493,0.1,0.98,0.05,223,,,
426497,0.1,0.98,0.05,323,,,
426501,0.1,0.98,0.05,272,,,
426505,0.1,0.98,0.05,251,,,
426510,0,1.22,0.24,235,,,
426514,0,1.22,0.24,231,,,
426518,0,1.22,0.24,272,,,
426522,0,1.22,0.24,237,,,
426527,0,1.22,0.24,264,,,
426531,-0.05,1.27,0,285,,,
426535,-0.05,1.27,0,227,,,
426539,-0.05,1.27,0,207,,,
426544,-0.05,1.27,0,228,,,
426548,-0.05,1.17,0,186,,,
426553,-0.05,1.17,0,192,,,
426557,-0.05,1.17,0,189,,,
426561,-0.05,1.17,0,128,,,
426566,-0.05,1.17,0.1,117,,,
426570,0.1,1.22,0.1,59,,,
426574,0.1,1.22,0.1,48,,,
426579,0.1,1.22,0.1,32,,,
426583,0.1,1.22,0.1,3,,,
426587,-0.34,0.98,0.15,0,,,
426591,-0.34,0.98,0.15,2,,,
426596,-0.34,0.98,0.15,0,,,
426600,-0.34,0.98,0.15,0,,,
426604,-0.34,1.17,0.44,6,,,
426609,-0.44,1.17,0.44,0,,,
426613,-0.44,1.17,0.44,0,,,
426618,-0.44,1.17,0.44,0,,,
426622,-0.44,1.17,0.44,0,,,
426626,-0.29,1.32,0.44,0,,,
426630,-0.29,1.32,0.44,0,,,
426635,-0.29,1.32,0.44,0,,,
426639,-0.29,1.32,0.44,0,,,
426643,-0.24,1.03,0.54,0,,,
426648,-0.24,1.03,0.54,0,,,
426652,-0.24,1.03,0.54,0,,,
426656,-0.24,1.03,0.54,0,,,
426660,-0.24,1.03,0.68,0,,,
426665,-0.39,0.93,0.68,0,,,
426669,-0.39,0.93,0.68,0,,,
426673,-0.39,0.93,0.68,0,,,
426678,-0.39,0.93,0.68,0,,,
426682,-0.54,0.78,0.78,0,,,
426686,-0.54,0.78,0.78,0,,,
426691,-0.54,0.78,0.78,0,,,
426695,-0.54,0.78,0.78,0,,,
426699,-0.54,0.54,0.73,0,,,
426704,-0.59,0.54,0.73,0,,,
426708,-0.59,0.54,0.73,0,,,
426713,-0.59,0.54,0.73,0,,,
426717,-0.59,0.54,0.93,0,,,
426721,-0.49,0.68,0.93,0,,,
426725,-0.49,0.68,0.93,0,,,
426730,-0.49,0.68,0.93,0,,,
426734,-0.49,0.68,0.93,0,,,
426738,-0.83,0.73,1.22,0,,,
426743,-0.83,0.73,1.22,0,,,
426747,-0.83,0.73,1.22,0,,,
426751,-0.83,0.73,1.22,0,,,
426756,-0.83,1.51,1.12,0,,,
426760,-0.44,0.83,1.12,0,,,
426764,-0.44,0.83,1.12,0,,,
426769,-0.44,0.83,1.12,0,,,
426773,-0.44,0.83,1.12,0,,,
426777,-0.68,0.59,0.68,0,,,
426782,-0.68,0.59,0.68,0,,,
426786,-0.68,0.59,0.68,0,,,
426791,-0.68,0.59,0.68,0,,,
426795,-0.44,0.59,0.93,0,,,
426799,-0.44,0.59,0.93,0,,,
426804,-0.44,0.59,0.93,0,,,
426808,-0.44,0.59,0.93,0,,,
426813,-0.44,1.37,1.03,0,,,
426817,-0.54,0.78,1.03,0,,,
426821,-0.54,0.78,1.03,0,,,
426826,-0.54,0.78,1.03,0,,,
426830,-0.54,0.78,1.03,0,,,
426834,-0.83,0.64,1.22,0,,,
426839,-0.83,0.64,1.22,0,,,
426844,-0.83,0.64,1.22,0,,,
426848,-0.83,0.64,1.22,0,,,
426853,-0.68,0.54,1.22,0,,,
426857,-0.68,0.54,1.22,0,,,
426861,-0.68,0.54,1.22,0,,,
426866,-0.68,0.54,1.22,0,,,
426870,-0.68,0.68,1.12,0,,,
426874,-0.64,0.68,1.12,0,,,
426878,-0.64,0.68,1.12,0,,,
426883,-0.64,0.68,1.12,0,,,
426887,-0.64,0.68,1.12,0,,,
426891,-0.83,0.59,1.07,0,,,
426896,-0.83,0.59,1.07,0,,,
426900,-0.83,0.59,1.07,0,,,
426904,-0.83,0.59,1.07,0,,,
426909,-0.64,0.68,1.03,0,,,
426913,-0.64,0.68,1.03,0,,,
426918,-0.64,0.68,1.03,0,,,
426922,-0.64,0.68,1.03,0,,,
426926,-0.64,0.68,1.22,0,,,
426931,-0.64,0.68,1.22,0,,,
426935,-0.64,0.68,1.22,0,,,
426939,-0.64,0.68,1.22,0,,,
426944,-0.64,0.68,1.22,0,,,
426948,-0.54,0.44,1.27,0,,,
426952,-0.54,0.44,1.27,0,,,
426957,-0.54,0.44,1.27,0,,,
426961,-0.54,0.44,1.27,0,,,
426965,-0.68,0.49,1.07,0,,,
426970,-0.68,0.49,1.07,0,,,
426974,-0.68,0.49,1.07,0,,,
426978,-0.68,0.49,1.07,0,,,
426983,-0.68,0.49,1.03,0,,,
426987,-0.64,0.73,1.03,0,,,
426991,-0.64,0.73,1.03,0,,,
426995,-0.64,0.73,1.03,0,,,
427000,-0.64,0.73,1.03,0,,,
427004,-0.68,0.68,1.03,0,,,
427008,-0.68,0.68,1.03,0,,,
427013,-0.68,0.68,1.03,0,,,
427017,-0.68,0.68,1.03,0,,,
427021,-0.68,0.68,0.78,0,,,
427026,-0.73,0.68,0.78,0,,,
427030,-0.73,0.68,0.78,0,,,
427034,-0.73,0.68,0.78,0,,,
427038,-0.73,0.68,0.78,0,,,
427043,-0.73,0.78,1.07,0,,,
427066,-0.59,0.68,1.03,0,,,
427070,-0.59,0.68,1.03,0,,,
427075,-0.59,0.68,1.03,0,,,
427079,-0.54,0.68,0.98,0,,,
427084,-0.54,0.68,0.98,0,,,
427088,-0.54,0.68,0.98,0,,,
427092,-0.54,0.68,0.98,0,,,
427096,-0.54,0.68,0.78,0,,,
427101,-0.93,0.98,0.78,0,,,
427105,-0.93,0.98,0.78,0,,,
427110,-0.93,0.98,0.78,0,,,
427114,-0.93,0.98,0.78,0,,,
427118,-0.54,0.73,0.83,0,,,
427123,-0.54,0.73,0.83,0,,,
427127,-0.54,0.73,0.83,0,,,
427131,-0.54,0.73,0.83,0,,,
427136,-0.54,0.73,0.73,0,,,
427140,-0.68,0.73,0.73,0,,,
427144,-0.68,0.73,0.73,0,,,
427149,-0.68,0.73,0.73,0,,,
427153,-0.68,0.73,0.73,0,,,
427157,-0.93,0.83,0.64,0,,,
427162,-0.93,0.83,0.64,0,,,
427166,-0.93,0.83,0.64,0,,,
427170,-0.93,0.83,0.64,0,,,
427175,-0.83,0.68,0.83,0,,,
427179,-0.83,0.68,0.83,0,,,
427183,-0.83,0.68,0.83,0,,,
427188,-0.83,0.68,0.83,0,,,
427192,-0.83,0.68,0.83,0,,,
427196,-0.78,0.98,0.83,0,,,
427201,-0.78,0.98,0.83,0,,,
427205,-0.78,0.98,0.83,0,,,
427209,-0.78,0.98,0.83,0,,,
427214,-0.83,0.83,0.68,0,,,
427218,-0.83,0.83,0.68,0,,,
427222,-0.83,0.83,0.68,0,,,
427227,-0.83,0.83,0.68,0,,,
427231,-0.83,0.78,0.98,0,,,
427235,-0.93,0.78,0.98,0,,,
427240,-0.93,0.78,0.98,0,,,
427244,-0.93,0.78,0.98,0,,,
427248,-0.93,0.78,0.83,0,,,
427253,-0.83,0.59,0.83,0,,,
427257,-0.83,0.59,0.83,0,,,
427261,-0.83,0.59,0.83,0,,,
427266,-0.83,0.59,0.83,0,,,
427270,-0.88,0.49,0.93,0,,,
427274,-0.88,0.49,0.93,0,,,
427279,-0.88,0.49,0.93,0,,,
427283,-0.88,0.49,0.93,0,,,
427288,-0.88,0.49,1.03,0,,,
427292,-0.88,0.59,1.03,0,,,
427296,-0.88,0.59,1.03,0,,,
427301,-0.88,0.59,1.03,0,,,
427305,-0.88,0.59,1.03,0,,,
427309,-0.83,0.68,0.98,0,,,
427314,-0.83,0.68,0.98,0,,,
427318,-0.83,0.68,0.98,0,,,
427322,-0.83,0.68,0.98,0,,,
