"millis, a_x, a_y, a_z, g_x, g_y, g_z"
"2047449,0.11,1.34,-9.72,0.02,0.00,-0.01"
"2047452,0.10,1.45,-9.82,0.02,0.00,-0.01"
"2047626,0.07,1.35,-9.78,0.02,0.00,-0.01"
"2047629,0.17,1.38,-9.79,0.02,-0.00,-0.00"
"2047633,0.12,1.41,-9.79,0.02,-0.00,-0.00"
"2047637,0.08,1.40,-9.90,0.03,-0.00,-0.00"
"2047641,0.05,1.41,-9.72,0.02,0.00,-0.00"
"2047659,0.08,1.47,-9.79,0.02,0.00,-0.00"
"2047662,0.15,1.38,-9.80,0.02,-0.00,-0.00"
"2047820,0.06,1.36,-9.85,0.03,-0.01,-0.00"
"2047824,0.09,1.39,-9.79,0.03,-0.01,0.00"
"2047828,-0.04,1.37,-9.79,0.03,-0.01,0.00"
"2047831,0.03,1.41,-9.73,0.03,-0.01,0.00"
"2047835,0.05,1.39,-9.73,0.03,-0.01,0.00"
"2047839,0.01,1.38,-9.76,0.03,-0.01,-0.00"
"2047978,0.07,1.44,-9.79,0.03,-0.01,0.00"
"2047981,-0.01,1.37,-9.76,0.03,-0.01,0.00"
"2047985,0.11,1.33,-9.77,0.03,-0.01,0.00"
"2047989,0.04,1.34,-9.75,0.03,-0.01,0.00"
"2047992,0.17,1.38,-9.76,0.03,-0.01,0.00"
"2047996,0.06,1.43,-9.66,0.03,-0.01,0.00"
"2048000,0.10,1.45,-9.77,0.03,-0.01,0.00"
"2048140,0.13,1.39,-9.75,0.03,-0.01,0.01"
"2048143,0.00,1.43,-9.72,0.03,-0.01,0.01"
"2048147,0.10,1.42,-9.77,0.03,-0.01,0.01"
"2048151,0.10,1.45,-9.78,0.03,-0.01,0.01"
"2048154,-0.02,1.41,-9.82,0.03,-0.01,0.01"
"2048158,0.03,1.34,-9.72,0.03,-0.01,0.01"
"2048186,0.07,1.41,-9.77,0.03,-0.02,0.01"
"2048191,0.10,1.45,-9.79,0.03,-0.01,0.01"
"2048195,0.09,1.41,-9.75,0.03,-0.02,0.01"
"2048199,0.10,1.41,-9.74,0.03,-0.01,0.01"
"2048205,0.14,1.39,-9.77,0.03,-0.02,0.01"
"2048209,0.12,1.43,-9.74,0.03,-0.02,0.01"
"2048213,0.10,1.37,-9.74,0.03,-0.01,0.01"
"2048217,0.06,1.40,-9.91,0.03,-0.02,0.01"
"2048223,0.14,1.35,-9.77,0.02,-0.02,0.01"
"2048228,0.10,1.40,-9.79,0.03,-0.01,0.01"
"2048232,0.08,1.41,-9.75,0.03,-0.02,0.01"
"2048236,0.19,1.38,-9.73,0.03,-0.02,0.01"
"2048241,0.10,1.39,-9.82,0.03,-0.01,0.01"
"2048244,0.03,1.30,-9.82,0.03,-0.01,0.01"
"2048248,0.14,1.32,-9.86,0.03,-0.01,0.01"
"2048252,-0.01,1.39,-9.81,0.02,-0.01,0.01"
"2048256,0.06,1.41,-9.67,0.03,-0.02,0.01"
"2048263,0.11,1.31,-9.77,0.03,-0.02,0.01"
"2048267,0.07,1.41,-9.74,0.03,-0.02,0.01"
"2048271,0.06,1.45,-9.77,0.03,-0.02,0.01"
"2048275,0.05,1.51,-9.81,0.03,-0.02,0.01"
"2048280,0.06,1.35,-9.76,0.03,-0.02,0.01"
"2048283,0.06,1.32,-9.78,0.03,-0.02,0.01"
"2048287,0.05,1.45,-9.72,0.03,-0.02,0.01"
"2048291,0.10,1.38,-9.84,0.03,-0.02,0.01"
"2048295,0.04,1.38,-9.78,0.02,-0.02,0.01"
"2048299,0.12,1.34,-9.83,0.03,-0.02,0.01"
"2048303,0.04,1.38,-9.79,0.03,-0.02,0.01"
"2048307,0.10,1.40,-9.76,0.03,-0.02,0.01"
"2048311,0.08,1.40,-9.77,0.03,-0.02,0.01"
"2048315,0.11,1.46,-9.79,0.03,-0.02,0.01"
"2048319,0.15,1.31,-9.76,0.02,-0.02,0.01"
"2048323,0.02,1.46,-9.80,0.03,-0.02,0.01"
"2048327,0.08,1.38,-9.85,0.03,-0.02,0.01"
"2048331,0.11,1.44,-9.77,0.02,-0.02,0.01"
"2048335,0.09,1.42,-9.73,0.02,-0.02,0.01"
"2048339,0.08,1.48,-9.76,0.02,-0.02,0.01"
"2048343,0.05,1.35,-9.75,0.02,-0.02,0.01"
"2048347,0.20,1.38,-9.77,0.03,-0.02,0.01"
"2048351,0.11,1.39,-9.76,0.03,-0.02,0.01"
"2048354,0.18,1.40,-9.64,0.02,-0.02,0.01"
"2048360,0.10,1.39,-9.76,0.02,-0.02,0.01"
"2048364,0.10,1.47,-9.80,0.02,-0.02,0.01"
"2048368,0.13,1.41,-9.79,0.02,-0.02,0.01"
"2048373,0.06,1.42,-9.75,0.02,-0.02,0.01"
"2048377,0.09,1.43,-9.77,0.02,-0.02,0.01"
"2048380,0.21,1.38,-9.80,0.02,-0.02,0.01"
"2048384,0.06,1.38,-9.80,0.02,-0.02,0.01"
"2048387,0.10,1.45,-9.75,0.02,-0.02,0.01"
"2048391,0.06,1.39,-9.74,0.02,-0.02,0.01"
"2048395,0.09,1.47,-9.76,0.02,-0.02,0.01"
"2048398,0.16,1.35,-9.71,0.02,-0.02,0.01"
"2048402,0.11,1.44,-9.80,0.02,-0.02,0.01"
"2048406,0.12,1.42,-9.73,0.02,-0.02,0.01"
"2048410,0.15,1.44,-9.82,0.02,-0.02,0.01"
"2048419,0.10,1.41,-9.75,0.02,-0.02,0.01"
"2048427,0.11,1.42,-9.78,0.02,-0.02,0.01"
"2048432,0.04,1.41,-9.80,0.02,-0.02,0.01"
"2048435,0.11,1.43,-9.85,0.02,-0.02,0.01"
"2048439,0.13,1.31,-9.81,0.02,-0.02,0.01"
"2048443,0.11,1.45,-9.77,0.02,-0.02,0.01"
"2048446,0.07,1.41,-9.82,0.02,-0.02,0.01"
"2048450,0.03,1.45,-9.77,0.02,-0.02,0.01"
"2048454,0.10,1.44,-9.69,0.02,-0.02,0.01"
"2048457,0.18,1.40,-9.75,0.02,-0.02,0.01"
"2048461,0.10,1.35,-9.76,0.02,-0.02,0.01"
"2048465,0.11,1.43,-9.85,0.02,-0.02,0.01"
"2048469,0.07,1.45,-9.78,0.02,-0.02,0.01"
"2048474,0.05,1.38,-9.79,0.02,-0.02,0.01"
"2048478,0.11,1.43,-9.77,0.02,-0.02,0.01"
"2048490,0.09,1.45,-9.82,0.02,-0.02,0.01"
"2048494,0.05,1.45,-9.75,0.02,-0.02,0.01"
"2048498,0.09,1.39,-9.75,0.02,-0.02,0.01"
"2048501,0.12,1.38,-9.77,0.02,-0.02,0.01"
"2048505,0.09,1.34,-9.88,0.02,-0.02,0.01"
"2048509,0.07,1.37,-9.73,0.02,-0.02,0.01"
"2048512,0.06,1.41,-9.78,0.02,-0.02,0.01"
"2048517,0.11,1.36,-9.81,0.02,-0.02,0.01"
"2048521,0.11,1.39,-9.70,0.02,-0.02,0.01"
"2048525,0.12,1.33,-9.74,0.02,-0.02,0.01"
"2048528,0.13,1.41,-9.82,0.02,-0.02,0.01"
"2048548,0.06,1.38,-9.74,0.02,-0.02,0.01"
"2048552,0.02,1.48,-9.82,0.02,-0.02,0.01"
"2048588,0.09,1.37,-9.74,0.02,-0.02,0.01"
"2048593,0.06,1.35,-9.80,0.02,-0.02,0.01"
"2048600,0.16,1.43,-9.76,0.02,-0.02,0.01"
"2048603,0.25,1.43,-9.80,0.02,-0.02,0.01"
"2048607,-0.01,1.43,-9.85,0.02,-0.02,0.01"
"2048611,0.09,1.45,-9.76,0.02,-0.02,0.01"
"2048614,0.11,1.47,-9.81,0.02,-0.02,0.01"
"2048618,0.07,1.43,-9.82,0.02,-0.02,0.01"
"2048622,0.09,1.44,-9.80,0.02,-0.02,0.01"
"2048625,0.13,1.48,-9.80,0.01,-0.02,0.01"
"2048635,0.11,1.44,-9.78,0.01,-0.02,0.01"
"2048642,0.09,1.40,-9.83,0.01,-0.02,0.01"
"2048646,0.16,1.41,-9.75,0.01,-0.02,0.01"
"2048650,0.10,1.44,-9.85,0.01,-0.02,0.01"
"2048654,0.11,1.43,-9.71,0.01,-0.02,0.01"
"2048658,0.07,1.44,-9.69,0.01,-0.02,0.01"
"2048662,0.11,1.42,-9.82,0.02,-0.02,0.01"
"2048668,0.18,1.43,-9.82,0.02,-0.02,0.01"
"2048673,0.11,1.41,-9.78,0.01,-0.02,0.01"
"2048676,0.05,1.42,-9.79,0.01,-0.02,0.01"
"2048682,0.10,1.41,-9.77,0.01,-0.02,0.01"
"2048685,0.16,1.40,-9.73,0.01,-0.02,0.01"
"2048689,0.06,1.37,-9.78,0.01,-0.02,0.01"
"2048693,0.03,1.46,-9.83,0.01,-0.02,0.01"
"2048697,0.08,1.43,-9.78,0.01,-0.02,0.01"
"2048700,0.06,1.44,-9.76,0.01,-0.02,0.01"
"2048706,0.07,1.32,-9.76,0.01,-0.02,0.01"
"2048710,0.07,1.46,-9.72,0.01,-0.02,0.01"
"2048714,0.14,1.47,-9.84,0.01,-0.02,0.01"
"2048717,0.11,1.38,-9.78,0.01,-0.02,0.01"
"2048722,0.10,1.42,-9.78,0.01,-0.02,0.01"
"2048727,0.10,1.39,-9.74,0.01,-0.02,0.01"
"2048731,0.10,1.45,-9.76,0.01,-0.02,0.01"
"2048735,0.06,1.41,-9.78,0.01,-0.02,0.01"
"2048738,0.04,1.41,-9.75,0.01,-0.02,0.01"
"2048742,0.10,1.43,-9.74,0.01,-0.02,0.01"
"2048746,0.05,1.37,-9.72,0.01,-0.02,0.01"
"2048749,0.03,1.36,-9.84,0.01,-0.02,0.01"
"2048753,0.10,1.45,-9.81,0.01,-0.02,0.01"
"2048757,0.17,1.44,-9.82,0.01,-0.02,0.01"
"2048761,0.06,1.37,-9.72,0.01,-0.02,0.01"
"2048764,0.09,1.45,-9.75,0.01,-0.02,0.01"
"2048768,0.10,1.42,-9.71,0.01,-0.02,0.01"
"2048772,0.10,1.37,-9.71,0.01,-0.02,0.01"
"2048790,0.13,1.43,-9.81,0.01,-0.02,0.01"
"2048796,0.03,1.52,-9.81,0.01,-0.02,0.01"
"2048802,0.13,1.40,-9.78,0.01,-0.02,0.01"
"2048806,0.03,1.43,-9.75,0.01,-0.02,0.01"
"2048809,0.11,1.43,-9.84,0.01,-0.02,0.01"
"2048813,0.13,1.39,-9.80,0.01,-0.02,0.01"
"2048816,0.16,1.36,-9.83,0.01,-0.02,0.01"
"2048820,0.05,1.45,-9.74,0.01,-0.02,0.01"
"2048824,0.07,1.46,-9.82,0.01,-0.02,0.01"
"2048831,0.11,1.51,-9.73,0.01,-0.02,0.01"
"2048836,0.12,1.42,-9.79,0.01,-0.02,0.01"
"2048841,0.11,1.41,-9.71,0.01,-0.02,0.01"
"2048845,0.11,1.46,-9.73,0.01,-0.02,0.01"
"2048850,0.08,1.45,-9.76,0.01,-0.02,0.01"
"2048853,0.03,1.43,-9.73,0.01,-0.02,0.01"
"2048857,0.07,1.48,-9.77,0.01,-0.02,0.01"
"2048860,0.11,1.40,-9.77,0.01,-0.02,0.01"
"2048864,0.20,1.40,-9.83,0.01,-0.02,0.01"
"2048868,0.10,1.37,-9.71,0.01,-0.01,0.01"
"2048871,0.11,1.48,-9.84,0.01,-0.02,0.00"
"2048875,0.10,1.45,-9.77,0.01,-0.02,0.01"
"2048879,0.07,1.42,-9.75,0.01,-0.02,0.01"
"2048882,0.10,1.43,-9.74,0.01,-0.02,0.01"
"2048886,0.13,1.43,-9.86,0.01,-0.02,0.01"
"2048890,0.09,1.44,-9.77,0.01,-0.02,0.01"
"2048893,0.14,1.49,-9.71,0.01,-0.02,0.01"
"2048897,0.07,1.34,-9.82,0.00,-0.01,0.01"
"2048982,0.08,1.45,-9.77,0.00,-0.01,0.01"
"2048986,0.10,1.36,-9.77,0.00,-0.02,0.00"
"2048990,0.04,1.37,-9.78,0.01,-0.02,0.01"
"2048996,0.08,1.38,-9.84,0.01,-0.02,0.01"
"2048999,0.02,1.38,-9.73,0.00,-0.01,0.00"
"2049006,0.11,1.39,-9.77,0.00,-0.01,0.00"
"2049009,0.10,1.50,-9.71,0.00,-0.01,0.01"
"2049013,0.07,1.44,-9.80,0.00,-0.01,0.00"
"2049017,0.06,1.39,-9.87,0.00,-0.01,0.00"
"2049021,0.11,1.38,-9.73,0.00,-0.01,0.00"
"2049026,0.08,1.43,-9.75,0.00,-0.01,0.00"
"2049029,0.10,1.43,-9.79,0.00,-0.01,0.01"
"2049036,0.10,1.35,-9.73,0.00,-0.01,0.00"
"2049040,0.10,1.40,-9.75,0.00,-0.02,0.01"
"2049046,0.10,1.40,-9.80,0.00,-0.02,0.01"
"2049049,0.14,1.42,-9.88,0.00,-0.01,0.01"
"2049053,0.05,1.40,-9.77,0.00,-0.01,0.00"
"2049057,0.16,1.37,-9.84,0.01,-0.01,0.00"
"2049061,0.02,1.38,-9.77,0.00,-0.01,0.00"
"2049065,0.06,1.41,-9.81,0.00,-0.01,0.01"
"2049069,0.03,1.39,-9.78,0.00,-0.01,0.00"
"2049073,0.04,1.45,-9.71,0.00,-0.01,0.00"
"2049077,0.06,1.45,-9.76,0.01,-0.01,0.00"
"2049080,0.11,1.41,-9.77,0.00,-0.01,0.00"
"2049084,0.11,1.38,-9.75,0.00,-0.01,0.00"
"2049088,0.10,1.43,-9.81,0.00,-0.01,0.00"
"2049092,0.07,1.36,-9.78,0.01,-0.01,0.00"
"2049095,0.13,1.41,-9.72,0.00,-0.01,0.00"
"2049099,0.17,1.38,-9.73,0.00,-0.01,0.00"
"2049103,0.05,1.41,-9.76,0.00,-0.01,0.00"
"2049109,0.13,1.40,-9.77,0.00,-0.01,0.00"
"2049113,0.11,1.41,-9.84,0.00,-0.01,0.00"
"2049116,0.16,1.44,-9.81,0.01,-0.01,0.00"
"2049121,0.08,1.43,-9.82,0.00,-0.01,0.00"
"2049125,0.10,1.47,-9.74,0.00,-0.01,0.00"
"2049129,0.07,1.44,-9.80,0.00,-0.01,0.00"
"2049133,0.10,1.40,-9.86,-0.00,-0.01,0.00"
"2049139,0.09,1.39,-9.74,0.00,-0.01,0.00"
"2049143,0.08,1.35,-9.77,0.00,-0.01,0.00"
"2049146,0.08,1.42,-9.79,0.00,-0.01,0.00"
"2049150,0.16,1.36,-9.73,0.00,-0.01,0.00"
"2049154,0.14,1.51,-9.82,0.00,-0.01,0.00"
"2049159,0.05,1.40,-9.70,0.00,-0.01,0.00"
"2049162,0.07,1.35,-9.81,0.00,-0.01,0.00"
"2049166,0.11,1.45,-9.76,0.00,-0.01,0.00"
"2049170,0.11,1.45,-9.76,0.00,-0.01,0.00"
"2049175,0.18,1.44,-9.75,0.00,-0.01,0.00"
"2049178,0.12,1.41,-9.79,0.00,-0.01,0.00"
"2049182,0.08,1.47,-9.71,0.00,-0.01,0.00"
"2049187,0.08,1.45,-9.74,0.00,-0.01,0.00"
"2049191,0.12,1.43,-9.78,0.00,-0.01,0.00"
"2049196,0.15,1.36,-9.81,0.00,-0.01,0.00"
"2049200,0.11,1.38,-9.80,0.00,-0.01,0.00"
"2049205,0.11,1.37,-9.72,0.00,-0.01,0.00"
"2049209,0.11,1.39,-9.83,0.00,-0.01,-0.00"
"2049215,0.06,1.37,-9.82,0.00,-0.01,0.00"
"2049221,0.22,1.40,-9.84,0.00,-0.01,0.00"
"2049225,0.07,1.35,-9.79,0.00,-0.01,0.00"
"2049229,0.11,1.43,-9.86,-0.00,-0.01,-0.00"
"2049233,0.09,1.35,-9.71,-0.00,-0.01,0.00"
"2049236,0.10,1.38,-9.79,-0.00,-0.01,0.00"
"2049240,0.20,1.35,-9.81,-0.00,-0.01,0.00"
"2049244,0.11,1.34,-9.76,0.00,-0.01,0.00"
"2049248,0.11,1.44,-9.78,-0.00,-0.01,0.00"
"2049251,0.17,1.34,-9.86,-0.00,-0.01,-0.00"
"2049255,0.11,1.37,-9.77,-0.00,-0.01,0.00"
"2049259,0.10,1.44,-9.77,-0.00,-0.01,-0.00"
"2049263,0.12,1.39,-9.79,-0.00,-0.01,-0.00"
"2049267,0.10,1.44,-9.81,-0.00,-0.01,-0.00"
"2049272,0.16,1.39,-9.77,-0.00,-0.01,0.00"
"2049276,0.11,1.41,-9.80,-0.00,-0.01,-0.00"
"2049282,0.04,1.41,-9.76,-0.00,-0.01,-0.00"
"2049288,0.10,1.35,-9.88,-0.00,-0.01,-0.00"
"2049293,0.10,1.28,-9.72,-0.00,-0.01,0.00"
"2049297,0.06,1.36,-9.72,0.00,-0.01,-0.00"
"2049301,0.05,1.34,-9.74,-0.00,-0.01,-0.00"
"2049305,0.11,1.33,-9.83,-0.00,-0.01,0.00"
"2049309,0.06,1.34,-9.72,-0.00,-0.01,-0.00"
"2049314,0.14,1.36,-9.78,0.00,-0.01,-0.00"
"2049318,0.07,1.37,-9.79,-0.00,-0.01,-0.00"
"2049325,0.11,1.44,-9.75,-0.00,-0.01,-0.00"
"2049329,0.12,1.36,-9.81,-0.00,-0.01,0.00"
"2049334,0.10,1.37,-9.75,0.00,-0.01,-0.00"
"2049338,0.11,1.43,-9.76,-0.00,-0.01,0.00"
"2049345,0.09,1.41,-9.81,0.00,-0.01,-0.00"
"2049349,0.11,1.42,-9.81,0.00,-0.00,-0.00"
"2049354,0.17,1.37,-9.75,0.01,-0.00,-0.00"
"2049358,0.14,1.35,-9.82,0.00,-0.01,-0.00"
"2049365,0.11,1.39,-9.76,0.00,-0.01,-0.00"
"2049369,0.16,1.43,-9.85,0.00,-0.01,-0.00"
"2049374,0.11,1.35,-9.69,0.00,-0.01,-0.00"
"2049378,0.12,1.42,-9.76,0.00,-0.00,-0.00"
"2049384,0.07,1.32,-9.79,0.00,-0.01,-0.00"
"2049388,0.13,1.38,-9.83,0.00,-0.01,-0.00"
"2049392,0.11,1.32,-9.85,-0.00,-0.00,-0.00"
"2049399,0.10,1.36,-9.78,-0.00,-0.01,-0.00"
"2049403,0.12,1.38,-9.75,0.00,-0.00,-0.00"
"2049408,0.07,1.44,-9.82,0.00,-0.01,-0.00"
"2049412,0.11,1.41,-9.77,0.00,-0.00,-0.00"
"2049419,0.11,1.33,-9.74,-0.00,-0.00,-0.01"
"2049423,0.11,1.35,-9.82,-0.00,-0.01,-0.00"
"2049427,0.14,1.32,-9.88,0.00,-0.01,-0.00"
"2049431,0.13,1.33,-9.82,0.00,-0.00,-0.00"
"2049437,0.10,1.27,-9.79,0.00,-0.00,-0.01"
"2049442,0.05,1.38,-9.80,0.00,-0.00,-0.01"
"2049446,0.14,1.31,-9.75,0.00,-0.00,-0.00"
"2049451,0.08,1.35,-9.77,0.00,-0.00,-0.00"
"2049455,0.05,1.39,-9.70,0.00,-0.01,-0.01"
"2049461,0.11,1.37,-9.78,0.00,-0.00,-0.00"
"2049465,0.08,1.44,-9.80,-0.00,-0.00,-0.00"
"2049468,0.11,1.36,-9.80,0.00,-0.00,-0.01"
"2049474,0.06,1.35,-9.77,0.00,-0.00,-0.01"
"2049480,0.07,1.40,-9.80,0.00,-0.00,-0.01"
"2049484,0.11,1.34,-9.78,0.00,-0.00,-0.01"
"2049490,0.13,1.32,-9.71,0.00,-0.00,-0.01"
"2049494,0.03,1.36,-9.73,0.00,-0.00,-0.01"
"2049499,0.04,1.42,-9.79,0.00,-0.00,-0.01"
"2049503,0.14,1.35,-9.78,0.00,-0.00,-0.01"
"2049508,0.13,1.38,-9.79,-0.00,-0.00,-0.01"
"2049512,0.08,1.38,-9.73,0.00,-0.00,-0.00"
"2049518,0.08,1.37,-9.72,0.00,-0.00,-0.01"
"2049524,0.11,1.38,-9.73,0.00,-0.00,-0.01"
"2049528,0.14,1.35,-9.73,0.00,-0.00,-0.01"
"2049533,0.18,1.35,-9.74,0.00,0.00,-0.00"
"2049537,0.17,1.32,-9.80,0.00,-0.00,-0.01"
"2049543,0.14,1.40,-9.84,0.00,-0.00,-0.01"
"2049548,0.10,1.45,-9.81,0.00,-0.00,-0.01"
"2049551,0.02,1.39,-9.77,0.00,-0.00,-0.01"
"2049555,0.11,1.37,-9.78,0.00,-0.00,-0.01"
"2049559,0.08,1.38,-9.80,0.00,-0.00,-0.01"
"2049563,0.05,1.36,-9.76,-0.00,-0.00,-0.01"
"2049566,0.11,1.44,-9.77,0.00,-0.00,-0.01"
"2049570,0.01,1.33,-9.76,0.00,0.00,-0.01"
"2049574,0.11,1.31,-9.73,0.00,-0.00,-0.01"
"2049578,0.22,1.41,-9.82,-0.00,-0.00,-0.01"
"2049582,0.17,1.39,-9.77,0.00,0.00,-0.01"
"2049585,0.09,1.30,-9.70,0.00,-0.00,-0.01"
"2049589,0.15,1.44,-9.75,0.00,-0.00,-0.01"
"2049593,0.08,1.42,-9.76,0.00,-0.00,-0.01"
"2049597,0.04,1.36,-9.75,0.00,-0.00,-0.01"
"2049601,0.07,1.42,-9.79,0.00,-0.00,-0.01"
"2049605,0.10,1.33,-9.79,0.00,-0.00,-0.01"
"2049608,0.10,1.37,-9.76,0.00,0.00,-0.01"
"2049612,0.08,1.39,-9.72,0.00,-0.00,-0.01"
"2049672,0.14,1.45,-9.78,0.00,-0.00,-0.01"
"2049676,0.13,1.41,-9.79,0.00,0.00,-0.01"
"2049679,0.11,1.45,-9.82,0.00,0.00,-0.01"
"2049684,0.12,1.40,-9.78,0.01,0.00,-0.01"
"2049689,0.07,1.35,-9.70,0.00,0.00,-0.01"
"2049693,0.02,1.39,-9.71,0.00,-0.00,-0.01"
"2049698,0.13,1.37,-9.91,0.00,0.00,-0.01"
"2049702,0.09,1.35,-9.76,0.00,0.00,-0.01"
"2049706,0.08,1.45,-9.75,0.00,0.00,-0.01"
"2049710,0.10,1.32,-9.75,0.00,0.00,-0.01"
"2049713,0.04,1.41,-9.77,0.00,0.00,-0.01"
"2049719,0.01,1.42,-9.75,0.01,-0.00,-0.01"
"2049723,0.10,1.38,-9.77,0.00,0.00,-0.01"
"2049726,0.13,1.26,-9.79,0.01,-0.00,-0.01"
"2049776,0.11,1.32,-9.79,0.01,0.00,-0.01"
"2049780,0.15,1.35,-9.73,0.00,0.00,-0.01"
"2049784,0.13,1.35,-9.73,0.00,0.00,-0.01"
"2049787,0.10,1.31,-9.81,0.00,0.00,-0.01"
"2049791,-0.01,1.39,-9.76,0.01,0.00,-0.01"
"2049797,0.12,1.39,-9.81,0.00,0.00,-0.01"
"2049801,0.09,1.45,-9.80,0.01,0.00,-0.01"
"2049807,0.14,1.37,-9.74,0.01,0.00,-0.01"
"2049811,0.12,1.37,-9.74,0.01,0.00,-0.01"
"2049814,0.03,1.29,-9.83,0.01,0.00,-0.01"
"2049819,0.09,1.38,-9.78,0.01,0.00,-0.01"
"2049823,0.16,1.39,-9.71,0.01,0.00,-0.01"
"2049827,0.08,1.40,-9.86,0.01,0.00,-0.01"
"2049832,0.06,1.40,-9.79,0.01,0.00,-0.01"
"2049836,0.07,1.43,-9.77,0.01,0.00,-0.01"
"2049841,0.11,1.39,-9.80,0.01,0.00,-0.01"
"2049845,0.11,1.37,-9.79,0.01,0.00,-0.01"
"2049851,0.10,1.39,-9.72,0.01,0.00,-0.01"
"2049854,0.18,1.31,-9.77,0.01,-0.00,-0.01"
"2049860,0.07,1.36,-9.72,0.01,0.00,-0.01"
"2049863,0.10,1.36,-9.80,0.01,0.00,-0.01"
"2049867,0.14,1.32,-9.80,0.01,0.00,-0.01"
"2049872,0.03,1.39,-9.76,0.01,0.00,-0.01"
"2049876,0.12,1.39,-9.79,0.01,0.00,-0.01"
"2049881,0.12,1.41,-9.76,0.01,0.00,-0.01"
"2049885,0.10,1.41,-9.76,0.01,0.00,-0.01"
"2049891,0.09,1.37,-9.84,0.01,0.00,-0.01"
"2049894,0.09,1.35,-9.81,0.01,0.00,-0.01"
"2049900,0.14,1.34,-9.78,0.01,0.00,-0.01"
"2049904,0.21,1.46,-9.76,0.01,0.00,-0.01"
"2049909,0.14,1.34,-9.77,0.01,0.00,-0.01"
"2049913,0.07,1.45,-9.82,0.01,0.00,-0.01"
"2049917,0.11,1.40,-9.73,0.01,0.00,-0.01"
"2049921,0.08,1.45,-9.70,0.01,0.00,-0.01"
"2049924,0.17,1.40,-9.68,0.01,0.00,-0.01"
"2049928,0.11,1.27,-9.73,0.01,0.00,-0.01"
"2049933,0.13,1.31,-9.75,0.01,0.00,-0.01"
"2049937,0.08,1.45,-9.78,0.01,0.00,-0.01"
"2049941,0.05,1.43,-9.75,0.01,0.00,-0.01"
"2049944,0.06,1.37,-9.71,0.01,0.00,-0.01"
"2049948,0.08,1.33,-9.76,0.01,0.00,-0.01"
"2049953,0.06,1.37,-9.77,0.01,0.00,-0.01"
"2049957,0.07,1.33,-9.75,0.01,0.00,-0.01"
"2049961,0.09,1.29,-9.77,0.01,0.00,-0.01"
"2049964,0.10,1.42,-9.82,0.01,0.00,-0.01"
"2049968,0.16,1.35,-9.68,0.01,0.00,-0.01"
"2049972,0.11,1.32,-9.74,0.01,0.00,-0.01"
"2049975,0.16,1.42,-9.75,0.01,0.00,-0.01"
"2049979,0.11,1.38,-9.76,0.01,0.00,-0.01"
"2049983,0.12,1.42,-9.77,0.01,0.00,-0.01"
"2049988,0.13,1.29,-9.80,0.01,0.00,-0.01"
"2049992,0.05,1.36,-9.79,0.01,0.00,-0.01"
"2049995,0.07,1.41,-9.80,0.01,0.00,-0.01"
"2049999,0.04,1.44,-9.77,0.01,0.00,-0.01"
"2050003,-0.03,1.36,-9.82,0.01,0.00,-0.01"
"2050006,0.11,1.38,-9.77,0.01,0.00,-0.01"
"2050010,0.11,1.38,-9.75,0.01,0.00,-0.01"
