millis,a_x, a_y, a_z, g_x, g_y, g_z
821789,1.57,2.26,-10.49,-0.1,0.24,0.13
821794,1.41,2.02,-10.68,-0.11,0.25,0.14
821798,1.19,1.84,-10.42,-0.12,0.26,0.13
821803,1.02,1.89,-10.5,-0.11,0.26,0.12
821808,1.04,1.6,-10.38,-0.12,0.25,0.12
821812,0.46,1.49,-10.1,-0.11,0.26,0.11
821817,-0.1,1.41,-10.07,-0.1,0.21,0.13
821821,-0.52,1.22,-10.04,-0.09,0.19,0.13
821826,-0.65,1.73,-10.13,-0.11,0.2,0.12
821831,-0.55,1.54,-9.5,-0.13,0.22,0.11
821835,-0.42,1,-9.38,-0.12,0.22,0.09
821841,-0.69,1.07,-9.55,-0.12,0.2,0.09
821846,-0.16,0.54,-9.37,-0.11,0.18,0.09
821854,-0.38,1.25,-9.51,-0.11,0.17,0.09
821858,-0.35,0.85,-9.44,-0.11,0.15,0.1
821863,-0.47,0.84,-9.74,-0.11,0.16,0.09
821867,-1.08,0.92,-9.47,-0.09,0.13,0.08
821872,-1.22,1.05,-9.55,-0.09,0.09,0.1
821878,-1.37,0.41,-9.77,-0.07,0.09,0.08
821884,-1.54,0.63,-9.68,-0.08,0.07,0.08
821889,-1.59,0.54,-9.54,-0.07,0.04,0.08
821893,-1.5,0.33,-9.7,-0.06,0.03,0.06
821898,-1.46,0.34,-9.59,-0.05,0.02,0.06
821903,-1.5,0.12,-9.64,-0.05,0,0.06
821907,-1.45,-0.02,-9.49,-0.03,-0.03,0.07
821912,-1.87,0.12,-9.61,-0.01,-0.06,0.07
821916,-1.66,0.11,-9.57,-0.01,-0.08,0.08
821921,-1.66,0.38,-9.6,-0.01,-0.08,0.05
821925,-1.23,0.85,-9.6,0,-0.09,0.05
821943,-1.1,0.02,-9.13,0.03,-0.17,0.05
821948,-1.1,0.48,-9.79,0.03,-0.17,0.04
821974,-0.33,0.74,-9.88,0.08,-0.25,0.03
822017,0.84,1.14,-10.26,0.12,-0.33,0.02
822021,0.78,1.1,-10,0.12,-0.34,0.02
822026,1.07,1.43,-10.3,0.13,-0.34,0.01
822031,1.07,1.68,-9.97,0.11,-0.31,0
822035,1.22,1.67,-10,0.12,-0.32,0
822040,1.59,1.45,-9.85,0.13,-0.32,-0.01
822044,1.73,1.28,-9.97,0.13,-0.31,-0.01
822049,1.77,1.36,-9.73,0.13,-0.3,-0.02
822054,1.71,1.54,-9.84,0.13,-0.31,-0.01
822058,1.55,1.34,-9.77,0.13,-0.3,-0.02
822064,1.66,1.45,-9.95,0.13,-0.29,-0.03
822069,1.73,1.51,-9.94,0.12,-0.28,-0.04
822073,1.81,1.42,-9.79,0.12,-0.27,-0.04
822079,1.9,1.62,-9.95,0.12,-0.26,-0.05
822084,2.04,1.68,-9.86,0.11,-0.25,-0.05
822089,2.01,1.71,-9.93,0.11,-0.24,-0.06
822093,1.96,1.72,-10.04,0.11,-0.24,-0.07
822099,1.98,1.73,-9.95,0.11,-0.22,-0.07
822104,2.02,1.92,-9.99,0.11,-0.21,-0.07
822109,2.16,1.91,-9.86,0.1,-0.19,-0.09
822113,2.22,1.96,-9.77,0.09,-0.18,-0.1
822119,2.32,1.93,-9.69,0.09,-0.17,-0.1
822124,2.3,1.93,-9.71,0.09,-0.17,-0.1
822129,2.12,2.08,-9.67,0.08,-0.16,-0.1
822133,2.35,2.01,-9.76,0.08,-0.14,-0.11
822138,2.43,1.94,-9.56,0.07,-0.13,-0.12
822144,2.42,2.11,-9.49,0.06,-0.11,-0.13
822148,2.37,2.03,-9.46,0.06,-0.1,-0.13
822153,2.29,1.91,-9.61,0.05,-0.09,-0.13
822158,2.3,1.9,-9.45,0.05,-0.08,-0.14
822162,2.12,2.07,-9.51,0.05,-0.07,-0.15
822167,2.06,1.9,-9.45,0.04,-0.06,-0.15
822173,1.81,1.95,-9.55,0.04,-0.04,-0.15
822177,1.96,2.08,-9.53,0.03,-0.04,-0.15
822182,2.03,2.01,-9.64,0.02,-0.02,-0.16
822187,2.07,1.93,-9.59,0.02,-0.01,-0.17
822195,2.08,1.9,-9.73,0.01,0,-0.17
822199,1.96,1.92,-9.96,0,0.01,-0.18
822204,2.08,1.92,-9.9,0,0.02,-0.18
822208,1.91,1.88,-9.77,0,0.03,-0.18
822213,1.65,1.82,-9.96,-0.01,0.04,-0.18
822218,1.55,1.74,-9.97,-0.01,0.04,-0.18
822222,1.29,1.81,-9.87,-0.02,0.05,-0.19
822228,1.19,1.67,-10.01,-0.02,0.05,-0.19
822233,1.05,1.61,-9.86,-0.03,0.06,-0.19
822237,0.94,1.52,-9.9,-0.02,0.05,-0.19
822241,0.89,1.42,-9.86,-0.03,0.06,-0.2
822246,0.78,1.39,-9.88,-0.03,0.06,-0.2
822250,0.73,1.28,-9.94,-0.03,0.05,-0.2
822255,0.67,1.27,-9.94,-0.02,0.05,-0.21
822260,0.56,1.22,-9.99,-0.02,0.05,-0.2
822266,0.5,1.1,-9.94,-0.02,0.04,-0.2
822270,0.48,1.12,-9.93,-0.02,0.04,-0.21
822274,0.41,1.08,-9.9,-0.01,0.04,-0.2
822346,-0.52,0.61,-9.58,0.06,-0.12,-0.21
822351,-0.47,0.75,-9.57,0.06,-0.12,-0.22
822356,-0.56,0.65,-9.52,0.07,-0.14,-0.21
822360,-0.32,0.66,-9.74,0.08,-0.15,-0.21
822365,-0.48,0.72,-9.59,0.08,-0.15,-0.22
822370,-0.58,0.81,-9.7,0.09,-0.17,-0.22
822376,-0.74,0.8,-9.68,0.09,-0.2,-0.2
822382,-0.26,1,-10.06,0.1,-0.19,-0.22
822386,-0.18,1.21,-9.49,0.1,-0.2,-0.23
822391,-0.55,0.89,-9.92,0.11,-0.22,-0.22
822397,-0.43,0.1,-9.79,0.11,-0.24,-0.21
822401,-0.13,0.56,-10.1,0.14,-0.24,-0.23
822406,-0.13,1.21,-9.94,0.12,-0.24,-0.22
822410,-0.06,0.31,-9.89,0.13,-0.27,-0.2
822416,0.34,1.15,-10.04,0.14,-0.24,-0.25
822423,0.75,1.22,-10.05,0.14,-0.27,-0.21
822429,1.2,0.87,-9.97,0.15,-0.26,-0.22
822434,1.06,1.16,-9.65,0.15,-0.25,-0.23
822439,0.52,1.09,-9.81,0.15,-0.29,-0.21
822444,0.09,0.9,-10.2,0.16,-0.31,-0.21
822448,-0.26,1.29,-9.73,0.16,-0.29,-0.22
822454,0.11,1.23,-10.21,0.16,-0.29,-0.22
822459,0.25,0.62,-9.86,0.16,-0.27,-0.23
822464,0.56,0.59,-10.02,0.17,-0.28,-0.24
822468,0.6,0.56,-10.23,0.18,-0.3,-0.23
822473,0.82,0.77,-10.05,0.19,-0.31,-0.23
822477,1,1.15,-10.16,0.19,-0.3,-0.23
822482,1.17,1.23,-10.1,0.19,-0.31,-0.22
822531,2.14,1.64,-9.84,0.17,-0.22,-0.25
822536,2.22,1.67,-9.68,0.17,-0.21,-0.26
822541,1.99,2.03,-9.78,0.17,-0.21,-0.25
822546,2.11,1.81,-9.52,0.16,-0.21,-0.24
822552,1.76,2.12,-9.84,0.16,-0.19,-0.25
822556,1.96,1.95,-9.86,0.15,-0.18,-0.25
822563,2.44,1.8,-9.61,0.14,-0.15,-0.27
822568,2.48,1.9,-9.6,0.14,-0.13,-0.27
822572,2.57,2.03,-9.6,0.13,-0.13,-0.26
822577,2.51,2.11,-9.49,0.12,-0.12,-0.26
822582,2.48,2.34,-9.74,0.12,-0.11,-0.27
822586,2.48,2.38,-9.61,0.1,-0.08,-0.27
822591,2.05,2.35,-9.63,0.1,-0.07,-0.27
822596,1.72,2.15,-9.6,0.1,-0.09,-0.25
822600,1.21,2.29,-9.74,0.09,-0.09,-0.25
822605,1.1,2.2,-10.03,0.08,-0.08,-0.26
822743,14.01,6.15,-0.41,0.16,-0.36,0.07
822748,10.41,4.87,-1.26,0.29,-0.48,0.07
822752,6.95,3.99,-3.07,0.36,-0.57,0.08
822757,4.18,3.93,-5.46,0.26,-0.48,0.1
822762,2.59,3.41,-6.8,-0.05,-0.12,0.1
822766,2.1,2.56,-6.66,-0.2,0.2,0
822771,2.17,2.23,-7.94,-0.19,0.33,-0.11
822776,1.58,1.38,-9.53,-0.13,0.29,-0.11
822780,0.63,-0.07,-11.24,-0.02,0.12,-0.1
822914,2.07,3.37,-9.6,-0.17,0.34,-0.28
822919,2.01,3.47,-10.73,-0.18,0.35,-0.28
822924,1.85,3.07,-11.64,-0.21,0.36,-0.29
822929,1.57,2.87,-12.46,-0.22,0.37,-0.29
822934,1.45,2.52,-12.92,-0.23,0.38,-0.29
822938,0.94,2.25,-13.21,-0.23,0.37,-0.29
822944,0.56,1.76,-13.14,-0.22,0.35,-0.28
822949,0.24,1.67,-12.86,-0.21,0.33,-0.28
822953,-0.03,1.37,-12.28,-0.22,0.33,-0.28
822958,-0.11,1.27,-11.57,-0.22,0.33,-0.29
822964,0.11,0.76,-10.49,-0.22,0.33,-0.3
822969,0.33,0.67,-9.88,-0.21,0.32,-0.3
822974,0.35,0.56,-9.22,-0.21,0.31,-0.3
822979,0.43,0.78,-8.73,-0.21,0.31,-0.29
822984,0.43,0.66,-7.96,-0.21,0.3,-0.29
822989,0.44,0.51,-7.64,-0.2,0.3,-0.3
822994,0.47,0.48,-7.55,-0.19,0.3,-0.29
822999,0.35,0.37,-7.63,-0.18,0.3,-0.29
823003,0.39,0.31,-7.71,-0.18,0.29,-0.29
823008,0.29,0.41,-7.92,-0.18,0.29,-0.3
823013,0.18,0.43,-8.58,-0.17,0.29,-0.3
823017,0.03,0.45,-9.11,-0.17,0.29,-0.3
823022,-0.11,0.32,-9.53,-0.16,0.27,-0.29
823049,-1.64,-1.16,-10.72,-0.06,0.17,-0.28
823089,-0.9,0.94,-9.2,0.07,-0.01,-0.27
823094,-0.69,1.3,-8.96,0.06,0,-0.27
823098,-0.96,1.06,-8.77,0.08,-0.03,-0.27
823104,-0.69,0.9,-9.29,0.1,-0.05,-0.27
823112,0.56,0.19,-8.6,0.09,-0.02,-0.3
823117,0.32,0.31,-9.02,0.11,-0.03,-0.31
823122,-0.49,-0.28,-9.49,0.12,-0.09,-0.25
823127,-0.61,-0.67,-9.61,0.15,-0.11,-0.26
823131,-0.57,0.06,-9.79,0.17,-0.11,-0.27
823136,-0.4,0.99,-10.76,0.14,-0.09,-0.28
823140,0.02,0.98,-10.39,0.15,-0.1,-0.27
823147,0.31,1.32,-10.82,0.17,-0.1,-0.29
823151,0.23,1.69,-11.94,0.16,-0.12,-0.28
823157,0.59,2.06,-11.05,0.14,-0.11,-0.26
823161,0.96,2.01,-11.09,0.15,-0.11,-0.27
823166,1.15,1.69,-11.48,0.16,-0.11,-0.28
823170,1.35,1.71,-10.58,0.16,-0.12,-0.28
823176,1.91,2.36,-10.86,0.15,-0.1,-0.29
823182,2.39,2.61,-10.22,0.11,-0.06,-0.29
823186,2.77,2.63,-9.3,0.12,-0.06,-0.29
823191,2.71,2.47,-9.34,0.12,-0.07,-0.28
823195,2.57,2.16,-9.25,0.12,-0.08,-0.27
823200,2.62,2.04,-8.83,0.11,-0.05,-0.29
823205,2.6,2.18,-8.66,0.11,-0.03,-0.29
823212,2.67,2.05,-8.5,0.09,0,-0.29
823217,2.48,2.08,-8.76,0.09,0,-0.29
823222,2.11,1.83,-8.92,0.08,0.01,-0.28
823226,1.86,1.93,-9.06,0.07,0.02,-0.29
823232,1.57,2.02,-9.37,0.07,0.02,-0.29
823236,1.64,2.1,-9.75,0.06,0.04,-0.3
823240,1.89,2.32,-9.79,0.05,0.06,-0.3
823245,2.07,2.5,-9.77,0.04,0.07,-0.31
823249,2.46,2.47,-9.94,0.03,0.08,-0.31
823254,2.84,2.68,-10.23,0.02,0.1,-0.32
823258,2.86,2.88,-10.06,0,0.13,-0.32
823262,3.09,2.84,-10.1,-0.01,0.14,-0.32
823267,3.09,2.53,-10.08,-0.01,0.14,-0.32
823294,1.9,2.31,-9.49,-0.06,0.2,-0.32
823299,1.47,2.12,-9.35,-0.07,0.22,-0.33
823304,1.23,1.98,-9.36,-0.07,0.22,-0.32
823308,1,1.92,-9.25,-0.08,0.23,-0.33
823313,1.03,1.79,-9.3,-0.08,0.23,-0.33
823318,1.03,1.9,-9.26,-0.09,0.24,-0.34
823323,1.23,1.99,-9.17,-0.1,0.25,-0.35
823328,1.29,2.12,-9.27,-0.1,0.24,-0.35
823332,1.42,2.23,-9.39,-0.12,0.25,-0.34
823337,1.42,2.28,-9.52,-0.13,0.26,-0.35
823342,1.57,2.15,-10.01,-0.13,0.27,-0.35
823346,1.73,1.99,-10.08,-0.14,0.27,-0.35
823352,1.7,2.01,-10.27,-0.15,0.28,-0.35
823356,1.72,2.1,-10.54,-0.15,0.27,-0.35
823361,1.35,2.16,-10.49,-0.16,0.27,-0.35
823368,1.12,2.3,-10.54,-0.16,0.28,-0.35
823372,1,2.2,-10.6,-0.17,0.28,-0.35
823377,0.85,2.01,-10.49,-0.18,0.28,-0.35
823381,0.56,1.85,-10.38,-0.18,0.28,-0.35
823386,0.47,1.65,-10.33,-0.19,0.27,-0.35
823442,0.63,0.64,-9.84,-0.14,0.24,-0.36
823447,0.56,0.58,-9.68,-0.13,0.25,-0.36
823451,0.3,0.64,-9.8,-0.12,0.22,-0.36
823457,-0.09,0.39,-9.85,-0.11,0.2,-0.36
823461,-0.44,0.34,-10.18,-0.09,0.2,-0.37
823467,-0.59,0,-9.73,-0.09,0.2,-0.36
823471,-0.72,-0.41,-10.03,-0.07,0.17,-0.35
823477,-0.64,-0.59,-10,-0.06,0.17,-0.37
823481,-0.79,-0.57,-9.93,-0.05,0.16,-0.37
823487,-0.97,-0.62,-10.16,-0.03,0.15,-0.35
823491,-0.67,-1.02,-9.76,-0.01,0.12,-0.35
823497,-0.85,-0.56,-9.88,0.01,0.11,-0.37
823501,-1.29,-0.06,-9.78,0.01,0.08,-0.34
823507,-0.98,-0.41,-9.67,0.04,0.06,-0.34
823511,-0.79,0.24,-9.49,0.04,0.08,-0.38
823516,-0.71,0.79,-9.67,0.05,0.05,-0.37
823521,-0.47,0.26,-9.27,0.06,0.04,-0.35
823525,-0.39,0.51,-9.47,0.07,0.03,-0.36
823530,-0.68,0.75,-9.4,0.07,0.02,-0.36
823534,-0.37,0.71,-9.51,0.08,0,-0.36
823539,-0.37,0.34,-9.37,0.08,0.02,-0.37
823543,-0.03,0.14,-9.77,0.09,0.02,-0.38
823550,0.78,0.56,-9.5,0.11,-0.02,-0.37
823555,0.78,0.55,-9.58,0.11,0.01,-0.37
823560,0.35,-0.2,-9.78,0.12,0,-0.37
823566,-0.54,-0.25,-10.16,0.15,-0.05,-0.36
823570,-0.8,0.08,-9.94,0.16,-0.07,-0.35
823576,-0.27,0.61,-10.23,0.16,-0.06,-0.37
823580,0.53,0.81,-10.38,0.17,-0.03,-0.39
823585,0.78,0.52,-9.69,0.18,-0.04,-0.38
823590,0.54,0.95,-10.11,0.19,-0.06,-0.37
823595,0.31,1.15,-10.03,0.19,-0.1,-0.34
823600,0.53,1.12,-10.13,0.18,-0.07,-0.36
823605,0.72,1.04,-9.95,0.19,-0.05,-0.38
823610,0.9,1.14,-9.79,0.2,-0.07,-0.38
823615,1.07,1.45,-9.82,0.2,-0.08,-0.37
823620,1.26,1.69,-9.82,0.19,-0.06,-0.38
823624,1.34,1.85,-9.42,0.17,-0.05,-0.38
823629,1.39,1.79,-9.41,0.18,-0.06,-0.38
823634,1.43,1.44,-9.71,0.19,-0.07,-0.38
823639,1.28,1.5,-9.64,0.18,-0.05,-0.39
823644,1.41,1.69,-9.71,0.19,-0.06,-0.39
823649,1.27,1.62,-9.78,0.19,-0.05,-0.38
823654,1.16,1.73,-9.87,0.18,-0.04,-0.39
823659,1,1.74,-9.9,0.18,-0.05,-0.38
823664,0.84,1.69,-9.93,0.18,-0.05,-0.38
823669,0.78,1.9,-10.1,0.18,-0.05,-0.39
823674,0.85,1.95,-10.05,0.17,-0.04,-0.39
823679,1.11,2.07,-10.07,0.16,-0.04,-0.39
823684,1.28,2.38,-10.06,0.14,-0.03,-0.39
823689,1.35,2.57,-9.92,0.13,-0.03,-0.39
823694,1.33,2.49,-9.82,0.13,-0.04,-0.39
823699,1.44,2.35,-9.87,0.13,-0.03,-0.4
823704,1.44,2.25,-9.73,0.12,-0.02,-0.4
823709,1.55,2.36,-9.77,0.11,-0.02,-0.4
823714,1.63,2.4,-9.59,0.1,0,-0.4
823719,1.65,2.39,-9.44,0.09,0,-0.4
823724,1.54,2.43,-9.55,0.09,0,-0.4
823728,1.47,2.34,-9.33,0.07,0,-0.4
823733,1.29,2.37,-9.49,0.07,0.01,-0.4
823737,1.28,2.2,-9.43,0.06,0.02,-0.4
823741,1.35,2.16,-9.42,0.05,0.03,-0.4
823746,1.56,2.1,-9.53,0.05,0.03,-0.4
823750,1.5,2.03,-9.54,0.04,0.04,-0.4
823755,1.55,2.07,-9.48,0.04,0.04,-0.4
823759,1.64,2.12,-9.47,0.03,0.04,-0.4
823763,1.72,2.3,-9.62,0.02,0.05,-0.4
823768,1.67,2.33,-9.63,0.01,0.06,-0.41
823772,1.83,2.27,-9.66,0.01,0.06,-0.41
823776,1.74,2.27,-9.73,0,0.07,-0.41
823796,1.77,2.07,-9.82,-0.03,0.1,-0.41
823801,1.61,2,-9.69,-0.04,0.1,-0.41
823854,0.95,1.23,-9.74,-0.07,0.13,-0.41
823860,0.82,1.19,-9.93,-0.07,0.13,-0.41
823865,0.77,1.14,-9.93,-0.06,0.12,-0.41
823870,0.63,1.16,-10,-0.06,0.12,-0.41
823875,0.61,1.04,-10.04,-0.06,0.12,-0.41
823879,0.51,0.93,-9.85,-0.05,0.12,-0.41
823883,0.48,0.92,-9.96,-0.05,0.11,-0.41
823889,0.12,0.64,-9.89,-0.04,0.1,-0.41
823893,0.03,0.53,-10.09,-0.03,0.09,-0.41
823898,0.09,0.31,-10.06,-0.02,0.09,-0.41
823902,-0.09,0.15,-9.99,-0.01,0.09,-0.41
823907,-0.08,0.03,-9.9,-0.01,0.08,-0.41
823911,0,0.08,-9.97,0,0.07,-0.41
823916,-0.02,0.16,-9.73,0.01,0.07,-0.41
823926,0.05,0.18,-9.76,0.03,0.05,-0.4
823932,0.05,0.07,-9.54,0.05,0.05,-0.4
823940,0.02,-0.01,-9.65,0.06,0.03,-0.4
823948,0.04,-0.01,-9.67,0.09,0.01,-0.39
823953,-0.03,-0.1,-9.71,0.1,0.01,-0.4
823958,0.04,0.21,-9.71,0.11,0,-0.4
823963,0.1,0.26,-9.71,0.11,-0.01,-0.39
823968,0.13,0.34,-9.81,0.13,-0.01,-0.39
823972,0.21,0.36,-9.66,0.13,-0.02,-0.39
823977,0.05,0.27,-9.79,0.14,-0.02,-0.39
823982,0.16,-0.09,-10,0.15,-0.02,-0.39
823986,0.56,-0.06,-9.95,0.16,-0.02,-0.4
823992,0.66,0.21,-9.88,0.18,-0.03,-0.39
823998,0.45,0.09,-9.88,0.19,-0.04,-0.38
824003,0.13,0.15,-10.01,0.2,-0.06,-0.38
824007,0.47,0.58,-9.85,0.21,-0.05,-0.38
824012,0.56,0.77,-9.9,0.22,-0.05,-0.38
824016,0.89,0.59,-9.75,0.22,-0.04,-0.39
824022,1,0.86,-9.77,0.23,-0.04,-0.39
824028,0.53,0.59,-9.81,0.23,-0.06,-0.37
824033,0.62,0.81,-9.82,0.24,-0.07,-0.37
824037,0.6,1.03,-9.87,0.25,-0.06,-0.38
824043,0.62,0.75,-9.72,0.25,-0.05,-0.38
824050,0.34,0.96,-9.88,0.26,-0.07,-0.38
824056,0.46,1.05,-9.89,0.26,-0.07,-0.38
824060,0.81,1.29,-9.95,0.27,-0.07,-0.38
824065,0.88,1.4,-9.87,0.26,-0.06,-0.38
824070,0.75,1.29,-9.89,0.26,-0.07,-0.38
824076,1,1.52,-10,0.27,-0.07,-0.39
824081,1.04,1.74,-9.92,0.25,-0.06,-0.38
824086,1,1.66,-9.82,0.25,-0.06,-0.38
824091,0.95,1.58,-9.95,0.26,-0.08,-0.38
824096,0.87,1.77,-10.01,0.25,-0.07,-0.38
824101,0.9,1.82,-10.01,0.25,-0.07,-0.38
824106,0.83,1.93,-10.11,0.25,-0.07,-0.39
824111,0.87,2.06,-10.2,0.23,-0.06,-0.38
824116,1,2.09,-10.09,0.23,-0.06,-0.39
824120,1.06,2.13,-9.88,0.23,-0.06,-0.39
824125,1.09,2.24,-9.76,0.23,-0.06,-0.39
824129,1.16,2.24,-9.58,0.22,-0.07,-0.39
824136,1.4,2.19,-9.5,0.21,-0.05,-0.4
824141,1.5,2.25,-9.2,0.2,-0.04,-0.4
824145,1.33,2.29,-9.27,0.19,-0.04,-0.39
824150,1.31,2.33,-9.36,0.18,-0.05,-0.38
824154,0.98,2.34,-9.43,0.18,-0.05,-0.38
824159,1.04,2.41,-9.72,0.17,-0.04,-0.4
824163,1.16,2.43,-9.65,0.16,-0.03,-0.41
824168,1.28,2.41,-9.87,0.15,-0.02,-0.42
824173,1.47,2.52,-9.75,0.13,-0.01,-0.41
824208,1.05,2.48,-9.79,0.07,0,-0.4
824213,0.94,2.3,-9.72,0.06,0.01,-0.41
824218,1.15,2.4,-9.74,0.05,0.01,-0.42
824222,1.29,2.33,-9.7,0.05,0.02,-0.42
824226,1.5,1.9,-9.61,0.04,0.04,-0.42
824231,1.32,1.91,-9.66,0.04,0.03,-0.42
824235,0.98,2.19,-9.53,0.04,0,-0.41
824240,1.07,2.01,-9.4,0.02,0.02,-0.4
824244,0.97,2.11,-9.61,0.01,0.04,-0.42
824249,0.67,2.12,-9.38,0.02,0.02,-0.41
824253,0.78,1.72,-9.35,0,0.02,-0.41
824258,0.81,1.51,-9.37,0,0.04,-0.42
824263,0.87,1.47,-9.57,0.01,0.03,-0.42
824267,0.92,1.48,-9.49,0,0.03,-0.42
824272,1,1.51,-10.14,0,0.03,-0.42
824276,1.03,1.21,-9.9,0,0.03,-0.41
824282,0.85,1.48,-10.3,0,0.03,-0.41
824286,0.94,1.22,-10.48,0,0.03,-0.41
824292,0.67,1.14,-10.43,0.01,0.03,-0.41
824296,0.77,1.21,-10.45,0.01,0.02,-0.41
824300,0.62,1.04,-10.32,0.01,0.02,-0.41
824306,0.71,0.77,-10.36,0.02,0.01,-0.41
824311,0.59,0.72,-10.37,0.03,0.02,-0.41
824315,0.78,0.41,-10.34,0.04,0.02,-0.41
824320,-0.1,-1.9,-9.72,0.08,0.03,-0.4
824324,-5,-9.95,-8.79,0.35,-0.09,-0.44
824329,-8.73,-13.17,-8.53,0.88,-0.48,-0.42
824334,-9.21,-11.6,-12.7,1.01,-0.56,-0.34
824338,-8.44,-8.32,-14.49,0.66,-0.59,-0.36
824343,0.16,0.49,-19.69,0.31,-0.15,-0.59
824347,7.34,13.04,-20.83,-0.1,0.63,-0.5
824352,5.17,12.4,-3.47,0.2,0.39,-0.26
824356,6.27,15.57,-4.59,0.85,-0.53,-0.1
824364,13.08,19.76,-11.92,0.3,-0.36,0.15
824368,15.96,18.05,-8.53,0.26,0.17,-0.13
824373,15.2,19.22,-4.51,0.17,0.41,-0.21
824377,12,16.41,0.79,0.1,0.27,-0.11
824382,9.96,13.91,-0.18,0.16,-0.13,-0.01
824392,7.01,7.32,-0.51,0.11,-0.43,0.05
824396,6.4,5.72,-3.15,0.23,-0.45,0.01
824454,-0.14,2.78,-10.69,-0.03,0.1,-0.28
824458,1.66,4.7,-10.94,-0.07,0.17,-0.31
824463,3.56,6.37,-10.99,-0.14,0.23,-0.33
824467,4.47,7.65,-10.51,-0.19,0.29,-0.33
824472,5.04,7.78,-9.47,-0.18,0.23,-0.3
824477,5.84,7.83,-9.79,-0.17,0.17,-0.29
824481,5.82,7.03,-9.95,-0.2,0.17,-0.27
824588,0.55,2.82,-12.9,-0.41,0.19,-0.3
824592,0.27,2.64,-12.86,-0.42,0.17,-0.31
824597,-0.33,2.12,-12.32,-0.43,0.16,-0.3
824602,-0.76,1.81,-11.83,-0.43,0.14,-0.3
824606,-0.79,1.35,-11.06,-0.43,0.13,-0.29
824612,-0.8,0.66,-10.44,-0.42,0.12,-0.31
824616,-0.1,0.35,-9.76,-0.42,0.12,-0.32
824621,0.41,0.44,-8.96,-0.43,0.14,-0.33
824626,1.33,0.67,-8.29,-0.43,0.15,-0.33
824631,1.67,0.8,-7.93,-0.42,0.14,-0.32
824637,1.9,0.74,-7.59,-0.42,0.15,-0.32
824641,2.01,0.68,-7.6,-0.41,0.15,-0.31
824647,1.76,0.45,-7.53,-0.41,0.15,-0.3
824651,1.39,0.53,-8.03,-0.41,0.15,-0.3
824657,1.01,0.37,-8.64,-0.4,0.15,-0.3
824661,0.72,0.29,-9.08,-0.39,0.16,-0.3
824666,0.41,0.06,-9.42,-0.38,0.15,-0.3
824671,0.26,-0.61,-9.79,-0.35,0.14,-0.3
824675,0.06,-1.16,-10.43,-0.33,0.14,-0.3
824681,-0.1,-1.64,-10.58,-0.31,0.15,-0.3
824685,-0.38,-2.05,-10.79,-0.29,0.13,-0.29
824690,-0.34,-2.28,-11.08,-0.26,0.12,-0.28
824695,-0.48,-2.81,-11.31,-0.22,0.11,-0.28
824700,-0.53,-2.95,-11.42,-0.17,0.1,-0.29
824705,-0.44,-3,-11.18,-0.14,0.09,-0.28
824710,-0.53,-3.23,-11.19,-0.11,0.06,-0.27
824715,-0.64,-2.92,-11.15,-0.06,0.05,-0.27
824721,-0.26,-2.32,-10.39,-0.02,0.03,-0.25
824725,-0.26,-1.9,-9.95,0.01,0.01,-0.25
824731,-0.52,-1.48,-9.51,0.03,0,-0.24
824735,-0.98,-1.18,-9.24,0.06,-0.03,-0.23
824741,-1.01,-0.9,-8.92,0.08,-0.05,-0.23
824745,-0.67,-0.31,-8.62,0.08,-0.04,-0.24
824751,-0.38,0.07,-8,0.09,-0.03,-0.25
824755,-0.16,-0.04,-8.06,0.12,-0.05,-0.25
824761,-0.39,-0.82,-8.09,0.13,-0.05,-0.25
824765,-0.52,-1.11,-8.2,0.16,-0.07,-0.24
824770,-0.24,-1.08,-8.87,0.18,-0.08,-0.24
824774,-0.14,-0.97,-9.1,0.18,-0.07,-0.25
824779,0.14,-0.76,-9.54,0.21,-0.09,-0.24
824784,0.43,-0.41,-10.19,0.23,-0.09,-0.25
824789,0.47,0.04,-10.82,0.23,-0.09,-0.25
824793,0.52,0.69,-11.32,0.22,-0.09,-0.24
824798,0.33,1.1,-11.39,0.22,-0.11,-0.22
824803,0.48,1.13,-11.9,0.25,-0.12,-0.23
824807,0.52,1.07,-12.28,0.27,-0.12,-0.24
824812,0.89,1.1,-11.94,0.27,-0.11,-0.24
824817,1.02,1.45,-11.84,0.27,-0.11,-0.24
824822,1.36,1.91,-11.39,0.25,-0.1,-0.24
824827,1.55,2.24,-10.64,0.25,-0.11,-0.23
824832,1.59,2.36,-10.23,0.26,-0.11,-0.24
824837,1.73,2.45,-9.67,0.25,-0.11,-0.24
824841,1.81,2.47,-9.24,0.24,-0.1,-0.24
824846,2.02,2.53,-8.96,0.23,-0.09,-0.24
824850,2.21,2.5,-8.52,0.22,-0.07,-0.25
824855,2.34,2.59,-8.33,0.22,-0.05,-0.26
824911,1.64,2.93,-10.64,0.09,0.05,-0.26
824916,1.88,3.16,-10.49,0.07,0.06,-0.26
824921,2.14,3.51,-10.24,0.06,0.07,-0.27
824925,2.08,3.93,-10.1,0.04,0.08,-0.27
824930,1.95,3.96,-9.81,0.02,0.07,-0.26
824935,1.64,3.82,-9.48,0.01,0.07,-0.26
824940,1.57,3.48,-9.28,0,0.07,-0.27
824945,1.46,3.05,-9.18,-0.03,0.11,-0.28
824950,1.27,2.63,-8.86,-0.04,0.11,-0.27
824956,0.78,2.17,-8.18,-0.03,0.05,-0.25
